STATE,STATE NAME,NEW GATING SCORE,COVID-LIKE SYMPTOMS (95% CI),TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (US: 500K/DAY),TEST TARGET - 500K - COLOR,% OF TEST TARGET (INCIDENCE ADJUSTED),TEST TARGET (INCIDENT ADJUSTED),ICU OCCUPIED,ICU COLOR,BEDS OCCUPIED,BED COLOR,NEW CASES PER MILLION PER DAY,DAILY INCIDENTS PER MILLION COLOR,CURRENTLY HOSPITALIZED PER MILLION,HOSPITALIZED-13,HOSPITALIZED-12,HOSPITALIZED-11,HOSPITALIZED-10,HOSPITALIZED-09,HOSPITALIZED-08,HOSPITALIZED-07,HOSPITALIZED-06,HOSPITALIZED-05,HOSPITALIZED-04,HOSPITALIZED-03,HOSPITALIZED-02,HOSPITALIZED-01,HOSPITALIZED-00,CURRENTLY HOSPITALIZED TREND,HOSPITALIZED TREND COLOR,CASE FATALITY RATE,CASE FATALITY RATE COLOR
Georgia,Georgia,Bruised Red,0.8% ^0.6% - 1.0%^,20475,128,Green,34,59650,81% ^Constrained^,Constrained,80% ^Constrained^,Constrained,170,Bruised Red,209,210,201,249,243,234,232,234,233,223,216,258,207,209,209,-1% ^Decreasing^,Green,2.13,Yellow
Hawaii,Hawaii,Bruised Red,0.3% ^0.0% - 0.6%^,5547,260,Green,79,7010,63% ^Normal^,Normal,70% ^Normal^,Normal,150,Bruised Red,187,191,206,202,197,192,192,210,203,195,196,187,187,187,187,-2% ^Decreasing^,Green,0.86,Green
Idaho,Idaho,Bruised Red,1.0% ^0.6% - 1.5%^,1650,61,Red,21,7793,51% ^Normal^,Normal,49% ^Normal^,Normal,132,Red,64,90,98,98,101,101,101,91,91,96,96,84,84,84,64,-29% ^Decreasing^,Green,1.14,Yellow
Illinois,Illinois 😷,Bruised Red,0.6% ^0.5% - 0.7%^,55973,293,Green,74,75730,54% ^Normal^,Normal,63% ^Normal^,Normal,181,Bruised Red,119,124,129,122,123,116,118,119,126,128,128,122,119,117,119,-4% ^Decreasing^,Green,3.31,Yellow
Indiana,Indiana 😷,Red,0.7% ^0.6% - 0.9%^,9585,94,Yellow,35,27762,60% ^Normal^,Normal,61% ^Normal^,Normal,125,Red,125,141,131,129,131,131,131,126,132,127,128,115,112,115,125,-11% ^Decreasing^,Green,3.35,Yellow
Iowa,Iowa,Bruised Red,1.0% ^0.7% - 1.2%^,5061,106,Green,21,24609,66% ^Normal^,Normal,61% ^Normal^,Normal,236,Bruised Red,103,99,97,95,100,98,95,99,98,102,100,100,98,99,103,4% ^Increasing^,Red,1.71,Yellow
Kansas,Kansas 😷,Bruised Red,0.7% ^0.4% - 0.9%^,3348,76,Yellow,17,20281,63% ^Normal^,Normal,57% ^Normal^,Normal,211,Bruised Red,61,90,90,113,113,113,72,72,115,115,108,108,108,61,61,-32% ^Decreasing^,Green,1.03,Yellow
Kentucky,Kentucky 😷,Red,0.6% ^0.4% - 0.8%^,6161,92,Yellow,32,19489,80% ^Elevated^,Elevated,65% ^Normal^,Normal,132,Red,114,133,128,128,128,128,125,124,132,127,128,120,120,113,114,-14% ^Decreasing^,Green,1.87,Yellow
Louisiana,Louisiana 😷,Red,0.7% ^0.5% - 0.9%^,11118,159,Green,50,22374,66% ^Normal^,Normal,67% ^Normal^,Normal,146,Red,172,197,188,194,194,194,190,196,188,183,174,174,170,169,172,-13% ^Decreasing^,Green,3.32,Yellow
Maine,Maine 😷,Green,0.4% ^0.1% - 0.7%^,4853,240,Green,240,2025,70% ^Elevated^,Elevated,65% ^Normal^,Normal,18,Green,5,6,7,7,6,5,4,7,8,7,7,4,4,6,5,-13% ^Decreasing^,Green,2.84,Yellow
Maryland,Maryland 😷,Red,0.3% ^0.2% - 0.5%^,10240,112,Green,50,20630,70% ^Normal^,Normal,78% ^Elevated^,Elevated,103,Red,60,71,68,68,64,59,62,64,61,63,65,58,56,60,60,-16% ^Decreasing^,Green,3.36,Yellow
Massachusetts,Massachusetts 😷,Green,0.3% ^0.1% - 0.4%^,16364,156,Green,156,10470,53% ^Normal^,Normal,70% ^Normal^,Normal,38,Green,47,51,48,45,44,42,45,46,44,45,48,47,45,46,47,-8% ^Decreasing^,Green,7.43,Red
Michigan,Michigan 😷,Yellow,0.5% ^0.4% - 0.6%^,27240,181,Green,114,23958,74% ^Elevated^,Elevated,74% ^Elevated^,Elevated,73,Yellow,62,64,67,67,67,67,63,63,63,62,62,62,62,62,62,-3% ^Decreasing^,Green,5.73,Red
Minnesota,Minnesota,Red,0.5% ^0.3% - 0.7%^,9850,116,Green,40,24764,73% ^Elevated^,Elevated,69% ^Normal^,Normal,133,Red,46,54,54,53,56,56,54,52,53,48,49,49,50,49,46,-15% ^Decreasing^,Green,2.35,Yellow
Mississippi,Mississippi 😷,Bruised Red,1.1% ^0.8% - 1.5%^,4135,92,Yellow,23,17891,74% ^Elevated^,Elevated,66% ^Normal^,Normal,182,Bruised Red,255,295,278,277,275,275,269,268,288,273,265,255,255,255,255,-14% ^Decreasing^,Green,2.96,Yellow
Missouri,Missouri,Bruised Red,0.8% ^0.6% - 1.0%^,9998,108,Green,23,44116,65% ^Normal^,Normal,61% ^Normal^,Normal,218,Bruised Red,152,144,147,164,159,164,148,148,152,152,152,152,152,152,152,6% ^Increasing^,Red,1.75,Yellow
Montana,Montana,Red,0.6% ^0.3% - 1.0%^,2355,146,Green,57,4111,63% ^Normal^,Normal,72% ^Elevated^,Elevated,117,Red,151,117,111,113,120,123,125,131,140,141,140,141,146,153,151,29% ^Increasing^,Red,1.42,Yellow
Nebraska,Nebraska,Bruised Red,1.2% ^0.8% - 1.7%^,2175,75,Red,27,7958,53% ^Normal^,Normal,59% ^Normal^,Normal,125,Red,89,87,86,90,87,89,89,83,84,89,84,90,91,90,89,2% ^Increasing^,Red,1.12,Yellow
Nevada,Nevada 😷,Bruised Red,0.7% ^0.4% - 1.0%^,3386,73,Red,29,11649,70% ^Normal^,Normal,70% ^Normal^,Normal,115,Red,175,247,236,230,219,219,216,209,219,205,198,194,194,194,175,-29% ^Decreasing^,Green,1.93,Yellow
New Hampshire,New Hampshire,Green,0.3% ^0.1% - 0.5%^,1669,81,Yellow,81,2049,54% ^Normal^,Normal,65% ^Normal^,Normal,21,Green,5,6,7,6,5,4,4,6,6,7,7,7,7,5,5,-13% ^Decreasing^,Green,5.78,Red
New Jersey,New Jersey 😷,Green,0.2% ^0.1% - 0.3%^,30243,226,Green,226,13382,55% ^Normal^,Normal,75% ^Elevated^,Elevated,38,Green,47,48,51,49,49,54,54,52,58,57,52,44,45,44,47,-1% ^Decreasing^,Green,8.22,Red
New Mexico,New Mexico 😷,Yellow,0.4% ^0.2% - 0.7%^,4910,155,Green,132,3734,62% ^Normal^,Normal,63% ^Normal^,Normal,54,Yellow,31,31,34,32,34,32,31,31,34,34,36,33,32,31,31,2% ^Increasing^,Red,3.09,Yellow
New York,New York 😷,Green,0.3% ^0.2% - 0.4%^,81844,279,Green,279,29309,60% ^Normal^,Normal,70% ^Normal^,Normal,37,Green,23,25,25,25,24,22,21,22,23,22,22,22,21,21,23,-10% ^Decreasing^,Green,5.76,Red
North Carolina,North Carolina,Red,0.5% ^0.4% - 0.7%^,24897,158,Green,57,43423,73% ^Elevated^,Elevated,30% ^Normal^,Normal,125,Red,79,96,91,92,92,87,88,90,82,82,91,79,79,73,79,-18% ^Decreasing^,Green,1.63,Yellow
North Dakota,North Dakota,Bruised Red,0.5% ^0.1% - 0.9%^,1387,121,Green,16,8825,48% ^Normal^,Normal,62% ^Normal^,Normal,351,Bruised Red,83,70,80,92,85,89,89,81,87,67,88,88,84,89,83,19% ^Increasing^,Red,0.93,Green
Ohio,Ohio 😷,Red,0.4% ^0.3% - 0.5%^,25697,146,Green,74,34801,65% ^Normal^,Normal,69% ^Normal^,Normal,90,Red,59,66,67,68,68,66,66,66,64,63,62,61,59,59,59,-11% ^Decreasing^,Green,3.26,Yellow
Oklahoma,Oklahoma,Bruised Red,0.9% ^0.6% - 1.1%^,5461,92,Yellow,20,26655,64% ^Normal^,Normal,62% ^Normal^,Normal,204,Bruised Red,119,135,140,141,144,144,144,135,138,136,131,119,119,119,119,-11% ^Decreasing^,Green,1.31,Yellow
Oregon,Oregon 😷,Yellow,0.3% ^0.2% - 0.5%^,4243,67,Red,64,6642,64% ^Normal^,Normal,68% ^Normal^,Normal,48,Yellow,36,33,41,39,39,39,32,31,33,32,35,35,35,35,36,9% ^Increasing^,Red,1.71,Yellow
Pennsylvania,Pennsylvania 😷,Red,0.4% ^0.3% - 0.5%^,11473,59,Red,44,26230,75% ^Elevated^,Elevated,73% ^Elevated^,Elevated,62,Yellow,40,42,42,41,40,39,39,41,43,41,39,39,38,39,40,-4% ^Decreasing^,Green,5.55,Red
Rhode Island,Rhode Island 😷,Yellow,0.3% ^0.0% - 0.6%^,7446,467,Green,268,2781,86% ^Severely constrained^,Severely constrained,98% ^Constrained^,Constrained,80,Yellow,69,76,77,76,76,73,73,76,74,64,72,77,75,69,69,-9% ^Decreasing^,Green,4.69,Yellow
South Carolina,South Carolina,Bruised Red,0.6% ^0.4% - 0.8%^,8536,110,Green,30,28578,77% ^Elevated^,Elevated,80% ^Constrained^,Constrained,168,Bruised Red,149,205,195,190,184,186,181,174,173,177,177,164,153,153,149,-28% ^Decreasing^,Green,2.31,Yellow
South Dakota,South Dakota,Bruised Red,0.9% ^0.4% - 1.4%^,1299,97,Yellow,17,7797,53% ^Normal^,Normal,61% ^Normal^,Normal,267,Bruised Red,77,66,85,90,89,88,86,88,87,86,101,97,92,88,77,17% ^Increasing^,Red,1.12,Yellow
Tennessee,Tennessee,Bruised Red,0.8% ^0.6% - 1.0%^,19034,185,Green,43,44432,74% ^Elevated^,Elevated,71% ^Elevated^,Elevated,197,Bruised Red,144,157,153,148,147,130,133,152,158,155,152,146,142,139,144,-8% ^Decreasing^,Green,1.14,Yellow
Texas,Texas 😷,Red,0.7% ^0.6% - 0.8%^,43653,100,Green,38,115302,75% ^Elevated^,Elevated,71% ^Elevated^,Elevated,120,Red,128,166,155,153,147,144,145,143,143,141,134,137,128,122,128,-23% ^Decreasing^,Green,2.11,Yellow
Utah,Utah,Red,0.7% ^0.4% - 0.9%^,4404,91,Yellow,32,13935,60% ^Normal^,Normal,57% ^Normal^,Normal,132,Red,44,41,42,40,43,42,45,45,46,43,45,47,47,47,44,8% ^Increasing^,Red,0.77,Green
Vermont,Vermont 😷,Green,0.3% ^-0.1% - 0.7%^,1191,127,Green,127,940,64% ^Normal^,Normal,63% ^Normal^,Normal,4,Green,6,22,19,18,16,21,13,10,3,5,3,6,6,3,6,-71% ^Decreasing^,Green,3.51,Yellow
Virginia,Virginia,Red,0.5% ^0.4% - 0.7%^,13008,101,Green,41,32019,68% ^Normal^,Normal,62% ^Normal^,Normal,114,Red,123,137,138,129,129,128,127,122,131,132,129,129,127,124,123,-10% ^Decreasing^,Green,2.09,Yellow
Washington,Washington 😷,Yellow,0.4% ^0.3% - 0.6%^,12830,112,Green,105,12257,67% ^Normal^,Normal,61% ^Normal^,Normal,49,Yellow,36,47,46,46,45,45,45,43,43,41,41,38,37,36,36,-23% ^Decreasing^,Green,2.53,Yellow
West Virginia,West Virginia,Red,0.5% ^0.2% - 0.7%^,3474,129,Green,64,5440,75% ^Elevated^,Elevated,68% ^Normal^,Normal,92,Red,85,80,81,74,84,79,78,79,81,81,85,86,83,83,85,6% ^Increasing^,Red,2.14,Yellow
Wisconsin,Wisconsin,Bruised Red,0.5% ^0.4% - 0.7%^,7502,86,Yellow,26,28630,53% ^Normal^,Normal,62% ^Normal^,Normal,149,Red,51,61,50,53,53,49,49,51,49,49,52,47,47,50,51,-16% ^Decreasing^,Green,1.34,Yellow
Wyoming,Wyoming,Yellow,0.9% ^0.4% - 1.5%^,700,80,Yellow,63,1117,42% ^Normal^,Normal,37% ^Normal^,Normal,58,Yellow,29,29,22,26,26,26,28,22,24,26,26,26,26,26,29,0% ^Decreasing^,Green,1.02,Yellow
Puerto Rico,Puerto Rico,Bruised Red,,298,6,Bruised Red,3,9820,61% ^Normal^,Normal,57% ^Normal^,Normal,93,Red,119,124,126,128,114,114,120,123,117,109,120,116,118,116,119,-4% ^Decreasing^,Green,1.36,Yellow
United States,United States,Red,,709418,142,Green,57,1241158,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,113,Red,97,116,113,112,110,108,107,106,107,104,103,101,97,96,97,-16% ^Decreasing^,Green,2.89,Yellow
