STATE,STATE NAME,NEW GATING SCORE,COVID-LIKE SYMPTOMS (95% CI),TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (US: 500K/DAY),TEST TARGET - 500K - COLOR,% OF TEST TARGET (INCIDENCE ADJUSTED),TEST TARGET (INCIDENT ADJUSTED),ICU OCCUPIED,ICU COLOR,BEDS OCCUPIED,BED COLOR,NEW CASES PER MILLION PER DAY,DAILY INCIDENTS PER MILLION COLOR,CURRENTLY HOSPITALIZED PER MILLION,HOSPITALIZED-13,HOSPITALIZED-12,HOSPITALIZED-11,HOSPITALIZED-10,HOSPITALIZED-09,HOSPITALIZED-08,HOSPITALIZED-07,HOSPITALIZED-06,HOSPITALIZED-05,HOSPITALIZED-04,HOSPITALIZED-03,HOSPITALIZED-02,HOSPITALIZED-01,HOSPITALIZED-00,CURRENTLY HOSPITALIZED TREND,HOSPITALIZED TREND COLOR,CASE FATALITY RATE,CASE FATALITY RATE COLOR
Michigan,Michigan 😷,Yellow,0.4% ^0.3% - 0.5%^,28066,187,Green,119,23515,75% ^Elevated^,Elevated,74% ^Elevated^,Elevated,71,Yellow,63,65,65,65,65,64,64,64,67,67,67,67,63,63,63,-3% ^Decreasing^,Green,5.92,Red
Minnesota,Minnesota,Red,0.5% ^0.4% - 0.7%^,10258,121,Green,37,27574,74% ^Elevated^,Elevated,70% ^Normal^,Normal,148,Red,53,55,52,56,53,55,55,54,54,53,56,56,54,52,53,-4% ^Decreasing^,Green,2.44,Yellow
Mississippi,Mississippi 😷,Bruised Red,1.3% ^0.9% - 1.6%^,4257,95,Yellow,21,20059,72% ^Elevated^,Elevated,66% ^Normal^,Normal,204,Bruised Red,288,344,335,330,330,303,309,295,278,277,275,275,269,268,288,-16% ^Decreasing^,Green,2.99,Yellow
Missouri,Missouri,Bruised Red,0.6% ^0.5% - 0.8%^,9422,102,Green,22,43140,66% ^Normal^,Normal,61% ^Normal^,Normal,213,Bruised Red,152,143,143,149,156,156,151,144,147,164,159,164,148,148,152,7% ^Increasing^,Red,1.77,Yellow
Montana,Montana,Red,0.9% ^0.5% - 1.3%^,2230,139,Green,52,4271,63% ^Normal^,Normal,61% ^Normal^,Normal,121,Red,140,95,91,103,104,107,111,117,111,113,120,123,125,131,140,49% ^Increasing^,Red,1.42,Yellow
Nebraska,Nebraska,Bruised Red,0.8% ^0.5% - 1.1%^,2983,102,Green,28,10494,58% ^Normal^,Normal,64% ^Normal^,Normal,164,Bruised Red,84,81,75,72,72,75,80,87,86,90,87,89,89,83,84,4% ^Increasing^,Red,1.15,Yellow
Nevada,Nevada 😷,Bruised Red,0.6% ^0.3% - 0.8%^,3022,65,Red,20,15114,72% ^Elevated^,Elevated,73% ^Elevated^,Elevated,149,Red,219,284,262,268,268,250,251,247,236,230,219,219,216,209,219,-23% ^Decreasing^,Green,1.91,Yellow
New Hampshire,New Hampshire,Yellow,0.3% ^0.0% - 0.5%^,1349,66,Red,66,2049,51% ^Normal^,Normal,64% ^Normal^,Normal,14,Green,6,8,8,10,9,8,6,6,7,6,5,4,4,6,6,-27% ^Decreasing^,Green,5.92,Red
New Jersey,New Jersey 😷,Green,0.3% ^0.2% - 0.4%^,25812,193,Green,193,13382,54% ^Normal^,Normal,74% ^Elevated^,Elevated,37,Green,58,49,47,42,46,50,49,48,51,49,49,54,54,52,58,19% ^Increasing^,Red,8.27,Red
New Mexico,New Mexico 😷,Yellow,0.4% ^0.1% - 0.6%^,5253,166,Green,120,4361,58% ^Normal^,Normal,59% ^Normal^,Normal,63,Yellow,34,45,35,31,32,31,32,31,34,32,34,32,31,31,34,-23% ^Decreasing^,Green,3.09,Yellow
New York,New York 😷,Green,0.3% ^0.3% - 0.4%^,86692,296,Green,296,29309,59% ^Normal^,Normal,83% ^Constrained^,Constrained,36,Green,23,27,25,25,24,25,25,25,25,25,24,22,21,22,23,-14% ^Decreasing^,Green,5.81,Red
North Carolina,North Carolina,Bruised Red,0.7% ^0.5% - 0.8%^,27758,176,Green,51,54535,72% ^Elevated^,Elevated,74% ^Elevated^,Elevated,158,Bruised Red,82,98,97,95,86,90,95,96,91,92,92,87,88,90,82,-16% ^Decreasing^,Green,1.63,Yellow
North Dakota,North Dakota,Bruised Red,0.8% ^0.3% - 1.3%^,1283,112,Green,15,8486,44% ^Normal^,Normal,68% ^Normal^,Normal,337,Bruised Red,87,59,71,70,68,67,66,70,80,92,85,89,89,81,87,47% ^Increasing^,Red,0.99,Green
Ohio,Ohio 😷,Red,0.4% ^0.3% - 0.5%^,34977,199,Green,91,38577,67% ^Normal^,Normal,71% ^Elevated^,Elevated,100,Red,64,74,73,68,66,69,67,66,67,68,68,66,66,66,64,-13% ^Decreasing^,Green,3.32,Yellow
Oklahoma,Oklahoma,Bruised Red,0.8% ^0.6% - 1.1%^,7980,134,Green,32,24891,65% ^Normal^,Normal,63% ^Normal^,Normal,191,Bruised Red,138,143,142,146,146,146,140,135,140,141,144,144,144,135,138,-3% ^Decreasing^,Green,1.37,Yellow
Oregon,Oregon 😷,Yellow,0.4% ^0.2% - 0.6%^,4806,76,Yellow,68,7090,79% ^Elevated^,Elevated,96% ^Constrained^,Constrained,51,Yellow,33,41,41,41,41,34,37,33,41,39,39,39,32,31,33,-21% ^Decreasing^,Green,1.73,Yellow
Pennsylvania,Pennsylvania 😷,Yellow,0.3% ^0.3% - 0.4%^,14217,74,Red,59,23925,77% ^Elevated^,Elevated,83% ^Constrained^,Constrained,57,Yellow,43,43,40,38,39,40,42,42,42,41,40,39,39,41,43,0% ^Increasing^,Red,5.69,Red
Rhode Island,Rhode Island 😷,Red,0.3% ^0.0% - 0.5%^,7302,458,Green,248,2942,88% ^Severely constrained^,Severely constrained,100% ^Constrained^,Constrained,84,Red,74,79,76,82,76,76,82,76,77,76,76,73,73,76,74,-7% ^Decreasing^,Green,4.76,Yellow
South Carolina,South Carolina,Bruised Red,0.8% ^0.6% - 1.0%^,6993,90,Yellow,23,30219,76% ^Elevated^,Elevated,83% ^Constrained^,Constrained,178,Bruised Red,173,215,210,199,199,190,199,205,195,190,184,186,181,174,173,-19% ^Decreasing^,Green,2.32,Yellow
South Dakota,South Dakota,Bruised Red,0.6% ^0.2% - 0.9%^,1554,117,Green,15,10145,51% ^Normal^,Normal,61% ^Normal^,Normal,348,Bruised Red,87,60,57,75,70,73,60,66,85,90,89,88,86,88,87,45% ^Increasing^,Red,1.21,Yellow
Tennessee,Tennessee,Bruised Red,0.9% ^0.7% - 1.1%^,19444,189,Green,39,49396,70% ^Elevated^,Elevated,67% ^Normal^,Normal,219,Bruised Red,158,175,168,161,148,149,161,157,153,148,147,130,133,152,158,-9% ^Decreasing^,Green,1.14,Yellow
Texas,Texas 😷,Red,0.7% ^0.6% - 0.8%^,43460,99,Green,31,139213,76% ^Elevated^,Elevated,69% ^Normal^,Normal,145,Red,143,194,192,182,179,173,169,166,155,153,147,144,145,143,143,-26% ^Decreasing^,Green,2.07,Yellow
Utah,Utah,Red,0.7% ^0.4% - 0.9%^,4442,92,Yellow,36,12483,56% ^Normal^,Normal,58% ^Normal^,Normal,118,Red,46,49,48,46,49,45,45,41,42,40,43,42,45,45,46,-6% ^Decreasing^,Green,0.78,Green
Vermont,Vermont 😷,Green,0.1% ^-0.1% - 0.3%^,2322,247,Green,247,940,65% ^Normal^,Normal,63% ^Normal^,Normal,14,Green,3,16,16,24,21,18,21,22,19,18,16,21,13,10,3,-80% ^Decreasing^,Green,3.54,Yellow
Virginia,Virginia,Red,0.5% ^0.3% - 0.6%^,14736,115,Green,44,33396,69% ^Normal^,Normal,64% ^Normal^,Normal,119,Red,131,148,144,135,135,132,138,137,138,129,129,128,127,122,131,-12% ^Decreasing^,Green,2.16,Yellow
Washington,Washington 😷,Yellow,0.3% ^0.2% - 0.4%^,14276,124,Green,94,15246,96% ^Severely constrained^,Severely constrained,91% ^Constrained^,Constrained,61,Yellow,43,51,49,49,49,49,46,47,46,46,45,45,45,43,43,-15% ^Decreasing^,Green,2.58,Yellow
West Virginia,West Virginia,Red,0.7% ^0.4% - 1.0%^,4569,169,Green,88,5195,72% ^Elevated^,Elevated,70% ^Normal^,Normal,88,Red,81,78,81,77,78,79,78,80,81,74,84,79,78,79,81,4% ^Increasing^,Red,2.16,Yellow
Wisconsin,Wisconsin,Red,0.5% ^0.3% - 0.6%^,8294,95,Yellow,35,23996,53% ^Normal^,Normal,62% ^Normal^,Normal,125,Red,49,63,60,60,57,55,58,61,50,53,53,49,49,51,49,-22% ^Decreasing^,Green,1.4,Yellow
Wyoming,Wyoming,Yellow,0.6% ^0.1% - 1.1%^,890,102,Green,83,1070,49% ^Normal^,Normal,44% ^Normal^,Normal,56,Yellow,24,31,33,33,33,35,31,29,22,26,26,26,28,22,24,-22% ^Decreasing^,Green,1.05,Yellow
Puerto Rico,Puerto Rico,Bruised Red,,466,10,Bruised Red,3,15364,61% ^Normal^,Normal,59% ^Normal^,Normal,146,Red,117,122,123,126,116,114,122,124,126,128,114,114,120,123,117,-4% ^Decreasing^,Green,1.3,Yellow
United States,United States,Red,,731058,146,Green,54,1350124,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,123,Red,107,127,123,120,118,117,117,116,113,112,110,108,107,106,107,-15% ^Decreasing^,Green,2.93,Yellow
