STATE,STATE NAME,NEW GATING SCORE,COVID-LIKE SYMPTOMS (95% CI),TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (US: 500K/DAY),TEST TARGET - 500K - COLOR,% OF TEST TARGET (INCIDENCE ADJUSTED),TEST TARGET (INCIDENT ADJUSTED),ICU OCCUPIED,ICU COLOR,BEDS OCCUPIED,BED COLOR,NEW CASES PER MILLION PER DAY,DAILY INCIDENTS PER MILLION COLOR,CURRENTLY HOSPITALIZED PER MILLION,HOSPITALIZED-13,HOSPITALIZED-12,HOSPITALIZED-11,HOSPITALIZED-10,HOSPITALIZED-09,HOSPITALIZED-08,HOSPITALIZED-07,HOSPITALIZED-06,HOSPITALIZED-05,HOSPITALIZED-04,HOSPITALIZED-03,HOSPITALIZED-02,HOSPITALIZED-01,HOSPITALIZED-00,CURRENTLY HOSPITALIZED TREND,HOSPITALIZED TREND COLOR,CASE FATALITY RATE,CASE FATALITY RATE COLOR
Kansas,Kansas 😷,Bruised Red,0.6% ^0.4% - 0.9%^,3759,86,Yellow,20,19140,62% ^Normal^,Normal,59% ^Normal^,Normal,199,Bruised Red,74,61,109,109,48,48,48,66,66,95,95,98,98,98,74,22% ^Increasing^,Red,1.11,Yellow
Kentucky,Kentucky 😷,Red,0.4% ^0.2% - 0.6%^,9696,144,Green,44,21851,80% ^Constrained^,Constrained,67% ^Normal^,Normal,148,Red,111,114,125,126,123,131,131,113,119,126,115,112,111,111,111,-3% ^Decreasing^,Green,1.8,Yellow
Louisiana,Louisiana 😷,Red,0.7% ^0.4% - 0.9%^,15213,217,Green,89,17061,67% ^Normal^,Normal,68% ^Normal^,Normal,111,Red,126,172,168,164,156,156,146,143,143,146,143,139,139,128,126,-27% ^Decreasing^,Green,3.31,Yellow
Maine,Maine 😷,Green,0.3% ^0.1% - 0.6%^,5945,294,Green,294,2025,70% ^Normal^,Normal,68% ^Normal^,Normal,22,Green,13,5,7,8,7,7,8,7,7,7,9,8,10,12,13,143% ^Increasing^,Red,2.74,Yellow
Maryland,Maryland 😷,Red,0.4% ^0.2% - 0.6%^,10395,114,Green,56,18489,70% ^Elevated^,Elevated,79% ^Elevated^,Elevated,93,Red,48,60,61,59,61,60,58,57,61,57,58,57,54,46,48,-21% ^Decreasing^,Green,3.22,Yellow
Massachusetts,Massachusetts 😷,Yellow,0.3% ^0.1% - 0.4%^,56791,542,Green,444,12804,55% ^Normal^,Normal,72% ^Elevated^,Elevated,56,Yellow,53,47,49,51,47,48,45,43,45,51,54,49,52,52,53,12% ^Increasing^,Red,7.29,Red
Michigan,Michigan 😷,Yellow,0.4% ^0.3% - 0.5%^,29797,198,Green,118,25339,73% ^Elevated^,Elevated,75% ^Elevated^,Elevated,77,Yellow,50,62,62,63,63,63,63,59,59,59,59,56,56,56,50,-19% ^Decreasing^,Green,5.38,Red
Minnesota,Minnesota,Bruised Red,0.4% ^0.3% - 0.6%^,18647,219,Green,66,28253,73% ^Elevated^,Elevated,71% ^Elevated^,Elevated,152,Bruised Red,45,46,47,46,45,44,43,41,42,43,43,44,43,44,45,-1% ^Decreasing^,Green,2.22,Yellow
Mississippi,Mississippi 😷,Bruised Red,0.9% ^0.5% - 1.2%^,11586,258,Green,69,16679,71% ^Elevated^,Elevated,65% ^Normal^,Normal,170,Bruised Red,209,255,229,224,183,182,182,172,224,212,209,212,212,212,209,-18% ^Decreasing^,Green,3.0,Yellow
Missouri,Missouri,Bruised Red,1.0% ^0.7% - 1.2%^,10622,115,Green,22,48218,66% ^Normal^,Normal,62% ^Normal^,Normal,238,Bruised Red,167,152,152,152,152,169,158,165,166,161,157,167,164,173,167,9% ^Increasing^,Red,1.58,Yellow
Montana,Montana,Bruised Red,0.6% ^0.3% - 1.0%^,3627,225,Green,58,6232,60% ^Normal^,Normal,69% ^Normal^,Normal,177,Bruised Red,101,151,153,153,133,135,136,135,102,99,100,98,97,97,101,-33% ^Decreasing^,Green,1.53,Yellow
Nebraska,Nebraska,Bruised Red,0.6% ^0.3% - 1.0%^,3122,107,Green,24,12955,62% ^Normal^,Normal,64% ^Normal^,Normal,203,Bruised Red,88,89,93,94,92,86,84,87,91,86,91,97,96,90,88,-1% ^Decreasing^,Green,1.08,Yellow
Nevada,Nevada 😷,Bruised Red,0.6% ^0.2% - 0.9%^,3132,67,Red,30,10475,71% ^Elevated^,Elevated,69% ^Normal^,Normal,103,Red,146,175,179,168,155,155,155,154,157,158,157,150,144,144,146,-17% ^Decreasing^,Green,2.01,Yellow
New Hampshire,New Hampshire,Green,0.2% ^0.0% - 0.4%^,3471,169,Green,169,2049,50% ^Normal^,Normal,65% ^Normal^,Normal,24,Green,7,5,5,5,5,4,5,5,7,6,5,5,6,7,7,43% ^Increasing^,Red,5.51,Red
New Jersey,New Jersey 😷,Yellow,0.3% ^0.2% - 0.4%^,23316,174,Green,155,15020,53% ^Normal^,Normal,76% ^Elevated^,Elevated,51,Yellow,39,47,48,49,54,52,50,47,46,52,49,46,46,43,39,-17% ^Decreasing^,Green,8.03,Red
New Mexico,New Mexico 😷,Yellow,0.3% ^0.0% - 0.5%^,5679,180,Green,147,3856,59% ^Normal^,Normal,65% ^Normal^,Normal,56,Yellow,31,31,32,37,38,35,32,28,29,28,28,33,34,32,31,-2% ^Decreasing^,Green,3.08,Yellow
New York,New York 😷,Yellow,0.3% ^0.2% - 0.4%^,85588,292,Green,292,29309,62% ^Normal^,Normal,72% ^Elevated^,Elevated,41,Yellow,24,23,24,25,24,24,24,24,25,25,25,25,24,24,24,5% ^Increasing^,Red,5.64,Red
North Carolina,North Carolina,Red,0.6% ^0.5% - 0.8%^,26103,165,Green,64,40543,71% ^Elevated^,Elevated,76% ^Elevated^,Elevated,117,Red,84,79,87,88,89,83,79,85,87,88,85,86,84,85,84,7% ^Increasing^,Red,1.67,Yellow
North Dakota,North Dakota,Bruised Red,0.8% ^0.2% - 1.4%^,5473,477,Green,48,11376,47% ^Normal^,Normal,68% ^Normal^,Normal,452,Bruised Red,114,83,70,81,84,73,81,85,81,81,91,101,102,106,114,38% ^Increasing^,Red,0.83,Green
Ohio,Ohio 😷,Red,0.6% ^0.5% - 0.7%^,33272,189,Green,106,31496,68% ^Normal^,Normal,70% ^Normal^,Normal,82,Red,51,59,60,58,56,54,54,57,57,56,55,54,50,48,51,-14% ^Decreasing^,Green,3.18,Yellow
Oklahoma,Oklahoma,Bruised Red,0.9% ^0.6% - 1.1%^,11887,199,Green,33,36229,69% ^Normal^,Normal,63% ^Normal^,Normal,277,Bruised Red,132,119,117,130,129,126,126,126,142,133,130,130,132,132,132,11% ^Increasing^,Red,1.22,Yellow
Oregon,Oregon 😷,Red,0.5% ^0.3% - 0.7%^,3428,54,Red,48,7123,62% ^Normal^,Normal,73% ^Elevated^,Elevated,51,Yellow,40,36,35,38,38,38,38,32,37,41,34,34,34,34,40,10% ^Increasing^,Red,1.71,Yellow
Pennsylvania,Pennsylvania 😷,Red,0.4% ^0.3% - 0.5%^,12617,65,Red,47,27102,76% ^Elevated^,Elevated,75% ^Elevated^,Elevated,64,Yellow,33,40,38,38,38,37,36,37,38,38,36,41,37,31,33,-19% ^Decreasing^,Green,5.31,Red
Rhode Island,Rhode Island 😷,Red,0.4% ^0.0% - 0.8%^,7795,488,Green,206,3781,88% ^Severely constrained^,Severely constrained,87% ^Constrained^,Constrained,108,Red,74,69,77,72,76,76,76,76,76,79,83,80,71,74,74,7% ^Increasing^,Red,4.58,Yellow
South Carolina,South Carolina,Bruised Red,0.7% ^0.5% - 0.9%^,9912,128,Green,39,25665,73% ^Elevated^,Elevated,80% ^Constrained^,Constrained,151,Bruised Red,148,149,156,165,157,157,146,142,145,152,142,155,160,142,148,0% ^Decreasing^,Green,2.33,Yellow
South Dakota,South Dakota,Bruised Red,1.0% ^0.4% - 1.6%^,1698,127,Green,17,9749,57% ^Normal^,Normal,65% ^Normal^,Normal,334,Bruised Red,182,77,86,94,111,123,124,124,150,157,156,163,173,192,182,137% ^Increasing^,Red,1.07,Yellow
Tennessee,Tennessee,Bruised Red,0.7% ^0.5% - 0.9%^,26651,259,Green,56,47779,73% ^Elevated^,Elevated,71% ^Elevated^,Elevated,212,Bruised Red,115,144,155,152,141,138,120,122,130,142,146,127,122,113,115,-20% ^Decreasing^,Green,1.21,Yellow
Texas,Texas 😷,Bruised Red,0.6% ^0.5% - 0.7%^,58464,134,Green,35,164727,81% ^Constrained^,Constrained,74% ^Elevated^,Elevated,172,Bruised Red,108,128,124,123,119,116,114,117,114,112,112,109,108,106,108,-15% ^Decreasing^,Green,2.14,Yellow
Utah,Utah,Bruised Red,0.5% ^0.3% - 0.7%^,5767,119,Green,21,28078,62% ^Normal^,Normal,61% ^Normal^,Normal,265,Bruised Red,48,44,43,51,53,55,56,53,56,43,53,57,55,58,48,10% ^Increasing^,Red,0.68,Green
Vermont,Vermont 😷,Green,0.2% ^-0.1% - 0.5%^,752,80,Yellow,80,940,67% ^Normal^,Normal,65% ^Normal^,Normal,5,Green,5,6,8,8,6,6,2,5,11,10,3,10,5,3,5,-25% ^Decreasing^,Green,3.37,Yellow
Virginia,Virginia,Red,0.4% ^0.3% - 0.5%^,17926,139,Green,58,30959,70% ^Normal^,Normal,64% ^Normal^,Normal,110,Red,117,123,126,128,131,117,119,118,119,120,117,111,112,110,117,-5% ^Decreasing^,Green,2.14,Yellow
Washington,Washington 😷,Yellow,0.4% ^0.3% - 0.5%^,11798,103,Green,103,11473,71% ^Elevated^,Elevated,64% ^Normal^,Normal,45,Yellow,35,36,38,37,35,35,33,32,34,33,33,33,33,34,35,-4% ^Decreasing^,Green,2.47,Yellow
West Virginia,West Virginia,Red,0.6% ^0.3% - 0.9%^,4500,167,Green,71,6369,73% ^Elevated^,Elevated,69% ^Normal^,Normal,108,Red,90,85,82,79,82,81,82,84,86,87,95,98,94,93,90,7% ^Increasing^,Red,2.2,Yellow
Wisconsin,Wisconsin,Bruised Red,0.5% ^0.3% - 0.7%^,11016,126,Green,18,61715,55% ^Normal^,Normal,64% ^Normal^,Normal,321,Bruised Red,74,51,52,52,56,56,55,54,59,64,60,59,59,70,74,45% ^Increasing^,Red,1.15,Yellow
Wyoming,Wyoming,Bruised Red,1.0% ^0.3% - 1.7%^,732,84,Yellow,28,2602,27% ^Normal^,Normal,37% ^Normal^,Normal,136,Red,40,29,21,21,21,21,21,22,28,28,28,28,28,28,40,35% ^Increasing^,Red,0.99,Green
Puerto Rico,Puerto Rico,Bruised Red,,675,14,Bruised Red,3,22280,60% ^Normal^,Normal,54% ^Normal^,Normal,211,Bruised Red,121,119,125,132,126,132,124,130,128,136,139,136,126,120,121,2% ^Increasing^,Red,1.43,Yellow
United States,United States,Red,,859033,172,Green,63,1355522,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,124,Red,87,97,98,98,95,92,90,90,91,91,90,89,87,86,87,-11% ^Decreasing^,Green,2.82,Yellow
