STATE,STATE NAME,NEW GATING SCORE,COVID-LIKE SYMPTOMS (95% CI),TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (US: 500K/DAY),TEST TARGET - 500K - COLOR,% OF TEST TARGET (INCIDENCE ADJUSTED),TEST TARGET (INCIDENT ADJUSTED),ICU OCCUPIED,ICU COLOR,BEDS OCCUPIED,BED COLOR,NEW CASES PER MILLION PER DAY,DAILY INCIDENTS PER MILLION COLOR,CURRENTLY HOSPITALIZED PER MILLION,HOSPITALIZED-13,HOSPITALIZED-12,HOSPITALIZED-11,HOSPITALIZED-10,HOSPITALIZED-09,HOSPITALIZED-08,HOSPITALIZED-07,HOSPITALIZED-06,HOSPITALIZED-05,HOSPITALIZED-04,HOSPITALIZED-03,HOSPITALIZED-02,HOSPITALIZED-01,HOSPITALIZED-00,CURRENTLY HOSPITALIZED TREND,HOSPITALIZED TREND COLOR,CASE FATALITY RATE,CASE FATALITY RATE COLOR
Georgia,Georgia,Bruised Red,0.5% ^0.4% - 0.7%^,20752,130,Green,37,55534,77% ^Elevated^,Elevated,77% ^Elevated^,Elevated,158,Bruised Red,186,216,258,207,209,209,198,204,203,199,201,201,198,191,186,-14% ^Decreasing^,Green,2.15,Yellow
Hawaii,Hawaii,Red,0.4% ^0.0% - 0.7%^,3747,176,Green,97,3880,72% ^Elevated^,Elevated,75% ^Elevated^,Elevated,83,Red,148,196,187,187,187,187,182,170,170,155,155,159,159,157,148,-24% ^Decreasing^,Green,0.94,Green
Idaho,Idaho,Bruised Red,0.8% ^0.5% - 1.1%^,1600,59,Red,19,8406,48% ^Normal^,Normal,45% ^Normal^,Normal,143,Red,69,96,84,84,84,64,64,88,88,92,92,92,59,59,69,-28% ^Decreasing^,Green,1.19,Yellow
Illinois,Illinois 😷,Red,0.5% ^0.4% - 0.6%^,49341,258,Green,82,60018,51% ^Normal^,Normal,59% ^Normal^,Normal,144,Red,123,128,122,119,117,119,125,127,128,119,112,113,125,124,123,-4% ^Decreasing^,Green,3.19,Yellow
Indiana,Indiana 😷,Red,0.6% ^0.5% - 0.8%^,15073,149,Green,50,30186,59% ^Normal^,Normal,59% ^Normal^,Normal,136,Red,116,128,115,112,115,125,113,124,120,120,109,125,120,117,116,-10% ^Decreasing^,Green,3.2,Yellow
Iowa,Iowa,Bruised Red,0.9% ^0.6% - 1.2%^,4796,101,Green,22,21794,64% ^Normal^,Normal,59% ^Normal^,Normal,209,Bruised Red,86,100,100,98,99,103,102,96,89,92,87,86,90,92,86,-15% ^Decreasing^,Green,1.67,Yellow
Kansas,Kansas 😷,Bruised Red,0.6% ^0.4% - 0.9%^,3259,74,Red,20,16311,59% ^Normal^,Normal,53% ^Normal^,Normal,170,Bruised Red,95,108,108,108,61,61,109,109,48,48,48,66,66,95,95,-11% ^Decreasing^,Green,1.15,Yellow
Kentucky,Kentucky 😷,Red,0.4% ^0.2% - 0.6%^,22028,327,Green,102,21676,80% ^Elevated^,Elevated,64% ^Normal^,Normal,147,Red,115,128,120,120,113,114,125,126,123,131,131,113,119,126,115,-10% ^Decreasing^,Green,1.84,Yellow
Louisiana,Louisiana 😷,Red,0.7% ^0.4% - 0.9%^,16239,232,Green,86,18805,64% ^Normal^,Normal,63% ^Normal^,Normal,123,Red,143,174,174,170,169,172,168,164,156,156,146,143,143,146,143,-18% ^Decreasing^,Green,3.31,Yellow
Maine,Maine 😷,Green,0.3% ^0.1% - 0.6%^,5353,264,Green,264,2025,71% ^Elevated^,Elevated,65% ^Normal^,Normal,21,Green,9,7,4,4,6,5,7,8,7,7,8,7,7,7,9,33% ^Increasing^,Red,2.78,Yellow
Maryland,Maryland 😷,Red,0.4% ^0.2% - 0.6%^,10088,111,Green,48,20936,69% ^Normal^,Normal,76% ^Elevated^,Elevated,105,Red,58,65,58,56,60,60,61,59,61,60,58,57,61,57,58,-11% ^Decreasing^,Green,3.26,Yellow
Massachusetts,Massachusetts 😷,Yellow,0.3% ^0.1% - 0.4%^,49573,473,Green,407,12172,50% ^Normal^,Normal,67% ^Normal^,Normal,53,Yellow,54,48,47,45,46,47,49,51,47,48,45,43,45,51,54,13% ^Increasing^,Red,7.34,Red
Michigan,Michigan 😷,Red,0.4% ^0.3% - 0.5%^,30755,204,Green,111,27701,73% ^Elevated^,Elevated,71% ^Elevated^,Elevated,84,Red,59,62,62,62,62,62,62,63,63,63,63,59,59,59,59,-4% ^Decreasing^,Green,5.49,Red
Minnesota,Minnesota,Red,0.4% ^0.3% - 0.6%^,8292,98,Yellow,39,21087,67% ^Normal^,Normal,65% ^Normal^,Normal,113,Red,43,49,49,50,49,46,47,46,45,44,43,41,42,43,43,-12% ^Decreasing^,Green,2.3,Yellow
Mississippi,Mississippi 😷,Bruised Red,0.9% ^0.5% - 1.2%^,2885,64,Red,17,17033,69% ^Normal^,Normal,63% ^Normal^,Normal,173,Bruised Red,209,265,255,255,255,255,229,224,183,182,182,172,224,212,209,-21% ^Decreasing^,Green,3.02,Yellow
Missouri,Missouri,Bruised Red,1.0% ^0.7% - 1.2%^,13522,146,Green,27,50646,62% ^Normal^,Normal,57% ^Normal^,Normal,250,Bruised Red,157,152,152,152,152,152,152,152,152,169,158,165,166,161,157,3% ^Increasing^,Red,1.62,Yellow
Montana,Montana,Red,0.6% ^0.3% - 1.0%^,3135,195,Green,68,4639,54% ^Normal^,Normal,70% ^Elevated^,Elevated,132,Red,100,140,141,146,153,151,153,153,133,135,136,135,102,99,100,-29% ^Decreasing^,Green,1.48,Yellow
Nebraska,Nebraska,Bruised Red,0.6% ^0.3% - 1.0%^,3219,110,Green,27,11795,56% ^Normal^,Normal,57% ^Normal^,Normal,185,Bruised Red,91,84,90,91,90,89,93,94,92,86,84,87,91,86,91,9% ^Increasing^,Red,1.11,Yellow
Nevada,Nevada 😷,Red,0.6% ^0.2% - 0.9%^,3609,78,Yellow,37,9660,69% ^Normal^,Normal,67% ^Normal^,Normal,95,Red,157,198,194,194,194,175,179,168,155,155,155,154,157,158,157,-21% ^Decreasing^,Green,2.02,Yellow
New Hampshire,New Hampshire,Yellow,0.2% ^0.0% - 0.4%^,1407,69,Red,69,2049,46% ^Normal^,Normal,61% ^Normal^,Normal,25,Green,5,7,7,7,5,5,5,5,5,4,5,5,7,6,5,-22% ^Decreasing^,Green,5.61,Red
New Jersey,New Jersey 😷,Yellow,0.3% ^0.2% - 0.4%^,21738,162,Green,156,13893,52% ^Normal^,Normal,71% ^Elevated^,Elevated,47,Yellow,49,52,44,45,44,47,48,49,54,52,50,47,46,52,49,-8% ^Decreasing^,Green,8.09,Red
New Mexico,New Mexico 😷,Yellow,0.3% ^0.0% - 0.5%^,4900,155,Green,134,3644,55% ^Normal^,Normal,61% ^Normal^,Normal,53,Yellow,28,36,33,32,31,31,32,37,38,35,32,28,29,28,28,-21% ^Decreasing^,Green,3.08,Yellow
New York,New York 😷,Green,0.3% ^0.2% - 0.4%^,81277,277,Green,277,29309,52% ^Normal^,Normal,69% ^Normal^,Normal,39,Green,25,22,22,21,21,23,24,25,24,24,24,24,25,25,25,14% ^Increasing^,Red,5.68,Red
North Carolina,North Carolina,Red,0.6% ^0.5% - 0.8%^,27477,174,Green,66,41589,72% ^Elevated^,Elevated,73% ^Elevated^,Elevated,120,Red,85,91,79,79,73,79,87,88,89,83,79,85,87,88,85,-6% ^Decreasing^,Green,1.68,Yellow
North Dakota,North Dakota,Bruised Red,0.8% ^0.2% - 1.4%^,5672,494,Green,53,10749,39% ^Normal^,Normal,63% ^Normal^,Normal,427,Bruised Red,91,88,88,84,89,83,70,81,84,73,81,85,81,81,91,3% ^Increasing^,Red,0.85,Green
Ohio,Ohio 😷,Red,0.6% ^0.5% - 0.7%^,32569,185,Green,92,35352,62% ^Normal^,Normal,66% ^Normal^,Normal,92,Red,55,62,61,59,59,59,60,58,56,54,54,57,57,56,55,-12% ^Decreasing^,Green,3.23,Yellow
Oklahoma,Oklahoma,Bruised Red,0.9% ^0.6% - 1.1%^,11161,187,Green,36,31199,64% ^Normal^,Normal,59% ^Normal^,Normal,239,Bruised Red,130,131,119,119,119,119,117,130,129,126,126,126,142,133,130,0% ^Decreasing^,Green,1.27,Yellow
Oregon,Oregon 😷,Yellow,0.5% ^0.3% - 0.7%^,4062,64,Red,64,6354,61% ^Normal^,Normal,58% ^Normal^,Normal,41,Yellow,34,35,35,35,35,36,35,38,38,38,38,32,37,41,34,-2% ^Decreasing^,Green,1.75,Yellow
Pennsylvania,Pennsylvania 😷,Red,0.4% ^0.3% - 0.5%^,12567,65,Red,44,28503,74% ^Elevated^,Elevated,72% ^Elevated^,Elevated,67,Yellow,36,39,39,38,39,40,38,38,38,37,36,37,38,38,36,-8% ^Decreasing^,Green,5.35,Red
Rhode Island,Rhode Island 😷,Red,0.4% ^0.0% - 0.8%^,8431,528,Green,253,3328,85% ^Constrained^,Constrained,106% ^Constrained^,Constrained,95,Red,83,72,77,75,69,69,77,72,76,76,76,76,76,79,83,16% ^Increasing^,Red,4.62,Yellow
South Carolina,South Carolina,Bruised Red,0.7% ^0.5% - 0.9%^,9838,127,Green,24,41740,73% ^Elevated^,Elevated,77% ^Elevated^,Elevated,246,Bruised Red,142,177,164,153,153,149,156,165,157,157,146,142,145,152,142,-19% ^Decreasing^,Green,2.33,Yellow
South Dakota,South Dakota,Bruised Red,1.0% ^0.4% - 1.6%^,1753,132,Green,20,8731,56% ^Normal^,Normal,62% ^Normal^,Normal,299,Bruised Red,156,101,97,92,88,77,86,94,111,123,124,124,150,157,156,55% ^Increasing^,Red,1.09,Yellow
Tennessee,Tennessee,Bruised Red,0.7% ^0.5% - 0.9%^,24548,238,Green,53,46686,70% ^Normal^,Normal,69% ^Normal^,Normal,207,Bruised Red,146,152,146,142,139,144,155,152,141,138,120,122,130,142,146,-4% ^Decreasing^,Green,1.21,Yellow
Texas,Texas 😷,Bruised Red,0.6% ^0.5% - 0.7%^,39544,91,Yellow,29,136761,73% ^Elevated^,Elevated,67% ^Normal^,Normal,143,Red,112,134,137,128,122,128,124,123,119,116,114,117,114,112,112,-17% ^Decreasing^,Green,2.15,Yellow
Utah,Utah,Bruised Red,0.5% ^0.3% - 0.7%^,4487,93,Yellow,21,21870,57% ^Normal^,Normal,53% ^Normal^,Normal,207,Bruised Red,53,45,47,47,47,44,43,51,53,55,56,53,56,43,53,18% ^Increasing^,Red,0.72,Green
Vermont,Vermont 😷,Green,0.2% ^-0.1% - 0.5%^,841,89,Yellow,89,940,56% ^Normal^,Normal,51% ^Normal^,Normal,10,Green,3,3,6,6,3,6,8,8,6,6,2,5,11,10,3,0% ^Decreasing^,Green,3.4,Yellow
Virginia,Virginia,Red,0.4% ^0.3% - 0.5%^,16007,124,Green,49,32694,64% ^Normal^,Normal,61% ^Normal^,Normal,116,Red,117,129,129,127,124,123,126,128,131,117,119,118,119,120,117,-10% ^Decreasing^,Green,2.12,Yellow
Washington,Washington 😷,Yellow,0.4% ^0.3% - 0.5%^,13294,116,Green,103,12875,65% ^Normal^,Normal,59% ^Normal^,Normal,51,Yellow,33,41,38,37,36,36,38,37,35,35,33,32,34,33,33,-20% ^Decreasing^,Green,2.5,Yellow
West Virginia,West Virginia,Red,0.6% ^0.3% - 0.9%^,4356,161,Green,65,6661,73% ^Elevated^,Elevated,63% ^Normal^,Normal,113,Red,95,85,86,83,83,85,82,79,82,81,82,84,86,87,95,12% ^Increasing^,Red,2.19,Yellow
Wisconsin,Wisconsin,Bruised Red,0.5% ^0.3% - 0.7%^,9953,113,Green,20,48991,51% ^Normal^,Normal,60% ^Normal^,Normal,255,Bruised Red,60,52,47,47,50,51,52,52,56,56,55,54,59,64,60,15% ^Increasing^,Red,1.23,Yellow
Wyoming,Wyoming,Red,1.0% ^0.3% - 1.7%^,879,101,Green,41,2136,34% ^Normal^,Normal,35% ^Normal^,Normal,112,Red,28,26,26,26,26,29,21,21,21,21,21,22,28,28,28,7% ^Increasing^,Red,1.05,Yellow
Puerto Rico,Puerto Rico,Bruised Red,,370,8,Bruised Red,3,12201,57% ^Normal^,Normal,49% ^Normal^,Normal,116,Red,139,120,116,118,116,119,125,132,126,132,124,130,128,136,139,16% ^Increasing^,Red,1.51,Yellow
United States,United States,Red,,787903,158,Green,61,1292242,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,118,Red,90,103,101,97,96,97,98,98,95,92,90,90,91,91,90,-12% ^Decreasing^,Green,2.86,Yellow
