STATE,STATE NAME,NEW GATING SCORE,COVID-LIKE SYMPTOMS (95% CI),TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (US: 500K/DAY),TEST TARGET - 500K - COLOR,% OF TEST TARGET (INCIDENCE ADJUSTED),TEST TARGET (INCIDENT ADJUSTED),ICU OCCUPIED,ICU COLOR,BEDS OCCUPIED,BED COLOR,NEW CASES PER MILLION PER DAY,DAILY INCIDENTS PER MILLION COLOR,CURRENTLY HOSPITALIZED PER MILLION,HOSPITALIZED-13,HOSPITALIZED-12,HOSPITALIZED-11,HOSPITALIZED-10,HOSPITALIZED-09,HOSPITALIZED-08,HOSPITALIZED-07,HOSPITALIZED-06,HOSPITALIZED-05,HOSPITALIZED-04,HOSPITALIZED-03,HOSPITALIZED-02,HOSPITALIZED-01,HOSPITALIZED-00,CURRENTLY HOSPITALIZED TREND,HOSPITALIZED TREND COLOR,CASE FATALITY RATE,CASE FATALITY RATE COLOR
Georgia,Georgia,Bruised Red,0.9% ^0.7% - 1.0%^,19664,123,Green,29,67617,72% ^Elevated^,Elevated,81% ^Constrained^,Constrained,193,Bruised Red,234,242,236,227,222,222,221,213,210,201,249,243,234,232,234,-3% ^Decreasing^,Green,2.1,Yellow
Hawaii,Hawaii,Bruised Red,0.7% ^0.3% - 1.1%^,2476,116,Green,35,7015,63% ^Normal^,Normal,90% ^Constrained^,Constrained,150,Bruised Red,210,145,132,117,160,136,136,177,191,206,202,197,192,192,210,45% ^Increasing^,Red,0.83,Green
Idaho,Idaho,Bruised Red,1.0% ^0.6% - 1.3%^,2513,93,Yellow,26,9513,54% ^Normal^,Normal,50% ^Normal^,Normal,161,Bruised Red,91,93,115,115,107,107,107,90,90,98,98,101,101,101,91,-3% ^Decreasing^,Green,1.13,Yellow
Illinois,Illinois 😷,Bruised Red,0.6% ^0.4% - 0.7%^,43765,229,Green,70,62841,55% ^Normal^,Normal,66% ^Normal^,Normal,150,Bruised Red,119,120,120,120,117,114,121,122,124,129,122,123,116,118,119,0% ^Decreasing^,Green,3.47,Yellow
Indiana,Indiana 😷,Red,0.7% ^0.5% - 0.8%^,10398,103,Green,34,30501,62% ^Normal^,Normal,62% ^Normal^,Normal,137,Red,126,125,137,128,131,133,135,147,141,131,129,131,131,131,126,1% ^Increasing^,Red,3.49,Yellow
Iowa,Iowa,Bruised Red,0.8% ^0.6% - 1.0%^,5115,108,Green,16,31232,59% ^Normal^,Normal,62% ^Normal^,Normal,300,Bruised Red,99,95,95,93,85,82,87,94,99,97,95,100,98,95,99,4% ^Increasing^,Red,1.76,Yellow
Kansas,Kansas 😷,Bruised Red,0.9% ^0.6% - 1.2%^,3756,86,Yellow,19,19852,63% ^Normal^,Normal,57% ^Normal^,Normal,206,Bruised Red,72,103,103,102,102,102,65,65,90,90,113,113,113,72,72,-30% ^Decreasing^,Green,1.05,Yellow
Kentucky,Kentucky 😷,Red,0.7% ^0.5% - 0.9%^,7850,117,Green,36,21766,79% ^Elevated^,Elevated,68% ^Normal^,Normal,148,Red,124,143,143,132,132,132,126,133,133,128,128,128,128,125,124,-14% ^Decreasing^,Green,1.93,Yellow
Louisiana,Louisiana 😷,Red,0.6% ^0.4% - 0.9%^,13680,195,Green,61,22468,66% ^Normal^,Normal,66% ^Normal^,Normal,146,Red,196,250,234,226,226,202,202,200,197,188,194,194,194,190,196,-22% ^Decreasing^,Green,3.35,Yellow
Maine,Maine 😷,Green,0.4% ^0.2% - 0.6%^,4480,221,Green,221,2025,71% ^Elevated^,Elevated,70% ^Elevated^,Elevated,19,Green,7,7,5,5,3,3,4,6,6,7,7,6,5,4,7,0% ^Decreasing^,Green,2.9,Yellow
Maryland,Maryland 😷,Red,0.4% ^0.2% - 0.5%^,11907,131,Green,66,17994,72% ^Elevated^,Elevated,80% ^Constrained^,Constrained,90,Red,64,79,75,75,73,67,67,68,71,68,68,64,59,62,64,-19% ^Decreasing^,Green,3.45,Yellow
Massachusetts,Massachusetts 😷,Yellow,0.3% ^0.2% - 0.4%^,21396,204,Green,184,11635,53% ^Normal^,Normal,71% ^Elevated^,Elevated,51,Yellow,46,53,55,46,45,45,44,47,51,48,45,44,42,45,46,-12% ^Decreasing^,Green,7.03,Red
Michigan,Michigan 😷,Yellow,0.4% ^0.3% - 0.5%^,30033,200,Green,123,24434,75% ^Elevated^,Elevated,74% ^Elevated^,Elevated,74,Yellow,63,65,65,65,65,65,64,64,64,67,67,67,67,63,63,-4% ^Decreasing^,Green,5.95,Red
Minnesota,Minnesota,Red,0.5% ^0.4% - 0.7%^,8628,102,Green,32,26626,74% ^Elevated^,Elevated,70% ^Normal^,Normal,143,Red,52,57,55,52,56,53,55,55,54,54,53,56,56,54,52,-8% ^Decreasing^,Green,2.45,Yellow
Mississippi,Mississippi 😷,Bruised Red,1.3% ^0.9% - 1.6%^,4322,96,Yellow,21,20639,72% ^Elevated^,Elevated,66% ^Normal^,Normal,210,Bruised Red,268,361,344,335,330,330,303,309,295,278,277,275,275,269,268,-26% ^Decreasing^,Green,2.98,Yellow
Missouri,Missouri,Bruised Red,0.6% ^0.5% - 0.8%^,9595,104,Green,22,42990,66% ^Normal^,Normal,61% ^Normal^,Normal,212,Bruised Red,148,143,143,143,149,156,156,151,144,147,164,159,164,148,148,4% ^Increasing^,Red,1.79,Yellow
Montana,Montana,Red,0.9% ^0.5% - 1.3%^,2256,140,Green,54,4172,63% ^Normal^,Normal,61% ^Normal^,Normal,118,Red,131,95,95,91,103,104,107,111,117,111,113,120,123,125,131,37% ^Increasing^,Red,1.4,Yellow
Nebraska,Nebraska,Bruised Red,0.8% ^0.5% - 1.1%^,3228,111,Green,31,10560,58% ^Normal^,Normal,64% ^Normal^,Normal,165,Bruised Red,83,83,81,75,72,72,75,80,87,86,90,87,89,89,83,1% ^Increasing^,Red,1.16,Yellow
Nevada,Nevada 😷,Bruised Red,0.6% ^0.3% - 0.8%^,3010,65,Red,20,15180,72% ^Elevated^,Elevated,73% ^Elevated^,Elevated,149,Red,209,281,284,262,268,268,250,251,247,236,230,219,219,216,209,-26% ^Decreasing^,Green,1.89,Yellow
New Hampshire,New Hampshire,Green,0.3% ^0.0% - 0.5%^,1578,77,Yellow,77,2049,51% ^Normal^,Normal,64% ^Normal^,Normal,13,Green,4,9,8,8,10,9,8,6,6,7,6,5,4,4,4,-50% ^Decreasing^,Green,5.94,Red
New Jersey,New Jersey 😷,Green,0.3% ^0.2% - 0.4%^,23022,172,Green,172,13382,54% ^Normal^,Normal,74% ^Elevated^,Elevated,36,Green,52,53,49,47,42,46,50,49,48,51,49,49,54,54,52,-2% ^Decreasing^,Green,8.29,Red
New Mexico,New Mexico 😷,Yellow,0.4% ^0.1% - 0.6%^,5296,168,Green,127,4163,58% ^Normal^,Normal,59% ^Normal^,Normal,60,Yellow,31,53,45,35,31,32,31,32,31,34,32,34,32,31,31,-41% ^Decreasing^,Green,3.07,Yellow
New York,New York 😷,Green,0.3% ^0.3% - 0.4%^,84226,287,Green,287,29309,59% ^Normal^,Normal,83% ^Constrained^,Constrained,35,Green,22,28,27,25,25,24,25,25,25,25,25,24,22,21,22,-21% ^Decreasing^,Green,5.82,Red
North Carolina,North Carolina,Bruised Red,0.7% ^0.5% - 0.8%^,27620,175,Green,50,55077,72% ^Elevated^,Elevated,74% ^Elevated^,Elevated,159,Bruised Red,90,95,98,97,95,86,90,95,96,91,92,92,87,88,90,-5% ^Decreasing^,Green,1.62,Yellow
North Dakota,North Dakota,Bruised Red,0.8% ^0.3% - 1.3%^,1260,110,Green,15,8349,44% ^Normal^,Normal,68% ^Normal^,Normal,332,Bruised Red,81,64,59,71,70,68,67,66,70,80,92,85,89,89,81,27% ^Increasing^,Red,1.02,Yellow
Ohio,Ohio 😷,Red,0.4% ^0.3% - 0.5%^,34542,196,Green,90,38256,67% ^Normal^,Normal,71% ^Elevated^,Elevated,99,Red,66,76,74,73,68,66,69,67,66,67,68,68,66,66,66,-13% ^Decreasing^,Green,3.34,Yellow
Oklahoma,Oklahoma,Bruised Red,0.8% ^0.6% - 1.1%^,8012,134,Green,33,24642,65% ^Normal^,Normal,63% ^Normal^,Normal,189,Bruised Red,135,143,143,142,146,146,146,140,135,140,141,144,144,144,135,-5% ^Decreasing^,Green,1.36,Yellow
Oregon,Oregon 😷,Yellow,0.4% ^0.2% - 0.6%^,4827,76,Yellow,66,7331,79% ^Elevated^,Elevated,96% ^Constrained^,Constrained,53,Yellow,31,48,41,41,41,41,34,37,33,41,39,39,39,32,31,-35% ^Decreasing^,Green,1.73,Yellow
Pennsylvania,Pennsylvania 😷,Yellow,0.3% ^0.3% - 0.4%^,14223,74,Red,63,22440,77% ^Elevated^,Elevated,83% ^Constrained^,Constrained,53,Yellow,41,43,43,40,38,39,40,42,42,42,41,40,39,39,41,-4% ^Decreasing^,Green,5.71,Red
Rhode Island,Rhode Island 😷,Red,0.3% ^0.0% - 0.5%^,7301,457,Green,246,2970,88% ^Severely constrained^,Severely constrained,100% ^Constrained^,Constrained,85,Red,76,77,79,76,82,76,76,82,76,77,76,76,73,73,76,-1% ^Decreasing^,Green,4.77,Yellow
South Carolina,South Carolina,Bruised Red,0.8% ^0.6% - 1.0%^,6899,89,Yellow,23,29973,76% ^Elevated^,Elevated,83% ^Constrained^,Constrained,176,Bruised Red,174,227,215,210,199,199,190,199,205,195,190,184,186,181,174,-23% ^Decreasing^,Green,2.3,Yellow
South Dakota,South Dakota,Bruised Red,0.6% ^0.2% - 0.9%^,1409,106,Green,14,10324,51% ^Normal^,Normal,61% ^Normal^,Normal,354,Bruised Red,88,62,60,57,75,70,73,60,66,85,90,89,88,86,88,42% ^Increasing^,Red,1.21,Yellow
Tennessee,Tennessee,Bruised Red,0.9% ^0.7% - 1.1%^,20448,199,Green,40,51442,70% ^Elevated^,Elevated,67% ^Normal^,Normal,228,Bruised Red,152,180,175,168,161,148,149,161,157,153,148,147,130,133,152,-16% ^Decreasing^,Green,1.14,Yellow
Texas,Texas 😷,Bruised Red,0.7% ^0.6% - 0.8%^,44142,101,Green,31,144271,76% ^Elevated^,Elevated,69% ^Normal^,Normal,151,Bruised Red,143,206,194,192,182,179,173,169,166,155,153,147,144,145,143,-31% ^Decreasing^,Green,2.05,Yellow
Utah,Utah,Red,0.7% ^0.4% - 0.9%^,4846,100,Green,39,12427,56% ^Normal^,Normal,58% ^Normal^,Normal,117,Red,45,49,49,48,46,49,45,45,41,42,40,43,42,45,45,-8% ^Decreasing^,Green,0.78,Green
Vermont,Vermont 😷,Green,0.1% ^-0.1% - 0.3%^,2338,249,Green,249,940,65% ^Normal^,Normal,63% ^Normal^,Normal,14,Green,10,19,16,16,24,21,18,21,22,19,18,16,21,13,10,-50% ^Decreasing^,Green,3.55,Yellow
Virginia,Virginia,Red,0.5% ^0.3% - 0.6%^,14103,110,Green,43,32906,69% ^Normal^,Normal,64% ^Normal^,Normal,117,Red,122,146,148,144,135,135,132,138,137,138,129,129,128,127,122,-16% ^Decreasing^,Green,2.15,Yellow
Washington,Washington 😷,Yellow,0.3% ^0.2% - 0.4%^,13314,116,Green,96,13926,96% ^Severely constrained^,Severely constrained,91% ^Constrained^,Constrained,55,Yellow,43,49,51,49,49,49,49,46,47,46,46,45,45,45,43,-12% ^Decreasing^,Green,2.57,Yellow
West Virginia,West Virginia,Red,0.7% ^0.4% - 1.0%^,4982,185,Green,95,5242,72% ^Elevated^,Elevated,70% ^Normal^,Normal,89,Red,79,74,78,81,77,78,79,78,80,81,74,84,79,78,79,6% ^Increasing^,Red,2.11,Yellow
Wisconsin,Wisconsin,Red,0.5% ^0.3% - 0.6%^,8578,98,Yellow,34,24976,53% ^Normal^,Normal,62% ^Normal^,Normal,130,Red,51,67,63,60,60,57,55,58,61,50,53,53,49,49,51,-24% ^Decreasing^,Green,1.4,Yellow
Wyoming,Wyoming,Yellow,0.6% ^0.1% - 1.1%^,863,99,Yellow,79,1094,49% ^Normal^,Normal,44% ^Normal^,Normal,57,Yellow,22,21,31,33,33,33,35,31,29,22,26,26,26,28,22,8% ^Increasing^,Red,1.06,Yellow
Puerto Rico,Puerto Rico,Bruised Red,,386,8,Bruised Red,3,12733,61% ^Normal^,Normal,59% ^Normal^,Normal,121,Red,123,113,122,123,126,116,114,122,124,126,128,114,114,120,123,9% ^Increasing^,Red,1.3,Yellow
United States,United States,Red,,731696,147,Green,53,1372263,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,125,Red,106,131,127,123,120,118,117,117,116,113,112,110,108,107,106,-19% ^Decreasing^,Green,2.92,Yellow
