STATE,STATE NAME,NEW GATING SCORE,COVID-LIKE SYMPTOMS (95% CI),TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (US: 500K/DAY),TEST TARGET - 500K - COLOR,% OF TEST TARGET (INCIDENCE ADJUSTED),TEST TARGET (INCIDENT ADJUSTED),ICU OCCUPIED,ICU COLOR,BEDS OCCUPIED,BED COLOR,NEW CASES PER MILLION PER DAY,DAILY INCIDENTS PER MILLION COLOR,CURRENTLY HOSPITALIZED PER MILLION,HOSPITALIZED-13,HOSPITALIZED-12,HOSPITALIZED-11,HOSPITALIZED-10,HOSPITALIZED-09,HOSPITALIZED-08,HOSPITALIZED-07,HOSPITALIZED-06,HOSPITALIZED-05,HOSPITALIZED-04,HOSPITALIZED-03,HOSPITALIZED-02,HOSPITALIZED-01,HOSPITALIZED-00,CURRENTLY HOSPITALIZED TREND,HOSPITALIZED TREND COLOR,CASE FATALITY RATE,CASE FATALITY RATE COLOR
Louisiana,Louisiana 😷,Red,0.8% ^0.5% - 1.1%^,16431,235,Green,87,18857,67% ^Normal^,Normal,68% ^Normal^,Normal,123,Red,123,168,164,156,156,146,143,143,146,143,139,139,128,126,123,-27% ^Decreasing^,Green,3.3,Yellow
Maine,Maine 😷,Green,0.5% ^0.2% - 0.8%^,5563,275,Green,275,2025,70% ^Normal^,Normal,68% ^Normal^,Normal,24,Green,13,7,8,7,7,8,7,7,7,9,8,10,12,13,13,89% ^Increasing^,Red,2.72,Yellow
Maryland,Maryland 😷,Red,0.3% ^0.2% - 0.5%^,10176,112,Green,59,17287,70% ^Elevated^,Elevated,79% ^Elevated^,Elevated,87,Red,51,61,59,61,60,58,57,61,57,58,57,54,46,48,51,-16% ^Decreasing^,Green,3.22,Yellow
Massachusetts,Massachusetts 😷,Yellow,0.4% ^0.2% - 0.6%^,57267,547,Green,472,12144,55% ^Normal^,Normal,72% ^Elevated^,Elevated,53,Yellow,53,49,51,47,48,45,43,45,51,54,49,52,52,53,53,10% ^Increasing^,Red,7.29,Red
Michigan,Michigan 😷,Yellow,0.5% ^0.3% - 0.6%^,29037,193,Green,114,25401,73% ^Elevated^,Elevated,75% ^Elevated^,Elevated,77,Yellow,50,62,63,63,63,63,59,59,59,59,56,56,56,50,50,-19% ^Decreasing^,Green,5.37,Red
Minnesota,Minnesota,Bruised Red,0.5% ^0.3% - 0.7%^,18629,219,Green,65,28620,73% ^Elevated^,Elevated,71% ^Elevated^,Elevated,154,Bruised Red,51,47,46,45,44,43,41,42,43,43,44,43,44,45,51,10% ^Increasing^,Red,2.22,Yellow
Mississippi,Mississippi 😷,Bruised Red,0.5% ^0.2% - 0.8%^,12313,275,Green,75,16491,71% ^Elevated^,Elevated,65% ^Normal^,Normal,168,Bruised Red,216,229,224,183,182,182,172,224,212,209,212,212,212,209,216,-6% ^Decreasing^,Green,3.03,Yellow
Missouri,Missouri,Bruised Red,1.1% ^0.8% - 1.4%^,12285,133,Green,26,47001,66% ^Normal^,Normal,62% ^Normal^,Normal,232,Bruised Red,160,152,152,152,169,158,165,166,161,157,167,164,173,167,160,5% ^Increasing^,Red,1.62,Yellow
Montana,Montana,Bruised Red,0.8% ^0.4% - 1.3%^,3520,219,Green,51,6864,60% ^Normal^,Normal,69% ^Normal^,Normal,195,Bruised Red,104,153,153,133,135,136,135,102,99,100,98,97,97,101,104,-32% ^Decreasing^,Green,1.52,Yellow
Nebraska,Nebraska,Bruised Red,0.8% ^0.4% - 1.1%^,3053,105,Green,24,12945,62% ^Normal^,Normal,64% ^Normal^,Normal,203,Bruised Red,96,93,94,92,86,84,87,91,86,91,97,96,90,88,96,3% ^Increasing^,Red,1.09,Yellow
Nevada,Nevada 😷,Bruised Red,0.7% ^0.3% - 1.1%^,3220,69,Red,30,10645,71% ^Elevated^,Elevated,69% ^Normal^,Normal,105,Red,143,179,168,155,155,155,154,157,158,157,150,144,144,146,143,-20% ^Decreasing^,Green,2.03,Yellow
New Hampshire,New Hampshire,Green,0.4% ^0.1% - 0.7%^,4296,210,Green,210,2049,50% ^Normal^,Normal,65% ^Normal^,Normal,25,Green,8,5,5,5,4,5,5,7,6,5,5,6,7,8,8,57% ^Increasing^,Red,5.48,Red
New Jersey,New Jersey 😷,Yellow,0.2% ^0.1% - 0.3%^,26477,198,Green,177,14973,53% ^Normal^,Normal,76% ^Elevated^,Elevated,51,Yellow,47,48,49,54,52,50,47,46,52,49,46,46,43,39,47,-1% ^Decreasing^,Green,8.01,Red
New Mexico,New Mexico 😷,Yellow,0.5% ^0.1% - 0.8%^,5723,181,Green,144,3965,59% ^Normal^,Normal,65% ^Normal^,Normal,57,Yellow,34,32,37,38,35,32,28,29,28,28,33,34,32,31,34,4% ^Increasing^,Red,3.07,Yellow
New York,New York 😷,Yellow,0.4% ^0.3% - 0.5%^,87062,297,Green,297,29309,62% ^Normal^,Normal,72% ^Elevated^,Elevated,40,Yellow,24,24,25,24,24,24,24,25,25,25,25,24,24,24,24,2% ^Increasing^,Red,5.64,Red
North Carolina,North Carolina,Red,0.6% ^0.5% - 0.8%^,24641,156,Green,60,40835,71% ^Elevated^,Elevated,76% ^Elevated^,Elevated,118,Red,86,87,88,89,83,79,85,87,88,85,86,84,85,84,86,-1% ^Decreasing^,Green,1.68,Yellow
North Dakota,North Dakota,Bruised Red,1.2% ^0.4% - 2.0%^,5620,490,Green,49,11522,47% ^Normal^,Normal,68% ^Normal^,Normal,458,Bruised Red,121,70,81,84,73,81,85,81,81,91,101,102,106,114,121,74% ^Increasing^,Red,0.84,Green
Ohio,Ohio 😷,Yellow,0.5% ^0.4% - 0.7%^,32751,186,Green,109,30006,68% ^Normal^,Normal,70% ^Normal^,Normal,78,Yellow,51,60,58,56,54,54,57,57,56,55,54,50,48,51,51,-15% ^Decreasing^,Green,3.18,Yellow
Oklahoma,Oklahoma,Bruised Red,1.0% ^0.6% - 1.3%^,12190,204,Green,33,36573,69% ^Normal^,Normal,63% ^Normal^,Normal,280,Bruised Red,159,117,130,129,126,126,126,142,133,130,130,132,132,132,159,36% ^Increasing^,Red,1.22,Yellow
Oregon,Oregon 😷,Red,0.5% ^0.3% - 0.7%^,3502,55,Red,45,7783,62% ^Normal^,Normal,73% ^Elevated^,Elevated,56,Yellow,43,35,38,38,38,38,32,37,41,34,34,34,34,40,43,24% ^Increasing^,Red,1.7,Yellow
Pennsylvania,Pennsylvania 😷,Red,0.4% ^0.3% - 0.5%^,12581,65,Red,49,25608,76% ^Elevated^,Elevated,75% ^Elevated^,Elevated,61,Yellow,34,38,38,38,37,36,37,38,38,36,41,37,31,33,34,-13% ^Decreasing^,Green,5.29,Red
Rhode Island,Rhode Island 😷,Red,0.2% ^-0.1% - 0.4%^,7749,486,Green,207,3743,88% ^Severely constrained^,Severely constrained,87% ^Constrained^,Constrained,107,Red,77,77,72,76,76,76,76,76,79,83,80,71,74,74,77,0% ^Decreasing^,Green,4.57,Yellow
South Carolina,South Carolina,Bruised Red,0.6% ^0.4% - 0.8%^,13964,180,Green,40,34504,73% ^Elevated^,Elevated,80% ^Constrained^,Constrained,203,Bruised Red,149,156,165,157,157,146,142,145,152,142,155,160,142,148,149,-4% ^Decreasing^,Green,2.3,Yellow
South Dakota,South Dakota,Bruised Red,1.0% ^0.4% - 1.7%^,1750,131,Green,17,10348,57% ^Normal^,Normal,65% ^Normal^,Normal,354,Bruised Red,201,86,94,111,123,124,124,150,157,156,163,173,192,182,201,134% ^Increasing^,Red,1.05,Yellow
Tennessee,Tennessee,Bruised Red,0.8% ^0.6% - 1.1%^,25139,244,Green,54,46752,73% ^Elevated^,Elevated,71% ^Elevated^,Elevated,207,Bruised Red,134,155,152,141,138,120,122,130,142,146,127,122,113,115,134,-13% ^Decreasing^,Green,1.22,Yellow
Texas,Texas 😷,Bruised Red,0.5% ^0.4% - 0.7%^,60027,137,Green,27,223745,81% ^Constrained^,Constrained,74% ^Elevated^,Elevated,234,Bruised Red,111,124,123,119,116,114,117,114,112,112,109,108,106,108,111,-11% ^Decreasing^,Green,2.09,Yellow
Utah,Utah,Bruised Red,0.5% ^0.3% - 0.7%^,6192,128,Green,22,28493,62% ^Normal^,Normal,61% ^Normal^,Normal,269,Bruised Red,57,43,51,53,55,56,53,56,43,53,57,55,58,48,57,34% ^Increasing^,Red,0.68,Green
Vermont,Vermont 😷,Green,0.5% ^0.0% - 1.0%^,821,87,Yellow,87,940,67% ^Normal^,Normal,65% ^Normal^,Normal,4,Green,2,8,8,6,6,2,5,11,10,3,10,5,3,5,2,-80% ^Decreasing^,Green,3.37,Yellow
Virginia,Virginia,Red,0.4% ^0.3% - 0.6%^,18004,140,Green,59,30624,70% ^Normal^,Normal,64% ^Normal^,Normal,109,Red,110,126,128,131,117,119,118,119,120,117,111,112,110,117,110,-12% ^Decreasing^,Green,2.15,Yellow
Washington,Washington 😷,Yellow,0.4% ^0.2% - 0.5%^,10120,88,Yellow,88,11473,71% ^Elevated^,Elevated,64% ^Normal^,Normal,39,Green,35,38,37,35,35,33,32,34,33,33,33,33,34,35,35,-8% ^Decreasing^,Green,2.47,Yellow
West Virginia,West Virginia,Red,0.5% ^0.2% - 0.8%^,4575,169,Green,69,6638,73% ^Elevated^,Elevated,69% ^Normal^,Normal,112,Red,92,82,79,82,81,82,84,86,87,95,98,94,93,90,92,12% ^Increasing^,Red,2.2,Yellow
Wisconsin,Wisconsin,Bruised Red,0.6% ^0.4% - 0.8%^,11051,126,Green,18,63120,55% ^Normal^,Normal,64% ^Normal^,Normal,329,Bruised Red,81,52,52,56,56,55,54,59,64,60,59,59,70,74,81,57% ^Increasing^,Red,1.14,Yellow
Wyoming,Wyoming,Bruised Red,0.8% ^0.2% - 1.5%^,728,83,Yellow,27,2725,27% ^Normal^,Normal,37% ^Normal^,Normal,143,Red,36,21,21,21,21,21,22,28,28,28,28,28,28,40,36,75% ^Increasing^,Red,0.98,Green
Puerto Rico,Puerto Rico,Bruised Red,,632,13,Bruised Red,3,20856,60% ^Normal^,Normal,54% ^Normal^,Normal,198,Bruised Red,116,125,132,126,132,124,130,128,136,139,136,126,120,121,116,-8% ^Decreasing^,Green,1.44,Yellow
United States,United States,Red,,863416,173,Green,61,1418444,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,130,Red,89,98,98,95,92,90,90,91,91,90,89,87,86,87,89,-10% ^Decreasing^,Green,2.81,Yellow
