STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,COVID-LIKE SYMPTOMS (95% CI),GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Georgia,Georgia,Bruised Red,Decreasing,-5% ^Decreasing^,-5,307339,2417,2485,2382,2373,2333,2249,2219,2146,2031,2049,2003,2031,1997,1970,2032,1905,1808,1811,1691,1632,1622,1588,1647,1640,1681,1683,1708,1731,1692,1715,Minimal ^Level 1^,0.5% ^0.4% - 0.7%^,Green,22231,39,78% ^Elevated^,79% ^Elevated^,1.0 ^0.9 - 1.1^,122.0,48.14,47.57,48.0,45.0,44.29,42.29,44.14,46.86,41.57,38.57,41.57,44.57,38.43,35.86
Hawaii,Hawaii,Yellow,Decreasing,-53% ^Decreasing^,-53,11403,219,223,253,196,202,246,251,255,248,213,238,247,234,235,222,217,212,196,162,156,141,128,121,117,117,118,116,108,105,100,Minimal ^Level 1^,0.4% ^0.0% - 0.7%^,Green,3127,94,74% ^Elevated^,75% ^Elevated^,0.7 ^0.5 - 0.9^,76.0,2.29,2.0,2.29,2.14,2.14,1.86,2.0,1.86,1.71,1.71,1.86,3.43,3.29,3.0
Idaho,Idaho,Bruised Red,Increasing,34% ^Increasing^,34,37491,312,313,304,307,298,286,288,288,288,288,270,269,258,259,257,257,236,230,235,241,251,241,230,256,261,255,267,287,297,316,Minimal ^Level 1^,0.8% ^0.5% - 1.1%^,Green,1903,18,46% ^Normal^,48% ^Normal^,1.0 ^0.9 - 1.2^,80.0,3.43,3.0,4.86,5.0,4.29,4.43,4.29,4.86,4.86,3.29,3.86,3.71,3.71,4.0
Illinois,Illinois 😷,Red,Decreasing,-18% ^Decreasing^,-18,277933,2026,2003,1994,1975,1957,1977,1909,1923,1931,1904,1900,1851,2302,2434,2350,2309,2295,2182,2267,1798,1700,1708,1707,1718,1804,1819,1806,1864,1856,1871,Minimal ^Level 1^,0.5% ^0.4% - 0.6%^,Green,53099,86,55% ^Normal^,64% ^Normal^,1.0 ^0.9 - 1.1^,101.0,18.86,19.0,19.57,20.43,20.29,21.57,21.14,22.71,23.71,23.29,20.29,20.71,20.71,21.0
Indiana,Indiana 😷,Red,Decreasing,-7% ^Decreasing^,-7,112027,788,941,939,1003,1032,999,1017,1054,943,924,913,907,939,932,927,885,841,819,770,803,800,857,878,921,903,915,883,885,814,784,Minimal ^Level 1^,0.6% ^0.5% - 0.8%^,Green,8765,34,62% ^Normal^,65% ^Normal^,0.9 ^0.8 - 1.0^,97.0,9.71,10.29,11.14,10.0,10.71,10.57,10.14,11.43,10.71,9.71,10.71,9.43,9.71,10.43
Iowa,Iowa,Bruised Red,Flat,5% ^Flat^,5,78339,550,559,620,707,824,852,859,921,956,946,916,820,806,842,796,765,746,694,697,646,581,600,599,591,654,660,725,765,741,780,Very High ^Level 12^,0.9% ^0.6% - 1.2%^,Bruised Red,4994,19,68% ^Normal^,62% ^Normal^,1.0 ^0.9 - 1.1^,67.0,8.14,9.71,10.29,10.0,8.0,7.57,8.0,7.71,6.14,6.29,7.0,6.71,6.71,7.14
Kansas,Kansas 😷,Bruised Red,Decreasing,-6% ^Decreasing^,-6,53959,424,462,462,578,578,599,599,599,602,602,572,572,596,596,596,615,615,496,496,452,452,452,426,426,494,494,557,557,557,580,Minimal ^Level 1^,0.6% ^0.4% - 0.9%^,Green,3759,20,62% ^Normal^,59% ^Normal^,0.9 ^0.8 - 1.0^,62.0,5.57,5.29,5.29,4.29,4.29,4.29,7.0,7.0,13.0,13.0,12.14,12.14,12.14,9.43
Kentucky,Kentucky 😷,Red,Increasing,12% ^Increasing^,12,61917,602,601,610,615,622,642,759,643,642,660,680,701,703,698,677,667,591,569,555,575,564,596,603,669,684,657,632,670,657,662,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,9696,44,80% ^Constrained^,67% ^Normal^,1.0 ^0.9 - 1.1^,62.0,7.0,6.71,8.43,8.14,9.14,9.14,9.86,11.0,9.86,8.29,8.14,7.29,7.29,6.71
Louisiana,Louisiana 😷,Red,Decreasing,-24% ^Decreasing^,-24,162501,718,726,713,823,788,746,746,804,761,781,725,744,775,775,742,740,678,737,687,677,677,661,687,703,568,570,602,602,553,517,Minimal ^Level 1^,0.7% ^0.4% - 0.9%^,Green,15213,89,67% ^Normal^,68% ^Normal^,0.9 ^0.8 - 1.0^,215.0,19.14,19.43,20.0,23.86,23.86,20.29,21.0,22.86,22.0,21.43,19.71,19.71,18.71,17.57
Maine,Maine 😷,Green,Increasing,23% ^Increasing^,23,5106,24,23,22,22,23,22,25,25,24,26,25,29,28,25,24,25,24,24,20,23,24,26,29,29,30,29,30,29,31,29,Minimal ^Level 1^,0.3% ^0.1% - 0.6%^,Green,5945,294,70% ^Normal^,68% ^Normal^,1.0 ^0.7 - 1.4^,120.0,0.29,0.14,0.14,0.0,0.14,0.29,0.29,0.43,0.57,0.57,0.57,0.57,0.43,0.57
Maryland,Maryland 😷,Red,Decreasing,-10% ^Decreasing^,-10,120568,556,565,544,548,548,538,539,527,511,545,548,564,595,616,618,662,625,608,581,556,561,570,538,572,616,634,620,602,578,560,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,10395,56,70% ^Elevated^,79% ^Elevated^,1.0 ^0.9 - 1.1^,147.0,6.57,7.14,6.57,5.57,5.71,5.57,5.0,6.0,5.57,5.29,5.86,5.71,5.86,6.29
Massachusetts,Massachusetts 😷,Yellow,Increasing,48% ^Increasing^,48,127796,309,373,405,334,342,338,381,410,359,353,305,311,276,275,299,288,262,287,286,318,335,323,327,347,365,369,371,377,388,388,Minimal ^Level 1^,0.3% ^0.1% - 0.4%^,Green,56791,444,55% ^Normal^,72% ^Elevated^,1.1 ^1.0 - 1.2^,226.0,11.0,12.29,12.71,11.43,11.43,12.14,12.29,12.0,14.14,13.43,12.71,14.14,14.29,14.0
Michigan,Michigan 😷,Yellow,Increasing,6% ^Increasing^,6,129662,650,705,748,770,818,931,727,817,763,740,713,700,737,865,666,768,726,771,801,851,838,838,841,867,840,839,750,718,718,768,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,29797,118,73% ^Elevated^,75% ^Elevated^,1.0 ^0.9 - 1.1^,115.0,6.29,15.14,14.71,14.57,15.0,15.0,15.86,17.29,8.0,8.71,7.71,8.29,8.29,8.57
Minnesota,Minnesota,Bruised Red,Increasing,14% ^Increasing^,14,90942,633,655,664,660,726,730,770,801,795,807,836,819,818,803,771,766,750,683,589,536,530,532,532,535,564,639,727,733,815,856,Minimal ^Level 1^,0.4% ^0.3% - 0.6%^,Green,18647,66,73% ^Elevated^,71% ^Elevated^,0.9 ^0.8 - 1.0^,71.0,6.0,5.57,6.71,7.14,7.86,8.86,8.86,9.29,9.14,8.29,7.57,8.14,6.57,6.71
Mississippi,Mississippi 😷,Bruised Red,Decreasing,-7% ^Decreasing^,-7,93556,823,856,857,794,749,710,680,683,649,625,608,632,664,636,602,597,542,491,458,462,449,427,413,449,490,516,394,495,499,505,Minimal ^Level 1^,0.9% ^0.5% - 1.2%^,Green,11586,69,71% ^Elevated^,65% ^Normal^,1.0 ^0.8 - 1.1^,126.0,13.14,13.86,17.14,16.0,16.57,16.14,17.29,21.29,19.0,17.71,15.71,17.71,16.14,14.86
Missouri,Missouri,Bruised Red,Increasing,9% ^Increasing^,9,114307,1086,1046,1031,1055,1120,1147,1133,1226,1250,1303,1307,1291,1318,1430,1397,1378,1337,1323,1283,1278,1276,1330,1391,1469,1445,1535,1567,1483,1442,1461,Minimal ^Level 2^,1.0% ^0.7% - 1.2%^,Green,10622,22,66% ^Normal^,62% ^Normal^,1.1 ^1.0 - 1.2^,52.0,17.57,18.71,20.86,19.86,9.29,6.71,7.86,10.14,9.43,9.43,11.29,12.71,12.86,13.29
Montana,Montana,Bruised Red,Increasing,52% ^Increasing^,52,10429,97,100,111,118,122,121,125,130,133,126,129,135,137,130,132,128,125,111,113,109,109,108,113,123,138,141,155,177,183,189,Minimal ^Level 1^,0.6% ^0.3% - 1.0%^,Green,3627,58,60% ^Normal^,69% ^Normal^,1.1 ^1.0 - 1.3^,36.0,2.0,1.86,1.71,2.43,2.43,2.57,2.86,3.0,2.71,2.86,2.14,3.29,3.14,3.14
Nebraska,Nebraska,Bruised Red,Increasing,63% ^Increasing^,63,41083,220,217,212,218,241,250,259,282,308,320,318,324,338,318,293,263,241,272,275,272,311,329,350,381,356,357,364,364,384,393,Minimal ^Level 1^,0.6% ^0.3% - 1.0%^,Green,3122,24,62% ^Normal^,64% ^Normal^,1.1 ^1.0 - 1.2^,70.0,1.0,1.0,3.14,3.71,4.29,4.29,4.29,4.43,4.29,2.57,1.71,1.14,1.14,1.14
Nevada,Nevada 😷,Bruised Red,Decreasing,-10% ^Decreasing^,-10,76036,614,578,539,520,519,488,485,472,460,460,458,429,409,377,386,391,353,341,332,299,303,275,264,277,284,293,327,314,324,317,Minimal ^Level 1^,0.6% ^0.2% - 0.9%^,Green,3132,30,71% ^Elevated^,69% ^Normal^,0.9 ^0.7 - 1.0^,164.0,11.43,10.86,9.43,9.14,8.71,9.0,9.0,12.71,11.71,11.0,12.14,11.29,11.29,10.71
New Hampshire,New Hampshire,Green,Increasing,18% ^Increasing^,18,7947,17,19,19,18,21,24,22,21,20,21,20,22,22,25,28,29,28,28,32,36,33,36,34,36,41,34,34,38,36,33,Minimal ^Level 1^,0.2% ^0.0% - 0.4%^,Green,3471,169,50% ^Normal^,65% ^Normal^,1.1 ^0.8 - 1.4^,163.0,0.14,0.14,0.29,0.29,0.43,0.43,0.43,0.71,0.71,0.57,0.57,0.43,0.29,0.29
New Jersey,New Jersey 😷,Yellow,Increasing,34% ^Increasing^,34,200154,291,279,275,268,298,308,298,302,320,324,327,337,350,347,350,347,340,342,349,352,370,368,368,391,400,421,423,425,447,455,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,23316,155,53% ^Normal^,76% ^Elevated^,1.1 ^1.0 - 1.2^,302.0,6.14,5.57,5.29,5.57,5.14,5.14,5.43,6.0,6.29,6.0,5.29,5.14,5.0,4.71
New Mexico,New Mexico 😷,Yellow,Flat,3% ^Flat^,3,27579,143,141,138,137,140,138,135,125,127,126,132,126,127,123,124,118,113,103,94,88,94,88,93,100,106,110,110,112,122,117,Minimal ^Level 1^,0.3% ^0.0% - 0.5%^,Green,5679,147,59% ^Normal^,65% ^Normal^,1.0 ^0.8 - 1.2^,161.0,4.0,2.86,3.29,3.57,3.43,3.0,2.86,2.29,3.29,2.71,2.86,3.29,3.71,3.71
New York,New York 😷,Yellow,Increasing,9% ^Increasing^,9,450473,604,604,600,591,618,608,605,623,659,677,697,711,743,767,772,752,724,705,686,689,695,695,704,734,745,764,752,771,791,789,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,85588,292,62% ^Normal^,72% ^Elevated^,1.0 ^0.9 - 1.1^,393.0,5.14,4.86,4.86,4.86,4.86,4.43,4.71,5.43,5.71,5.14,5.86,5.86,5.29,4.86
North Carolina,North Carolina,Red,Decreasing,-7% ^Decreasing^,-7,194381,1452,1554,1566,1579,1596,1511,1634,1573,1560,1669,1653,1590,1680,1534,1539,1515,1316,1283,1221,1147,1132,1148,1123,1179,1213,1260,1248,1215,1235,1229,Minimal ^Level 1^,0.6% ^0.5% - 0.8%^,Green,26103,64,71% ^Elevated^,76% ^Elevated^,0.9 ^0.8 - 1.0^,107.0,24.0,25.57,26.71,26.29,22.57,23.14,23.29,28.86,27.29,27.14,26.29,26.86,27.29,26.71
North Dakota,North Dakota,Bruised Red,Increasing,29% ^Increasing^,29,18244,183,193,207,213,222,233,250,262,260,254,259,263,267,265,276,284,267,263,259,245,261,279,291,313,318,326,364,351,340,345,Minimal ^Level 1^,0.8% ^0.2% - 1.4%^,Green,5473,48,47% ^Normal^,68% ^Normal^,1.1 ^1.0 - 1.2^,34.0,1.0,1.0,1.0,1.14,1.14,1.14,1.29,0.86,1.71,1.57,1.29,1.29,1.29,2.43
Ohio,Ohio 😷,Red,Decreasing,-9% ^Decreasing^,-9,145165,931,941,939,958,975,1011,1025,1066,1072,1159,1169,1183,1189,1206,1185,1168,1055,1028,996,983,969,978,1021,1070,1079,1071,1039,997,986,954,Minimal ^Level 1^,0.6% ^0.5% - 0.7%^,Green,33272,106,68% ^Normal^,70% ^Normal^,1.0 ^0.9 - 1.1^,103.0,19.0,21.14,18.29,22.14,22.14,22.29,20.43,29.71,33.0,32.29,29.29,28.71,28.57,29.14
Oklahoma,Oklahoma,Bruised Red,Increasing,36% ^Increasing^,36,77908,689,687,692,702,697,645,679,694,744,747,754,782,826,833,798,784,808,830,810,800,782,821,858,894,908,945,989,1021,1065,1098,Minimal ^Level 1^,0.9% ^0.6% - 1.1%^,Green,11887,33,69% ^Normal^,63% ^Normal^,1.1 ^1.0 - 1.2^,47.0,6.43,6.0,5.86,6.0,7.0,7.43,7.43,8.29,8.71,7.71,7.29,6.29,5.86,6.14
Oregon,Oregon 😷,Red,Increasing,7% ^Increasing^,7,30995,239,243,245,243,228,233,226,231,223,222,215,225,221,223,213,211,201,199,188,181,186,185,185,187,197,171,211,206,209,216,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,3428,48,62% ^Normal^,73% ^Elevated^,1.0 ^0.8 - 1.1^,97.0,3.0,3.71,3.86,3.43,3.57,4.0,4.14,4.71,3.86,3.43,3.14,2.86,2.43,2.57
Pennsylvania,Pennsylvania 😷,Red,Flat,3% ^Flat^,3,150812,655,661,637,627,602,623,629,637,650,680,725,802,810,827,830,834,795,811,729,746,740,652,743,836,814,864,828,863,957,821,Minimal ^Level 3^,0.4% ^0.3% - 0.5%^,Green,12617,47,76% ^Elevated^,75% ^Elevated^,1.1 ^1.0 - 1.2^,125.0,14.29,13.29,12.57,13.57,11.0,11.0,12.71,12.0,14.0,13.29,13.86,17.0,20.57,19.29
Rhode Island,Rhode Island 😷,Red,Increasing,36% ^Increasing^,36,23932,107,104,97,94,103,94,97,91,92,90,89,79,80,90,88,89,84,85,91,95,74,83,80,94,97,101,102,114,112,115,Minimal ^Level 1^,0.4% ^0.0% - 0.8%^,Green,7795,206,88% ^Severely constrained^,87% ^Constrained^,1.2 ^1.0 - 1.3^,142.0,1.29,1.57,1.71,2.29,2.0,2.43,2.29,2.71,2.71,2.57,2.43,2.71,2.71,3.14
South Carolina,South Carolina,Bruised Red,Decreasing,-10% ^Decreasing^,-10,138124,784,800,831,812,754,796,851,905,920,908,916,1014,1053,1006,947,945,866,816,699,817,813,987,1010,1080,1130,1265,1039,1037,835,778,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,9912,39,73% ^Elevated^,80% ^Constrained^,1.1 ^1.0 - 1.2^,121.0,22.14,21.14,24.0,26.0,23.29,25.29,24.29,26.57,27.14,26.14,21.29,21.14,19.29,19.29
South Dakota,South Dakota,Bruised Red,Increasing,25% ^Increasing^,25,18869,143,152,159,184,215,233,258,292,298,313,307,306,297,278,255,256,236,224,214,217,221,218,214,227,246,265,280,287,294,295,Minimal ^Level 1^,1.0% ^0.4% - 1.6%^,Green,1698,17,57% ^Normal^,65% ^Normal^,1.0 ^0.9 - 1.2^,42.0,0.86,0.57,1.14,1.0,1.43,1.57,1.57,1.57,2.71,2.29,3.0,2.43,2.57,2.57
Tennessee,Tennessee,Bruised Red,Increasing,8% ^Increasing^,8,184409,1461,1409,1377,1365,1429,1424,1457,1311,1476,1559,1497,1481,1397,1440,1573,1454,1346,1251,1242,1323,1218,1100,1309,1354,1500,1415,1520,1507,1670,1448,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,26651,56,73% ^Elevated^,71% ^Elevated^,1.0 ^0.9 - 1.1^,86.0,16.43,19.14,24.71,26.86,28.86,30.43,32.57,33.0,31.43,25.14,24.43,21.71,20.0,19.43
Texas,Texas 😷,Bruised Red,Increasing,43% ^Increasing^,43,698387,5994,5348,5214,4983,5025,4884,4770,4688,4655,4372,4219,3944,4152,4112,3994,3914,3494,3446,3495,3218,3182,3018,3296,3851,4140,4144,4126,4068,4157,4992,Minimal ^Level 1^,0.6% ^0.5% - 0.7%^,Green,58464,35,81% ^Constrained^,74% ^Elevated^,1.0 ^0.9 - 1.1^,95.0,124.57,117.43,108.86,109.43,105.0,102.57,102.71,112.86,112.29,105.29,102.29,100.71,100.43,100.86
Utah,Utah,Bruised Red,Increasing,101% ^Increasing^,101,64394,352,353,373,379,368,358,370,391,392,377,378,396,413,409,401,418,422,407,385,405,425,459,486,520,582,663,729,801,842,851,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,5767,21,62% ^Normal^,61% ^Normal^,1.2 ^1.1 - 1.3^,50.0,2.14,2.43,2.29,1.71,1.86,1.57,1.86,1.71,1.43,1.0,0.86,1.0,1.0,0.71
Vermont,Vermont 😷,Green,Low case count,Low case count,21,1719,6,6,6,6,7,7,7,8,8,9,9,7,8,6,5,4,3,3,3,4,4,5,6,7,7,6,5,5,4,3,Minimal ^Level 1^,0.2% ^-0.1% - 0.5%^,Green,752,80,67% ^Normal^,65% ^Normal^,0.8 ^-0.1 - 1.7^,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Flat,-3% ^Flat^,-3,141138,897,887,908,920,797,962,962,969,995,997,1012,1173,1027,988,1026,997,970,964,980,980,1030,984,1000,1015,1010,991,1009,959,957,938,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,17926,58,70% ^Normal^,64% ^Normal^,1.0 ^0.9 - 1.1^,102.0,10.57,8.0,8.0,7.0,6.43,6.57,8.43,21.86,26.71,30.29,34.0,38.29,41.57,39.71
Washington,Washington 😷,Yellow,Decreasing,-7% ^Decreasing^,-7,82548,419,330,245,168,170,184,243,380,377,422,462,459,450,433,359,416,371,439,441,451,449,427,415,461,400,390,370,304,339,344,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,11798,103,71% ^Elevated^,64% ^Normal^,1.0 ^0.9 - 1.1^,164.0,5.43,6.71,7.14,6.57,5.43,5.43,7.57,8.86,6.0,6.57,6.57,6.57,6.57,4.43
West Virginia,West Virginia,Red,Increasing,17% ^Increasing^,17,14171,101,97,95,106,93,108,112,120,134,159,157,173,173,189,186,189,165,167,167,162,176,184,178,188,198,202,216,193,194,193,Minimal ^Level 1^,0.6% ^0.3% - 0.9%^,Green,4500,71,73% ^Elevated^,69% ^Normal^,1.1 ^0.9 - 1.2^,48.0,4.0,3.43,2.86,2.86,3.14,2.86,4.0,4.29,5.14,5.29,4.86,6.14,6.29,5.29
Wisconsin,Wisconsin,Bruised Red,Increasing,116% ^Increasing^,116,108588,708,701,697,708,729,731,715,728,707,757,727,703,799,819,865,909,868,915,1037,1023,1085,1189,1224,1323,1407,1485,1647,1786,1802,1870,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,11016,18,55% ^Normal^,64% ^Normal^,1.3 ^1.2 - 1.4^,38.0,5.29,5.86,6.71,6.29,5.86,6.0,6.0,7.57,6.57,5.43,5.86,4.57,4.57,4.86
Wyoming,Wyoming,Bruised Red,Increasing,133% ^Increasing^,133,4944,42,39,39,36,36,34,34,34,34,33,32,31,32,32,30,27,34,34,37,39,42,45,51,48,59,65,69,69,75,79,Minimal ^Level 1^,1.0% ^0.3% - 1.7%^,Green,732,28,27% ^Normal^,37% ^Normal^,1.3 ^1.1 - 1.6^,41.0,0.14,0.14,0.14,0.0,0.0,0.0,0.57,0.57,0.57,1.0,1.0,1.0,1.0,0.43
Puerto Rico,Puerto Rico,Bruised Red,Increasing,127% ^Increasing^,127,42476,556,551,430,401,463,449,425,422,369,386,466,402,322,277,241,311,298,215,297,334,371,407,339,381,397,370,443,557,637,675,Low ^Level 5^,,Green,675,3,60% ^Normal^,54% ^Normal^,1.1 ^1.0 - 1.2^,41.0,6.71,8.14,9.14,9.71,10.14,8.86,9.29,9.86,10.0,10.86,10.86,10.0,9.86,9.57
United States,United States,Red,Increasing,9% ^Increasing^,9,6806643,42461,41991,41356,41210,41244,41249,40991,41273,40819,41688,40892,41006,41728,41791,40878,40495,37610,36557,35534,34589,34191,34382,35118,37007,38297,39159,39523,40015,40275,41076,N/A ^Not Available^,,Green,859033,63,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,720.14,727.14,741.43,744.29,728.57,720.14,746.0,842.14,859.0,814.86,798.14,788.0,780.0,763.0
