STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,COVID-LIKE SYMPTOMS (95% CI),GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Louisiana,Louisiana 😷,Red,Decreasing,-12% ^Decreasing^,-12,158882,931,932,857,800,769,712,712,718,726,713,823,788,746,746,804,761,781,725,744,775,775,742,740,678,737,687,677,677,661,687,Minimal ^Level 1^,0.8% ^0.6% - 1.1%^,Green,16439,73,64% ^Normal^,62% ^Normal^,0.9 ^0.8 - 1.0^,158.0,26.71,21.86,21.0,18.71,18.71,23.14,22.14,19.14,19.43,20.0,23.86,23.86,20.29,21.0
Maine,Maine 😷,Green,Increasing,12% ^Increasing^,12,4903,18,21,23,23,23,24,25,24,23,22,22,23,22,25,25,24,26,25,29,28,25,24,25,24,24,20,23,24,26,29,Minimal ^Level 1^,0.4% ^0.1% - 0.6%^,Green,4821,238,66% ^Normal^,61% ^Normal^,1.0 ^0.6 - 1.4^,115.0,0.14,0.14,0.14,0.29,0.29,0.29,0.29,0.29,0.14,0.14,0.0,0.14,0.29,0.29
Maryland,Maryland 😷,Red,Flat,-1% ^Flat^,-1,116646,673,637,627,609,581,575,547,556,565,544,548,548,538,539,527,511,545,548,564,595,616,618,662,625,608,581,556,561,570,538,Minimal ^Level 1^,0.3% ^0.1% - 0.4%^,Green,8525,48,70% ^Normal^,75% ^Elevated^,1.0 ^0.9 - 1.1^,148.0,7.71,7.0,8.0,7.57,7.14,6.71,7.0,6.57,7.14,6.57,5.57,5.71,5.57,5.0
Massachusetts,Massachusetts 😷,Yellow,Decreasing,-7% ^Decreasing^,-7,125080,309,300,269,345,344,384,352,309,373,405,334,342,338,381,410,359,353,305,311,276,275,299,288,262,287,286,318,335,323,327,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,44353,411,50% ^Normal^,78% ^Elevated^,1.1 ^0.9 - 1.2^,263.0,14.86,10.43,10.0,11.0,11.43,10.86,10.43,11.0,12.29,12.71,11.43,11.43,12.14,12.29
Michigan,Michigan 😷,Red,Increasing,14% ^Increasing^,14,124287,790,778,741,772,680,556,609,650,705,748,770,818,931,727,817,763,740,713,700,737,865,666,768,726,771,801,851,838,838,841,Minimal ^Level 1^,0.5% ^0.3% - 0.6%^,Green,28487,103,70% ^Normal^,68% ^Normal^,1.1 ^1.0 - 1.2^,100.0,11.86,13.0,12.14,12.29,13.43,8.29,8.14,6.29,15.14,14.71,14.57,15.0,15.0,15.86
Minnesota,Minnesota,Red,Decreasing,-34% ^Decreasing^,-34,84949,608,600,603,616,616,630,636,633,655,664,660,726,730,770,801,795,807,836,819,818,803,771,766,750,683,589,536,530,532,532,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,6526,37,68% ^Normal^,63% ^Normal^,0.8 ^0.7 - 0.9^,108.0,6.71,5.71,4.86,5.71,5.71,6.29,6.57,6.0,5.57,6.71,7.14,7.86,8.86,8.86
Mississippi,Mississippi 😷,Bruised Red,Decreasing,-34% ^Decreasing^,-34,90018,709,680,702,740,780,770,788,823,856,857,794,749,710,680,683,649,625,608,632,664,636,602,597,542,491,458,462,449,427,413,Minimal ^Level 1^,1.0% ^0.7% - 1.4%^,Green,3965,29,72% ^Elevated^,62% ^Normal^,0.9 ^0.8 - 1.0^,149.0,25.43,21.86,19.57,20.71,20.29,20.43,16.0,13.14,13.86,17.14,16.0,16.57,16.14,17.29
Missouri,Missouri,Bruised Red,Increasing,7% ^Increasing^,7,104079,1442,1238,1212,1164,1134,1099,1123,1086,1046,1031,1055,1120,1147,1133,1226,1250,1303,1307,1291,1318,1430,1397,1378,1337,1323,1283,1278,1276,1330,1391,Minimal ^Level 2^,1.0% ^0.7% - 1.2%^,Green,12975,28,62% ^Normal^,55% ^Normal^,1.0 ^0.9 - 1.1^,49.0,14.0,13.29,13.57,14.0,20.43,21.43,18.43,17.57,18.71,20.86,19.86,9.29,6.71,7.86
Montana,Montana,Red,Decreasing,-11% ^Decreasing^,-11,9107,114,111,106,98,95,96,102,97,100,111,118,122,121,125,130,133,126,129,135,137,130,132,128,125,111,113,109,109,108,113,Minimal ^Level 1^,0.6% ^0.3% - 1.0%^,Green,2678,72,62% ^Normal^,73% ^Elevated^,1.0 ^0.8 - 1.1^,53.0,1.14,1.57,1.86,2.0,1.71,1.86,2.0,2.0,1.86,1.71,2.43,2.43,2.57,2.86
Nebraska,Nebraska,Bruised Red,Increasing,9% ^Increasing^,9,38335,285,277,267,256,257,241,234,220,217,212,218,241,250,259,282,308,320,318,324,338,318,293,263,241,272,275,272,311,329,350,Minimal ^Level 1^,1.0% ^0.6% - 1.4%^,Green,3786,33,54% ^Normal^,54% ^Normal^,1.1 ^1.0 - 1.2^,73.0,2.0,2.29,1.86,1.86,1.71,1.71,1.71,1.0,1.0,3.14,3.71,4.29,4.29,4.29
Nevada,Nevada 😷,Red,Decreasing,-43% ^Decreasing^,-43,73814,725,714,731,711,705,669,637,614,578,539,520,519,488,485,472,460,460,458,429,409,377,386,391,353,341,332,299,303,275,264,Minimal ^Level 1^,0.7% ^0.4% - 1.1%^,Green,3176,36,69% ^Normal^,69% ^Normal^,0.8 ^0.7 - 0.9^,191.0,11.86,12.29,13.14,12.57,12.29,12.43,12.57,11.43,10.86,9.43,9.14,8.71,9.0,9.0
New Hampshire,New Hampshire,Yellow,Increasing,62% ^Increasing^,62,7714,22,23,22,21,18,18,16,17,19,19,18,21,24,22,21,20,21,20,22,22,25,28,29,28,28,32,36,33,36,34,Minimal ^Level 1^,0.2% ^0.0% - 0.3%^,Green,1360,66,49% ^Normal^,60% ^Normal^,1.2 ^0.9 - 1.5^,155.0,0.43,0.29,0.14,0.0,0.0,0.14,0.14,0.14,0.14,0.29,0.29,0.43,0.43,0.43
New Jersey,New Jersey 😷,Yellow,Increasing,14% ^Increasing^,14,196968,383,391,375,356,276,236,256,291,279,275,268,298,308,298,302,320,324,327,337,350,347,350,347,340,342,349,352,370,368,368,Minimal ^Level 1^,0.2% ^0.1% - 0.3%^,Green,19349,145,48% ^Normal^,72% ^Elevated^,1.1 ^1.0 - 1.2^,368.0,6.57,6.71,6.71,6.43,7.0,7.0,6.14,6.14,6.43,6.14,6.43,6.0,6.0,6.14
New Mexico,New Mexico 😷,Yellow,Decreasing,-26% ^Decreasing^,-26,26761,170,156,151,134,133,138,134,143,141,138,137,140,138,135,125,127,126,132,126,127,123,124,118,113,103,94,88,94,88,93,Minimal ^Level 1^,0.3% ^0.1% - 0.5%^,Green,4473,142,54% ^Normal^,58% ^Normal^,0.9 ^0.7 - 1.1^,196.0,4.57,5.29,5.0,3.86,3.86,4.43,4.71,4.0,2.86,3.29,3.57,3.43,3.0,2.86
New York,New York 😷,Green,Flat,4% ^Flat^,4,444948,664,654,653,643,623,621,609,604,604,600,591,618,608,605,623,659,677,697,711,743,767,772,752,724,705,686,689,695,695,704,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,75220,257,58% ^Normal^,67% ^Normal^,1.0 ^0.9 - 1.1^,436.0,4.86,4.43,4.86,5.14,4.43,4.57,4.71,5.14,4.86,4.86,4.86,4.86,4.43,4.71
North Carolina,North Carolina,Red,Decreasing,-33% ^Decreasing^,-33,185781,1248,1239,1269,1267,1297,1392,1419,1452,1554,1566,1579,1596,1511,1634,1573,1560,1669,1653,1590,1680,1534,1539,1515,1316,1283,1221,1147,1132,1148,1123,Minimal ^Level 1^,0.6% ^0.4% - 0.7%^,Green,25034,68,64% ^Normal^,68% ^Normal^,0.9 ^0.8 - 1.0^,112.0,24.43,24.71,24.71,26.71,29.43,28.29,27.86,24.0,25.57,26.71,26.29,22.57,23.14,23.29
North Dakota,North Dakota,Bruised Red,Increasing,14% ^Increasing^,14,15831,142,134,128,143,153,165,184,183,193,207,213,222,233,250,262,260,254,259,263,267,265,276,284,267,263,259,245,261,279,291,Minimal ^Level 1^,0.7% ^0.2% - 1.2%^,Green,5310,55,48% ^Normal^,59% ^Normal^,1.1 ^0.9 - 1.2^,35.0,1.0,0.71,0.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.14,1.14,1.14,1.29
Ohio,Ohio 😷,Red,Decreasing,-12% ^Decreasing^,-12,138484,1063,1047,1014,948,940,927,927,931,941,939,958,975,1011,1025,1066,1072,1159,1169,1183,1189,1206,1185,1168,1055,1028,996,983,969,978,1021,Minimal ^Level 1^,0.5% ^0.4% - 0.6%^,Green,28177,84,63% ^Normal^,63% ^Normal^,1.0 ^0.9 - 1.1^,92.0,24.14,18.86,21.43,20.43,18.57,18.71,19.71,19.0,21.14,18.29,22.14,22.14,22.29,20.43
Oklahoma,Oklahoma,Bruised Red,Increasing,15% ^Increasing^,15,70223,682,678,657,646,652,693,686,689,687,692,702,697,645,679,694,744,747,754,782,826,833,798,784,808,830,810,800,782,821,858,Minimal ^Level 1^,0.9% ^0.7% - 1.2%^,Green,9442,33,61% ^Normal^,55% ^Normal^,1.1 ^1.0 - 1.2^,54.0,9.29,8.29,8.14,8.57,7.57,7.71,7.57,6.43,6.0,5.86,6.0,7.0,7.43,7.43
Oregon,Oregon 😷,Yellow,Decreasing,-17% ^Decreasing^,-17,29484,284,280,272,264,266,258,242,239,243,245,243,228,233,226,231,223,222,215,225,221,223,213,211,201,199,188,181,186,185,185,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,3805,60,58% ^Normal^,67% ^Normal^,0.9 ^0.8 - 1.1^,108.0,5.29,5.0,4.57,4.0,3.71,3.29,3.29,3.0,3.71,3.86,3.43,3.57,4.0,4.14
Pennsylvania,Pennsylvania 😷,Red,Increasing,9% ^Increasing^,9,145063,801,770,757,717,688,669,661,655,661,637,627,602,623,629,637,650,680,725,802,810,827,830,834,795,811,729,746,740,652,743,Minimal ^Level 3^,0.3% ^0.2% - 0.4%^,Green,11633,47,71% ^Elevated^,68% ^Normal^,1.0 ^0.9 - 1.1^,133.0,12.29,12.57,13.86,12.43,12.71,12.43,15.29,14.29,13.29,12.57,13.57,11.0,11.0,12.71
Rhode Island,Rhode Island 😷,Yellow,Decreasing,-11% ^Decreasing^,-11,23130,87,91,91,95,90,98,105,107,104,97,94,103,94,97,91,92,90,89,79,80,90,88,89,84,85,91,95,74,83,80,Minimal ^Level 1^,0.6% ^0.2% - 1.1%^,Green,7792,296,80% ^Elevated^,97% ^Constrained^,1.0 ^0.9 - 1.2^,199.0,1.57,1.43,1.57,1.29,1.57,1.57,1.57,1.29,1.57,1.71,2.29,2.0,2.43,2.29
South Carolina,South Carolina,Bruised Red,Increasing,11% ^Increasing^,11,132680,866,828,792,777,773,791,773,784,800,831,812,754,796,851,905,920,908,916,1014,1053,1006,947,945,866,816,699,817,813,987,1010,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,11252,34,73% ^Elevated^,74% ^Elevated^,1.0 ^0.9 - 1.1^,89.0,32.57,31.57,25.57,27.29,25.57,25.43,26.71,22.14,21.14,24.0,26.0,23.29,25.29,24.29
South Dakota,South Dakota,Bruised Red,Decreasing,-31% ^Decreasing^,-31,16801,96,100,104,107,113,123,145,143,152,159,184,215,233,258,292,298,313,307,306,297,278,255,256,236,224,214,217,221,218,214,Minimal ^Level 1^,1.2% ^0.5% - 1.8%^,Green,1292,18,45% ^Normal^,56% ^Normal^,0.9 ^0.8 - 1.1^,52.0,0.86,1.0,1.0,0.71,0.86,0.86,0.86,0.86,0.57,1.14,1.0,1.43,1.57,1.57
Tennessee,Tennessee,Bruised Red,Decreasing,-16% ^Decreasing^,-16,174274,1571,1547,1552,1630,1523,1484,1477,1461,1409,1377,1365,1429,1424,1457,1311,1476,1559,1497,1481,1397,1440,1573,1454,1346,1251,1242,1323,1218,1100,1309,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,21153,49,68% ^Normal^,65% ^Normal^,0.9 ^0.8 - 1.0^,90.0,21.86,21.29,20.29,19.43,19.57,16.86,16.43,16.43,19.14,24.71,26.86,28.86,30.43,32.57
Texas,Texas 😷,Red,Decreasing,-38% ^Decreasing^,-38,659434,7031,7448,7087,7205,6998,6712,6329,5994,5348,5214,4983,5025,4884,4770,4688,4655,4372,4219,3944,4152,4112,3994,3914,3494,3446,3495,3218,3182,3018,2723,Minimal ^Level 1^,0.7% ^0.6% - 0.8%^,Green,32734,36,72% ^Elevated^,68% ^Normal^,0.9 ^0.8 - 1.0^,165.0,157.86,152.14,145.86,137.86,141.14,137.43,136.57,124.57,117.43,108.86,109.43,105.0,102.57,99.71
Utah,Utah,Bruised Red,Increasing,29% ^Increasing^,29,58438,361,358,344,347,365,353,356,352,353,373,379,368,358,370,391,392,377,378,396,413,409,401,418,422,407,385,405,425,459,486,Minimal ^Level 1^,0.6% ^0.4% - 0.9%^,Green,4277,27,56% ^Normal^,51% ^Normal^,1.1 ^1.0 - 1.2^,81.0,1.71,1.29,1.57,1.71,1.86,2.14,2.29,2.14,2.43,2.29,1.71,1.86,1.57,1.86
Vermont,Vermont 😷,Green,Decreasing,-29% ^Decreasing^,-29,1696,8,9,8,8,8,6,6,6,6,6,6,7,7,7,8,8,9,9,7,8,6,5,4,3,3,3,4,4,5,6,Minimal ^Level 1^,0.5% ^0.1% - 1.0%^,Green,784,83,50% ^Normal^,55% ^Normal^,0.6 ^-0.4 - 1.6^,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Flat,0% ^Flat^,0,134571,943,953,934,928,894,860,903,897,887,908,920,797,962,962,969,995,997,1012,1173,1027,988,1026,997,970,964,980,980,1030,984,1000,Minimal ^Level 1^,0.5% ^0.4% - 0.7%^,Green,13890,42,66% ^Normal^,59% ^Normal^,1.0 ^0.9 - 1.1^,91.0,16.86,18.0,19.57,16.0,15.57,15.57,14.86,10.57,8.0,8.0,7.0,6.43,6.57,8.43
Washington,Washington 😷,Yellow,Flat,-2% ^Flat^,-2,80138,544,521,509,504,480,454,431,419,330,245,168,170,184,243,380,377,422,462,459,450,433,359,416,371,439,441,451,449,427,415,Minimal ^Level 1^,0.4% ^0.3% - 0.6%^,Green,12988,95,61% ^Normal^,56% ^Normal^,1.0 ^0.9 - 1.1^,132.0,6.86,7.86,7.86,7.86,6.86,6.86,6.86,5.43,6.71,7.14,6.57,5.43,5.43,7.57
West Virginia,West Virginia,Red,Increasing,12% ^Increasing^,12,12820,124,125,122,113,119,113,104,101,97,95,106,93,108,112,120,134,159,157,173,173,189,186,189,165,167,167,162,176,184,178,Minimal ^Level 1^,0.6% ^0.3% - 0.8%^,Green,3750,64,69% ^Normal^,62% ^Normal^,1.1 ^1.0 - 1.2^,47.0,5.0,5.71,5.43,5.86,4.43,4.71,4.71,4.0,3.43,2.86,2.86,3.14,2.86,4.0
Wisconsin,Wisconsin,Bruised Red,Increasing,62% ^Increasing^,62,95497,773,766,757,783,754,724,740,708,701,697,708,729,731,715,728,707,757,727,703,799,819,865,909,868,915,1037,1023,1085,1189,1224,Minimal ^Level 1^,0.4% ^0.3% - 0.6%^,Green,7912,20,50% ^Normal^,56% ^Normal^,1.2 ^1.1 - 1.3^,52.0,5.29,6.0,5.0,5.71,7.0,6.57,6.57,5.29,5.86,6.71,6.29,5.86,6.0,6.0
Wyoming,Wyoming,Red,Increasing,55% ^Increasing^,55,4392,34,41,41,49,50,49,45,42,39,39,36,36,34,34,34,34,33,32,31,32,32,30,27,34,34,37,39,42,45,51,Minimal ^Level 1^,0.9% ^0.3% - 1.6%^,Green,1523,90,37% ^Normal^,35% ^Normal^,1.2 ^0.9 - 1.4^,57.0,0.57,0.57,0.57,0.71,0.71,0.71,0.71,0.14,0.14,0.14,0.0,0.0,0.0,0.57
Puerto Rico,Puerto Rico,Bruised Red,Decreasing,-12% ^Decreasing^,-12,37750,555,563,616,551,528,531,555,556,551,430,401,463,449,425,422,369,386,466,402,322,277,241,311,298,215,297,334,371,407,339,Low ^Level 5^,,Green,339,3,58% ^Normal^,52% ^Normal^,1.0 ^0.9 - 1.1^,75.0,5.71,5.57,5.14,4.43,5.14,6.14,6.14,6.71,8.14,9.14,9.71,10.14,8.86,9.29
United States,United States,Red,Decreasing,-17% ^Decreasing^,-17,6515097,51379,50770,48639,47045,45892,44584,43168,42461,41991,41356,41210,41244,41249,40991,41273,40819,41688,40892,41006,41728,41791,40878,40495,37610,36557,35534,34589,34191,34382,34545,N/A ^Not Available^,,Green,716956,63,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,903.43,866.0,857.71,853.86,839.86,835.86,815.43,720.14,728.0,742.29,745.14,729.0,721.0,744.0
