STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,COVID-LIKE SYMPTOMS (95% CI),GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Maine,Maine 😷,Green,Increasing,23% ^Increasing^,23,5079,25,24,23,22,22,23,22,25,25,24,26,25,29,28,25,24,25,24,24,20,23,24,26,29,29,30,29,30,29,31,Minimal ^Level 1^,0.3% ^0.1% - 0.6%^,Green,6281,310,70% ^Normal^,68% ^Normal^,1.0 ^0.7 - 1.4^,112.0,0.29,0.29,0.14,0.14,0.0,0.14,0.29,0.29,0.43,0.57,0.57,0.57,0.57,0.43
Maryland,Maryland 😷,Red,Decreasing,-13% ^Decreasing^,-13,120156,547,556,565,544,548,548,538,539,527,511,545,548,564,595,616,618,662,625,608,581,556,561,570,538,572,616,634,620,602,578,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,10519,55,70% ^Elevated^,79% ^Elevated^,1.0 ^0.9 - 1.1^,142.0,7.0,6.57,7.14,6.57,5.57,5.71,5.57,5.0,6.0,5.57,5.29,5.86,5.71,5.86
Massachusetts,Massachusetts 😷,Yellow,Increasing,35% ^Increasing^,35,127540,352,309,373,405,334,342,338,381,410,359,353,305,311,276,275,299,288,262,287,286,318,335,323,327,347,365,369,371,377,388,Minimal ^Level 1^,0.3% ^0.1% - 0.4%^,Green,56193,439,55% ^Normal^,72% ^Elevated^,1.1 ^1.0 - 1.2^,226.0,10.43,11.0,12.29,12.71,11.43,11.43,12.14,12.29,12.0,14.14,13.43,12.71,14.14,14.29
Michigan,Michigan 😷,Yellow,Decreasing,-6% ^Decreasing^,-6,128087,609,650,705,748,770,818,931,727,817,763,740,713,700,737,865,666,768,726,771,801,851,838,838,841,867,840,839,750,718,718,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,29694,125,73% ^Elevated^,75% ^Elevated^,1.0 ^0.9 - 1.1^,121.0,8.14,6.29,15.14,14.71,14.57,15.0,15.0,15.86,17.29,8.0,8.71,7.71,8.29,8.29
Minnesota,Minnesota,Red,Increasing,6% ^Increasing^,6,90017,636,633,655,664,660,726,730,770,801,795,807,836,819,818,803,771,766,750,683,589,536,530,532,532,535,564,639,727,733,815,Minimal ^Level 1^,0.4% ^0.3% - 0.6%^,Green,18697,70,73% ^Elevated^,71% ^Elevated^,0.9 ^0.8 - 1.0^,74.0,6.57,6.0,5.57,6.71,7.14,7.86,8.86,8.86,9.29,9.14,8.29,7.57,8.14,6.57
Mississippi,Mississippi 😷,Bruised Red,Decreasing,-17% ^Decreasing^,-17,93364,788,823,856,857,794,749,710,680,683,649,625,608,632,664,636,602,597,542,491,458,462,449,427,413,449,490,516,394,495,499,Minimal ^Level 1^,0.9% ^0.5% - 1.2%^,Green,11481,70,71% ^Elevated^,65% ^Normal^,1.0 ^0.8 - 1.1^,127.0,16.0,13.14,13.86,17.14,16.0,16.57,16.14,17.29,21.29,19.0,17.71,15.71,17.71,16.14
Missouri,Missouri,Bruised Red,Flat,5% ^Flat^,5,112844,1123,1086,1046,1031,1055,1120,1147,1133,1226,1250,1303,1307,1291,1318,1430,1397,1378,1337,1323,1283,1278,1276,1330,1391,1469,1445,1535,1567,1483,1442,Minimal ^Level 2^,1.0% ^0.7% - 1.2%^,Green,11973,25,66% ^Normal^,62% ^Normal^,1.1 ^1.0 - 1.2^,52.0,18.43,17.57,18.71,20.86,19.86,9.29,6.71,7.86,10.14,9.43,9.43,11.29,12.71,12.86
Montana,Montana,Bruised Red,Increasing,43% ^Increasing^,43,10299,102,97,100,111,118,122,121,125,130,133,126,129,135,137,130,132,128,125,111,113,109,109,108,113,123,138,141,155,177,183,Minimal ^Level 1^,0.6% ^0.3% - 1.0%^,Green,3241,54,60% ^Normal^,69% ^Normal^,1.1 ^1.0 - 1.3^,37.0,2.0,2.0,1.86,1.71,2.43,2.43,2.57,2.86,3.0,2.71,2.86,2.14,3.29,3.14
Nebraska,Nebraska,Bruised Red,Increasing,46% ^Increasing^,46,40797,234,220,217,212,218,241,250,259,282,308,320,318,324,338,318,293,263,241,272,275,272,311,329,350,381,356,357,364,364,384,Minimal ^Level 1^,0.6% ^0.3% - 1.0%^,Green,3239,26,62% ^Normal^,64% ^Normal^,1.1 ^1.0 - 1.2^,71.0,1.71,1.0,1.0,3.14,3.71,4.29,4.29,4.29,4.43,4.29,2.57,1.71,1.14,1.14
Nevada,Nevada 😷,Red,Decreasing,-17% ^Decreasing^,-17,75804,637,614,578,539,520,519,488,485,472,460,460,458,429,409,377,386,391,353,341,332,299,303,275,264,277,284,293,327,314,324,Minimal ^Level 1^,0.6% ^0.2% - 0.9%^,Green,3301,31,71% ^Elevated^,69% ^Normal^,0.9 ^0.7 - 1.0^,160.0,12.57,11.43,10.86,9.43,9.14,8.71,9.0,9.0,12.71,11.71,11.0,12.14,11.29,11.29
New Hampshire,New Hampshire,Green,Increasing,25% ^Increasing^,25,7947,16,17,19,19,18,21,24,22,21,20,21,20,22,22,25,28,29,28,28,32,36,33,36,34,36,41,34,34,38,36,Minimal ^Level 1^,0.2% ^0.0% - 0.4%^,Green,4106,200,50% ^Normal^,65% ^Normal^,1.1 ^0.8 - 1.4^,151.0,0.14,0.14,0.14,0.29,0.29,0.43,0.43,0.43,0.71,0.71,0.57,0.57,0.43,0.29
New Jersey,New Jersey 😷,Yellow,Increasing,29% ^Increasing^,29,199762,256,291,279,275,268,298,308,298,302,320,324,327,337,350,347,350,347,340,342,349,352,370,368,368,391,400,421,423,425,447,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,26323,179,53% ^Normal^,76% ^Elevated^,1.1 ^1.0 - 1.2^,307.0,6.14,6.14,5.57,5.29,5.57,5.14,5.14,5.43,6.0,6.29,6.0,5.29,5.14,5.0
New Mexico,New Mexico 😷,Yellow,Flat,3% ^Flat^,3,27512,134,143,141,138,137,140,138,135,125,127,126,132,126,127,123,124,118,113,103,94,88,94,88,93,100,106,110,110,112,122,Minimal ^Level 1^,0.3% ^0.0% - 0.5%^,Green,5741,143,59% ^Normal^,65% ^Normal^,1.0 ^0.8 - 1.2^,154.0,4.71,4.0,2.86,3.29,3.57,3.43,3.0,2.86,2.29,3.29,2.71,2.86,3.29,3.71
New York,New York 😷,Yellow,Increasing,5% ^Increasing^,5,449900,609,604,604,600,591,618,608,605,623,659,677,697,711,743,767,772,752,724,705,686,689,695,695,704,734,745,764,752,771,791,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,86308,294,62% ^Normal^,72% ^Elevated^,1.0 ^0.9 - 1.1^,392.0,4.71,5.14,4.86,4.86,4.86,4.86,4.43,4.71,5.43,5.71,5.14,5.86,5.86,5.29
North Carolina,North Carolina,Red,Decreasing,-18% ^Decreasing^,-18,193581,1419,1452,1554,1566,1579,1596,1511,1634,1573,1560,1669,1653,1590,1680,1534,1539,1515,1316,1283,1221,1147,1132,1148,1123,1179,1213,1260,1248,1215,1235,Minimal ^Level 1^,0.6% ^0.5% - 0.8%^,Green,26959,66,71% ^Elevated^,76% ^Elevated^,0.9 ^0.8 - 1.0^,106.0,27.86,24.0,25.57,26.71,26.29,22.57,23.14,23.29,28.86,27.29,27.14,26.29,26.86,27.29
North Dakota,North Dakota,Bruised Red,Increasing,20% ^Increasing^,20,17958,184,183,193,207,213,222,233,250,262,260,254,259,263,267,265,276,284,267,263,259,245,261,279,291,313,318,326,364,351,340,Minimal ^Level 1^,0.8% ^0.2% - 1.4%^,Green,5576,50,47% ^Normal^,68% ^Normal^,1.1 ^1.0 - 1.2^,34.0,1.0,1.0,1.0,1.0,1.14,1.14,1.14,1.29,0.86,1.71,1.57,1.29,1.29,1.29
Ohio,Ohio 😷,Red,Decreasing,-16% ^Decreasing^,-16,144309,927,931,941,939,958,975,1011,1025,1066,1072,1159,1169,1183,1189,1206,1185,1168,1055,1028,996,983,969,978,1021,1070,1079,1071,1039,997,986,Minimal ^Level 1^,0.6% ^0.5% - 0.7%^,Green,33067,102,68% ^Normal^,70% ^Normal^,1.0 ^0.9 - 1.1^,99.0,19.71,19.0,21.14,18.29,22.14,22.14,22.29,20.43,29.71,33.0,32.29,29.29,28.71,28.57
Oklahoma,Oklahoma,Bruised Red,Increasing,36% ^Increasing^,36,76807,686,689,687,692,702,697,645,679,694,744,747,754,782,826,833,798,784,808,830,810,800,782,821,858,894,908,945,989,1021,1065,Minimal ^Level 1^,0.9% ^0.6% - 1.1%^,Green,11853,34,69% ^Normal^,63% ^Normal^,1.1 ^1.0 - 1.2^,48.0,7.57,6.43,6.0,5.86,6.0,7.0,7.43,7.43,8.29,8.71,7.71,7.29,6.29,5.86
Oregon,Oregon 😷,Red,Flat,-1% ^Flat^,-1,30801,242,239,243,245,243,228,233,226,231,223,222,215,225,221,223,213,211,201,199,188,181,186,185,185,187,197,171,211,206,209,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,3350,49,62% ^Normal^,73% ^Elevated^,1.0 ^0.8 - 1.1^,100.0,3.29,3.0,3.71,3.86,3.43,3.57,4.0,4.14,4.71,3.86,3.43,3.14,2.86,2.43
Pennsylvania,Pennsylvania 😷,Red,Increasing,15% ^Increasing^,15,150578,661,655,661,637,627,602,623,629,637,650,680,725,802,810,827,830,834,795,811,729,746,740,652,743,836,814,864,828,863,957,Minimal ^Level 3^,0.4% ^0.3% - 0.5%^,Green,14433,46,76% ^Elevated^,75% ^Elevated^,1.1 ^1.0 - 1.2^,107.0,15.29,14.29,13.29,12.57,13.57,11.0,11.0,12.71,12.0,14.0,13.29,13.86,17.0,20.57
Rhode Island,Rhode Island 😷,Yellow,Decreasing,-16% ^Decreasing^,-16,23620,105,107,104,97,94,103,94,97,91,92,90,89,79,80,90,88,89,84,85,91,95,74,83,80,94,97,101,102,89,75,Minimal ^Level 1^,0.4% ^0.0% - 0.8%^,Green,5943,242,88% ^Severely constrained^,87% ^Constrained^,1.2 ^1.0 - 1.3^,217.0,1.57,1.29,1.57,1.71,2.29,2.0,2.43,2.29,2.71,2.71,2.57,2.43,2.29,1.86
South Carolina,South Carolina,Bruised Red,Decreasing,-12% ^Decreasing^,-12,137708,773,784,800,831,812,754,796,851,905,920,908,916,1014,1053,1006,947,945,866,816,699,817,813,987,1010,1080,1130,1265,1039,1037,835,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,10638,39,73% ^Elevated^,80% ^Constrained^,1.1 ^1.0 - 1.2^,112.0,26.71,22.14,21.14,24.0,26.0,23.29,25.29,24.29,26.57,27.14,26.14,21.29,21.14,19.29
South Dakota,South Dakota,Bruised Red,Increasing,15% ^Increasing^,15,18696,145,143,152,159,184,215,233,258,292,298,313,307,306,297,278,255,256,236,224,214,217,221,218,214,227,246,265,280,287,294,Minimal ^Level 1^,1.0% ^0.4% - 1.6%^,Green,1771,18,57% ^Normal^,65% ^Normal^,1.0 ^0.9 - 1.2^,42.0,0.86,0.86,0.57,1.14,1.0,1.43,1.57,1.57,1.57,2.71,2.29,3.0,2.43,2.57
Tennessee,Tennessee,Bruised Red,Increasing,15% ^Increasing^,15,183514,1477,1461,1409,1377,1365,1429,1424,1457,1311,1476,1559,1497,1481,1397,1440,1573,1454,1346,1251,1242,1323,1218,1100,1309,1354,1500,1415,1520,1507,1670,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,30140,55,73% ^Elevated^,71% ^Elevated^,1.0 ^0.9 - 1.1^,74.0,16.43,16.43,19.14,24.71,26.86,28.86,30.43,32.57,33.0,31.43,25.14,24.43,21.71,20.0
Texas,Texas 😷,Red,Increasing,6% ^Increasing^,6,688534,6329,5994,5348,5214,4983,5025,4884,4770,4688,4655,4372,4219,3944,4152,4112,3994,3914,3494,3446,3495,3218,3182,3018,3296,3851,4140,4144,4126,4068,4157,Minimal ^Level 1^,0.6% ^0.5% - 0.7%^,Green,54320,40,81% ^Constrained^,74% ^Elevated^,1.0 ^0.9 - 1.1^,112.0,136.57,124.57,117.43,108.86,109.43,105.0,102.57,102.71,112.86,112.29,105.29,102.29,100.71,100.43
Utah,Utah,Bruised Red,Increasing,102% ^Increasing^,102,63772,356,352,353,373,379,368,358,370,391,392,377,378,396,413,409,401,418,422,407,385,405,425,459,486,520,582,663,729,801,842,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,5899,21,62% ^Normal^,61% ^Normal^,1.2 ^1.1 - 1.3^,50.0,2.29,2.14,2.43,2.29,1.71,1.86,1.57,1.86,1.71,1.43,1.0,0.86,1.0,1.0
Vermont,Vermont 😷,Green,Low case count,Low case count,15,1715,6,6,6,6,6,7,7,7,8,8,9,9,7,8,6,5,4,3,3,3,4,4,5,6,7,7,6,5,5,4,Minimal ^Level 1^,0.2% ^-0.1% - 0.5%^,Green,746,79,67% ^Normal^,65% ^Normal^,0.8 ^-0.1 - 1.7^,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Flat,-4% ^Flat^,-4,140511,903,897,887,908,920,797,962,962,969,995,997,1012,1173,1027,988,1026,997,970,964,980,980,1030,984,1000,1015,1010,991,1009,959,957,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,17419,55,70% ^Normal^,64% ^Normal^,1.0 ^0.9 - 1.1^,99.0,14.86,10.57,8.0,8.0,7.0,6.43,6.57,8.43,21.86,26.71,30.29,34.0,38.29,41.57
Washington,Washington 😷,Yellow,Decreasing,-19% ^Decreasing^,-19,82199,431,419,330,245,168,170,184,243,380,377,422,462,459,450,433,359,416,371,439,441,451,449,427,415,461,400,390,370,304,339,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,11208,98,71% ^Elevated^,64% ^Normal^,1.0 ^0.9 - 1.1^,166.0,6.86,5.43,6.71,7.14,6.57,5.43,5.43,7.57,8.86,6.0,6.57,6.57,6.57,6.57
West Virginia,West Virginia,Red,Flat,2% ^Flat^,2,14054,104,101,97,95,106,93,108,112,120,134,159,157,173,173,189,186,189,165,167,167,162,176,184,178,188,198,202,216,193,194,Minimal ^Level 1^,0.6% ^0.3% - 0.9%^,Green,4363,68,73% ^Elevated^,69% ^Normal^,1.1 ^0.9 - 1.2^,48.0,4.71,4.0,3.43,2.86,2.86,3.14,2.86,4.0,4.29,5.14,5.29,4.86,6.14,6.29
Wisconsin,Wisconsin,Bruised Red,Increasing,98% ^Increasing^,98,107292,740,708,701,697,708,729,731,715,728,707,757,727,703,799,819,865,909,868,915,1037,1023,1085,1189,1224,1323,1407,1485,1647,1786,1802,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,10608,18,55% ^Normal^,64% ^Normal^,1.3 ^1.2 - 1.4^,39.0,6.57,5.29,5.86,6.71,6.29,5.86,6.0,6.0,7.57,6.57,5.43,5.86,4.57,4.57
Wyoming,Wyoming,Red,Increasing,176% ^Increasing^,176,4871,45,42,39,39,36,36,34,34,34,34,33,32,31,32,32,30,27,34,34,37,39,42,45,51,48,59,65,69,69,75,Minimal ^Level 1^,1.0% ^0.3% - 1.7%^,Green,856,35,27% ^Normal^,37% ^Normal^,1.3 ^1.1 - 1.6^,43.0,0.71,0.14,0.14,0.14,0.0,0.0,0.0,0.57,0.57,0.57,1.0,1.0,1.0,1.0
Puerto Rico,Puerto Rico,Bruised Red,Increasing,105% ^Increasing^,105,41838,555,556,551,430,401,463,449,425,422,369,386,466,402,322,277,241,311,298,215,297,334,371,407,339,381,397,370,443,557,637,Low ^Level 5^,,Green,637,3,60% ^Normal^,54% ^Normal^,1.1 ^1.0 - 1.2^,43.0,6.14,6.71,8.14,9.14,9.71,10.14,8.86,9.29,9.86,10.0,10.86,10.86,10.0,9.86
United States,United States,Red,Flat,-1% ^Flat^,-1,6766947,43168,42461,41991,41356,41210,41244,41249,40991,41273,40819,41688,40892,41006,41728,41791,40878,40495,37610,36557,35534,34589,34191,34382,35118,37007,38297,39159,39523,39836,40238,N/A ^Not Available^,,Green,866157,65,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,815.43,720.14,727.14,741.43,744.29,728.57,720.14,746.0,842.14,859.0,814.86,798.0,788.0,779.0
