STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,COVID-LIKE SYMPTOMS (95% CI),GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Kansas,Kansas 😷,Bruised Red,Increasing,26% ^Increasing^,26,42612,386,386,407,407,404,404,404,408,408,404,404,464,464,464,491,491,478,478,424,424,424,462,462,578,578,599,599,599,602,602,Minimal ^Level 1^,0.9% ^0.6% - 1.2%^,Green,3756,19,63% ^Normal^,57% ^Normal^,1.1 ^1.0 - 1.2^,47.0,2.29,2.29,2.43,2.43,2.43,3.0,3.0,3.71,3.71,3.43,3.43,3.43,2.86,2.86
Kentucky,Kentucky 😷,Red,Increasing,16% ^Increasing^,16,49185,558,582,573,553,521,551,542,535,514,601,633,643,622,619,634,644,569,563,567,476,602,601,610,615,622,642,759,643,642,660,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,7850,36,79% ^Elevated^,68% ^Normal^,1.0 ^0.9 - 1.1^,49.0,7.43,8.57,8.57,7.71,9.71,9.57,9.29,8.57,7.71,7.71,8.14,7.0,6.86,7.57
Louisiana,Louisiana 😷,Red,Decreasing,-15% ^Decreasing^,-15,148882,1561,1918,1881,1824,1781,1781,1665,1588,1238,1194,1170,1142,1142,931,932,857,800,769,712,712,718,726,713,722,688,646,646,703,661,681,Minimal ^Level 2^,0.6% ^0.4% - 0.9%^,Green,13680,61,66% ^Normal^,66% ^Normal^,0.9 ^0.8 - 1.0^,149.0,35.43,33.57,36.71,36.71,34.14,34.0,34.71,34.57,33.86,31.0,31.0,26.43,26.57,26.71
Maine,Maine 😷,Green,Increasing,10% ^Increasing^,10,4548,20,20,18,16,15,13,12,11,11,11,13,14,17,18,21,23,23,23,24,25,24,23,22,22,23,22,25,25,24,26,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,4480,221,71% ^Elevated^,70% ^Elevated^,1.1 ^0.7 - 1.4^,120.0,0.14,0.29,0.43,0.43,0.57,0.57,0.57,0.71,0.57,0.43,0.29,0.14,0.14,0.14
Maryland,Maryland 😷,Red,Decreasing,-11% ^Decreasing^,-11,108863,895,904,877,833,780,745,747,731,713,708,736,724,730,673,637,627,609,581,575,547,556,565,544,548,548,538,539,527,511,545,Minimal ^Level 1^,0.4% ^0.2% - 0.5%^,Green,11907,66,72% ^Elevated^,80% ^Constrained^,0.9 ^0.8 - 1.0^,136.0,7.0,7.0,6.14,7.0,7.43,7.57,8.14,8.0,7.57,8.86,8.71,8.71,8.71,7.71
Massachusetts,Massachusetts 😷,Yellow,Flat,2% ^Flat^,2,128888,390,432,423,397,383,382,369,380,358,337,349,320,312,309,300,269,345,344,384,352,309,373,405,334,342,338,381,410,359,353,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,21396,184,53% ^Normal^,71% ^Elevated^,1.0 ^0.9 - 1.1^,251.0,15.29,14.0,13.86,14.71,13.14,16.43,17.29,15.86,17.0,17.43,16.43,18.29,16.0,14.86
Michigan,Michigan 😷,Yellow,Flat,-4% ^Flat^,-4,113820,743,745,703,696,699,694,709,705,720,685,743,751,799,790,778,741,772,680,556,609,650,705,748,770,818,931,727,817,763,740,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,30033,123,75% ^Elevated^,74% ^Elevated^,1.0 ^0.9 - 1.1^,104.0,11.29,11.29,9.71,9.86,9.57,10.14,10.86,10.29,10.29,11.14,8.14,12.71,12.86,11.86
Minnesota,Minnesota,Red,Increasing,31% ^Increasing^,31,76355,680,697,690,707,675,702,707,708,668,646,622,648,616,608,600,603,616,616,630,636,633,655,664,660,726,730,770,801,795,807,Minimal ^Level 1^,0.5% ^0.4% - 0.7%^,Green,8628,32,74% ^Elevated^,70% ^Normal^,1.1 ^1.0 - 1.2^,63.0,8.57,8.57,8.57,8.86,8.71,8.43,8.29,8.29,9.14,8.57,8.0,7.43,7.0,6.71
Mississippi,Mississippi 😷,Bruised Red,Decreasing,-15% ^Decreasing^,-15,83584,1167,1129,1091,974,956,966,946,932,871,847,798,785,730,709,680,702,740,780,770,788,823,856,857,794,749,710,680,683,649,625,Minimal ^Level 1^,1.3% ^0.9% - 1.6%^,Green,4322,21,72% ^Elevated^,66% ^Normal^,0.9 ^0.8 - 1.0^,90.0,24.86,25.57,24.43,22.43,22.29,21.86,26.71,30.0,29.86,28.43,27.14,28.71,32.14,25.43
Missouri,Missouri,Bruised Red,Increasing,12% ^Increasing^,12,85755,1405,1322,1224,1078,1008,874,791,1010,979,1030,1059,1127,1288,1442,1238,1212,1164,1134,1099,1123,1086,1046,1031,1055,1120,1147,1133,1226,1250,1303,Minimal ^Level 1^,0.6% ^0.5% - 0.8%^,Green,9595,22,66% ^Normal^,61% ^Normal^,1.1 ^1.0 - 1.2^,43.0,13.0,13.14,12.0,11.29,8.43,4.29,5.43,5.0,4.71,6.43,10.14,11.71,14.86,14.0
Montana,Montana,Red,Increasing,29% ^Increasing^,29,7509,122,120,108,113,113,115,108,112,113,120,115,112,110,114,111,106,98,95,96,102,97,100,111,118,122,121,125,130,133,126,Minimal ^Level 1^,0.9% ^0.5% - 1.3%^,Green,2256,54,63% ^Normal^,61% ^Normal^,1.1 ^0.9 - 1.2^,39.0,0.57,1.14,1.14,1.14,1.14,1.29,1.86,2.0,1.29,1.57,2.0,2.0,1.86,1.14
Nebraska,Nebraska,Bruised Red,Increasing,25% ^Increasing^,25,34287,298,294,289,295,294,270,265,247,249,265,251,263,269,285,277,267,256,257,241,234,220,217,212,218,241,250,259,282,308,320,Minimal ^Level 1^,0.8% ^0.5% - 1.1%^,Green,3228,31,58% ^Normal^,64% ^Normal^,1.1 ^1.0 - 1.2^,72.0,2.43,2.14,1.86,2.14,2.14,2.43,3.0,2.14,2.14,2.57,2.29,2.29,2.0,2.0
Nevada,Nevada 😷,Bruised Red,Decreasing,-35% ^Decreasing^,-35,69633,1053,1035,1003,962,921,906,861,825,763,746,728,745,741,725,714,731,711,705,669,637,614,578,539,520,519,488,485,472,460,460,Minimal ^Level 1^,0.6% ^0.3% - 0.8%^,Green,3010,20,72% ^Elevated^,73% ^Elevated^,0.8 ^0.7 - 0.9^,102.0,19.71,20.29,20.0,18.29,17.86,17.57,18.29,16.57,14.14,14.57,15.0,15.0,15.0,11.86
New Hampshire,New Hampshire,Green,Decreasing,-16% ^Decreasing^,-16,7275,28,23,28,29,28,29,31,29,29,28,29,26,23,22,23,22,21,18,18,16,17,19,19,18,21,24,22,21,20,18,Minimal ^Level 1^,0.3% ^0.0% - 0.5%^,Green,1578,77,51% ^Normal^,64% ^Normal^,1.0 ^0.6 - 1.4^,280.0,1.0,0.86,0.86,0.86,0.86,0.86,0.71,0.43,0.43,0.57,0.43,0.43,0.43,0.43
New Jersey,New Jersey 😷,Green,Decreasing,-9% ^Decreasing^,-9,192290,400,382,366,390,343,343,346,345,358,373,413,443,430,383,391,375,356,276,236,256,291,279,275,268,298,308,298,302,320,324,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,23022,172,54% ^Normal^,74% ^Elevated^,1.0 ^0.9 - 1.1^,409.0,7.43,7.14,7.0,6.29,6.43,6.29,5.43,5.29,5.43,5.43,5.57,5.71,5.29,4.71
New Mexico,New Mexico 😷,Yellow,Decreasing,-6% ^Decreasing^,-6,25352,282,233,221,204,198,195,188,186,188,186,179,173,171,170,156,151,134,133,138,134,143,141,138,137,140,138,135,125,127,126,Minimal ^Level 1^,0.4% ^0.1% - 0.6%^,Green,5296,127,58% ^Normal^,59% ^Normal^,0.9 ^0.8 - 1.1^,137.0,4.29,4.86,5.29,5.14,4.57,4.43,4.14,3.86,3.71,4.29,4.0,3.71,3.57,4.57
New York,New York 😷,Green,Increasing,5% ^Increasing^,5,435510,643,673,662,651,661,654,652,642,631,640,645,646,651,664,654,653,643,623,621,609,604,604,600,591,618,608,605,623,659,677,Minimal ^Level 1^,0.3% ^0.3% - 0.4%^,Green,84226,287,59% ^Normal^,83% ^Constrained^,1.0 ^0.9 - 1.1^,444.0,7.43,6.71,6.57,5.43,5.43,5.57,4.71,5.0,4.86,4.86,5.29,5.57,4.71,4.86
North Carolina,North Carolina,Bruised Red,Increasing,32% ^Increasing^,32,169424,1742,1725,1634,1582,1523,1555,1571,1473,1391,1396,1365,1337,1277,1248,1239,1269,1267,1297,1392,1419,1452,1554,1566,1579,1596,1511,1634,1573,1560,1669,Minimal ^Level 1^,0.7% ^0.5% - 0.8%^,Green,27620,50,72% ^Elevated^,74% ^Elevated^,1.0 ^0.9 - 1.1^,68.0,26.0,25.43,25.86,25.43,26.29,26.71,24.86,25.0,23.57,22.57,23.14,23.0,23.86,24.43
North Dakota,North Dakota,Bruised Red,Increasing,77% ^Increasing^,77,12000,114,113,119,125,123,129,142,133,136,130,142,142,134,142,133,128,143,153,165,185,184,193,207,214,223,234,250,261,259,253,Minimal ^Level 1^,0.8% ^0.3% - 1.3%^,Green,1260,15,44% ^Normal^,68% ^Normal^,1.2 ^1.1 - 1.3^,30.0,0.86,1.0,1.0,1.0,1.0,1.0,0.86,1.0,0.86,0.86,0.86,0.86,0.86,1.0
Ohio,Ohio 😷,Red,Increasing,22% ^Increasing^,22,124610,1255,1230,1202,1121,1074,1126,1117,1110,1103,1135,1136,1126,1101,1063,1047,1014,948,940,927,927,931,941,939,958,975,1011,1025,1066,1072,1159,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,34542,90,67% ^Normal^,71% ^Elevated^,1.0 ^0.9 - 1.1^,72.0,24.71,24.86,24.43,21.57,21.71,22.0,17.86,19.57,21.0,21.43,21.57,21.43,21.71,24.14
Oklahoma,Oklahoma,Bruised Red,Increasing,16% ^Increasing^,16,59399,845,813,849,809,824,764,763,766,752,691,672,663,674,682,678,657,646,652,693,686,689,687,692,702,697,645,679,694,744,747,Minimal ^Level 1^,0.8% ^0.6% - 1.1%^,Green,8012,33,65% ^Normal^,63% ^Normal^,1.0 ^0.9 - 1.1^,53.0,10.29,10.14,10.14,9.71,9.29,9.29,8.86,9.14,9.86,10.14,10.29,10.43,10.0,9.29
Oregon,Oregon 😷,Yellow,Decreasing,-16% ^Decreasing^,-16,26946,325,326,323,299,306,313,311,303,296,292,296,282,287,284,280,272,264,266,258,242,239,243,245,243,228,233,226,231,223,222,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,4827,66,79% ^Elevated^,96% ^Constrained^,0.9 ^0.8 - 1.1^,82.0,4.71,4.14,4.14,4.43,4.14,4.57,4.43,3.57,3.71,4.71,5.29,5.86,5.57,5.29
Pennsylvania,Pennsylvania 😷,Yellow,Decreasing,-5% ^Decreasing^,-5,134795,842,804,785,778,747,737,752,757,753,774,800,810,815,801,770,757,717,688,669,661,655,661,637,627,602,623,629,637,650,680,Minimal ^Level 1^,0.3% ^0.3% - 0.4%^,Green,14223,63,77% ^Elevated^,83% ^Constrained^,1.0 ^0.9 - 1.1^,135.0,19.71,18.43,16.14,15.86,15.71,15.86,15.14,14.43,13.86,13.86,13.57,13.57,13.43,12.29
Rhode Island,Rhode Island 😷,Red,Decreasing,-5% ^Decreasing^,-5,22002,104,95,97,94,102,116,126,98,95,93,90,85,87,87,91,91,95,90,98,105,107,104,97,94,103,94,97,91,92,90,Minimal ^Level 1^,0.3% ^0.0% - 0.5%^,Green,7301,246,88% ^Severely constrained^,100% ^Constrained^,1.0 ^0.8 - 1.2^,167.0,1.29,1.29,1.29,1.86,1.86,1.71,2.14,2.0,2.29,2.29,1.71,1.71,1.86,1.57
South Carolina,South Carolina,Bruised Red,Increasing,17% ^Increasing^,17,119846,1505,1440,1375,1318,1315,1266,1235,1173,1134,1072,1016,946,917,866,828,792,777,773,791,773,784,800,831,812,754,796,851,905,920,908,Minimal ^Level 1^,0.8% ^0.6% - 1.0%^,Green,6899,23,76% ^Elevated^,83% ^Constrained^,1.1 ^1.0 - 1.2^,89.0,30.86,30.71,36.43,33.29,33.57,31.86,26.57,30.43,32.43,28.0,29.29,29.29,29.86,32.57
South Dakota,South Dakota,Bruised Red,Increasing,192% ^Increasing^,192,13749,82,84,75,84,87,87,93,92,91,92,89,93,92,96,100,104,107,113,123,145,143,152,159,184,215,233,258,292,298,313,Minimal ^Level 1^,0.6% ^0.2% - 0.9%^,Green,1409,14,51% ^Normal^,61% ^Normal^,1.4 ^1.3 - 1.5^,28.0,1.14,1.29,1.29,1.14,1.14,1.14,1.0,1.0,0.71,0.86,1.0,0.86,0.86,0.86
Tennessee,Tennessee,Bruised Red,Flat,-4% ^Flat^,-4,156329,2021,2279,1897,1926,1832,1772,1869,1897,1782,1756,1737,1668,1595,1571,1547,1552,1630,1523,1484,1477,1461,1409,1377,1365,1429,1424,1457,1311,1476,1559,Minimal ^Level 1^,0.9% ^0.7% - 1.1%^,Green,20448,40,70% ^Elevated^,67% ^Normal^,1.0 ^0.9 - 1.1^,67.0,23.29,25.0,31.86,31.14,28.71,28.71,28.86,28.0,26.43,21.71,23.14,25.71,23.71,21.86
Texas,Texas 😷,Bruised Red,Decreasing,-39% ^Decreasing^,-39,617333,8013,8131,8083,7911,7654,7285,7982,6972,7063,6705,6584,6581,6765,7031,7448,7087,7205,6998,6712,6329,5994,5348,5214,4983,5025,4884,4770,4688,4655,4372,Minimal ^Level 1^,0.7% ^0.6% - 0.8%^,Green,44142,31,76% ^Elevated^,69% ^Normal^,0.9 ^0.8 - 1.0^,95.0,217.86,214.86,207.0,203.71,198.14,194.43,189.43,178.0,182.43,173.57,164.86,162.86,163.0,157.86
Utah,Utah,Red,Increasing,8% ^Increasing^,8,52403,446,436,448,460,454,436,422,409,406,395,358,372,367,361,358,344,347,365,353,356,352,353,373,379,368,358,370,391,392,377,Minimal ^Level 1^,0.7% ^0.4% - 0.9%^,Green,4846,39,56% ^Normal^,58% ^Normal^,1.0 ^0.9 - 1.1^,94.0,3.71,4.0,3.29,3.14,3.14,3.71,4.0,3.43,3.14,3.43,3.14,3.14,2.43,1.71
Vermont,Vermont 😷,Green,Increasing,15% ^Increasing^,15,1635,4,4,4,5,5,5,5,5,6,6,6,8,8,8,9,8,8,8,6,6,6,6,6,6,7,7,7,8,8,9,Minimal ^Level 1^,0.1% ^-0.1% - 0.3%^,Green,2338,249,65% ^Normal^,63% ^Normal^,0.9 ^0.2 - 1.6^,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Increasing,7% ^Increasing^,7,121615,1005,1037,1008,995,1142,1198,1186,1092,1071,1067,1108,994,937,943,953,934,928,894,860,903,897,887,908,920,797,962,962,969,995,997,Minimal ^Level 1^,0.5% ^0.3% - 0.6%^,Green,14103,43,69% ^Normal^,64% ^Normal^,1.0 ^0.9 - 1.1^,82.0,8.29,9.14,9.43,8.86,12.29,12.29,14.0,15.0,12.57,16.29,17.86,14.57,15.57,16.86
Washington,Washington 😷,Yellow,Decreasing,-16% ^Decreasing^,-16,74635,669,659,637,634,630,623,619,613,591,573,559,554,551,544,521,509,504,480,454,431,419,330,245,168,170,184,243,380,377,422,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,13314,96,96% ^Severely constrained^,91% ^Constrained^,0.9 ^0.8 - 1.0^,120.0,13.29,14.0,14.43,13.57,13.0,11.71,11.71,9.57,8.29,7.57,7.86,6.86,6.0,6.86
West Virginia,West Virginia,Red,Increasing,40% ^Increasing^,40,10507,131,125,119,122,113,118,120,112,118,121,125,120,128,124,125,122,113,119,113,104,101,97,95,106,93,108,112,120,134,159,Minimal ^Level 2^,0.7% ^0.4% - 1.0%^,Green,4982,95,72% ^Elevated^,70% ^Normal^,1.1 ^0.9 - 1.3^,43.0,1.86,1.86,1.86,2.29,2.57,2.71,3.29,3.43,4.71,4.57,5.14,5.0,5.0,5.0
Wisconsin,Wisconsin,Red,Flat,-3% ^Flat^,-3,81604,874,872,875,844,871,879,835,851,850,792,805,808,762,773,766,757,783,754,724,740,708,701,697,708,729,731,715,728,707,757,Minimal ^Level 1^,0.5% ^0.3% - 0.6%^,Green,8578,34,53% ^Normal^,62% ^Normal^,1.0 ^0.9 - 1.1^,72.0,7.0,7.0,6.14,6.29,6.14,6.14,6.14,5.86,6.43,6.57,5.43,5.86,5.86,5.29
Wyoming,Wyoming,Yellow,Decreasing,-33% ^Decreasing^,-33,3866,47,42,42,39,39,35,35,28,27,23,23,26,31,34,41,41,49,50,49,45,42,39,39,36,36,34,34,34,34,33,Minimal ^Level 1^,0.6% ^0.1% - 1.1%^,Green,863,79,49% ^Normal^,44% ^Normal^,0.9 ^0.6 - 1.2^,78.0,0.71,0.57,1.0,1.0,1.0,0.57,0.43,0.43,0.43,0.0,0.0,0.0,0.0,0.57
Puerto Rico,Puerto Rico,Bruised Red,Decreasing,-30% ^Decreasing^,-30,33421,480,498,513,480,558,507,530,576,583,632,645,635,610,555,563,616,551,528,531,555,556,551,430,401,463,449,425,422,369,386,Moderate ^Level 6^,,Yellow,386,3,61% ^Normal^,59% ^Normal^,0.9 ^0.8 - 1.0^,58.0,8.71,8.71,8.14,7.43,7.86,7.86,7.0,6.86,6.43,7.14,6.71,6.29,6.29,5.71
United States,United States,Red,Decreasing,-12% ^Decreasing^,-12,6039217,59711,59054,56960,54780,53882,52829,53379,52284,52830,53367,53015,52197,52542,51379,50770,48639,47045,45891,44584,43169,42462,41992,41355,41111,41145,41150,40890,41172,40718,41584,N/A ^Not Available^,,Green,731696,53,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,1034.29,1029.86,1016.43,989.29,982.57,973.29,966.14,948.14,947.57,933.43,931.43,918.0,920.0,902.0
