STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,COVID-LIKE SYMPTOMS (95% CI),GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Iowa,Iowa,Bruised Red,Decreasing,-18% ^Decreasing^,-18,75028,497,526,582,563,550,559,620,707,824,852,859,921,956,946,916,820,806,842,796,765,746,694,697,646,581,600,599,591,654,660,Very High ^Level 12^,0.9% ^0.6% - 1.2%^,Bruised Red,4796,22,64% ^Normal^,59% ^Normal^,0.9 ^0.8 - 1.0^,76.0,6.57,7.57,7.43,7.43,8.14,9.71,10.29,10.0,8.0,7.57,8.0,7.71,6.14,6.29
Kansas,Kansas 😷,Bruised Red,Decreasing,-17% ^Decreasing^,-17,50870,478,478,424,424,424,462,462,578,578,599,599,599,602,602,572,572,596,596,596,615,615,496,496,452,452,452,426,426,494,494,Minimal ^Level 1^,0.6% ^0.4% - 0.9%^,Green,3259,20,59% ^Normal^,53% ^Normal^,1.0 ^0.9 - 1.1^,69.0,5.43,5.43,5.43,5.57,5.57,5.29,5.29,4.29,4.29,4.29,7.0,7.0,13.0,13.0
Kentucky,Kentucky 😷,Red,Decreasing,-7% ^Decreasing^,-7,59370,569,563,567,476,602,601,610,615,622,642,759,643,642,660,680,701,703,698,677,667,591,569,555,575,564,596,603,669,684,657,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,22028,102,80% ^Elevated^,64% ^Normal^,1.0 ^0.9 - 1.1^,60.0,9.86,10.29,9.43,9.0,7.0,6.71,8.43,8.14,9.14,9.14,9.86,11.0,9.86,8.29
Louisiana,Louisiana 😷,Red,Decreasing,-26% ^Decreasing^,-26,160343,800,769,712,712,718,726,713,823,788,746,746,804,761,781,725,744,775,775,742,740,678,737,687,677,677,661,687,703,568,570,Minimal ^Level 1^,0.7% ^0.4% - 0.9%^,Green,16239,86,64% ^Normal^,63% ^Normal^,0.9 ^0.8 - 1.0^,193.0,18.71,18.71,23.14,22.14,19.14,19.43,20.0,23.86,23.86,20.29,21.0,22.86,22.0,21.43
Maine,Maine 😷,Green,Flat,3% ^Flat^,3,4962,23,23,24,25,24,23,22,22,23,22,25,25,24,26,25,29,28,25,24,25,24,24,20,23,24,26,29,29,30,29,Minimal ^Level 1^,0.3% ^0.1% - 0.6%^,Green,5353,264,71% ^Elevated^,65% ^Normal^,1.0 ^0.7 - 1.4^,117.0,0.29,0.29,0.29,0.29,0.29,0.14,0.14,0.0,0.14,0.29,0.29,0.43,0.57,0.57
Maryland,Maryland 😷,Red,Increasing,7% ^Increasing^,7,118519,609,581,575,547,556,565,544,548,548,538,539,527,511,545,548,564,595,616,618,662,625,608,581,556,561,570,538,572,616,634,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,10088,48,69% ^Normal^,76% ^Elevated^,1.0 ^0.9 - 1.1^,127.0,7.57,7.14,6.71,7.0,6.57,7.14,6.57,5.57,5.71,5.57,5.0,6.0,5.57,5.29
Massachusetts,Massachusetts 😷,Yellow,Increasing,34% ^Increasing^,34,126128,345,344,384,352,309,373,405,334,342,338,381,410,359,353,305,311,276,275,299,288,262,287,286,318,335,323,327,347,365,369,Minimal ^Level 1^,0.3% ^0.1% - 0.4%^,Green,49573,407,50% ^Normal^,67% ^Normal^,1.0 ^0.9 - 1.1^,235.0,11.0,11.43,10.86,10.43,11.0,12.29,12.71,11.43,11.43,12.14,12.29,12.0,14.14,13.43
Michigan,Michigan 😷,Red,Increasing,14% ^Increasing^,14,126722,772,680,556,609,650,705,748,770,818,931,727,817,763,740,713,700,737,865,666,768,726,771,801,851,838,838,841,867,840,839,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,30755,111,73% ^Elevated^,71% ^Elevated^,1.0 ^0.9 - 1.1^,102.0,12.29,13.43,8.29,8.14,6.29,15.14,14.71,14.57,15.0,15.0,15.86,17.29,8.0,8.71
Minnesota,Minnesota,Red,Decreasing,-22% ^Decreasing^,-22,86722,616,616,630,636,633,655,664,660,726,730,770,801,795,807,836,819,818,803,771,766,750,683,589,536,530,532,532,535,564,639,Minimal ^Level 1^,0.4% ^0.3% - 0.6%^,Green,8292,39,67% ^Normal^,65% ^Normal^,0.8 ^0.7 - 1.0^,92.0,5.71,5.71,6.29,6.57,6.0,5.57,6.71,7.14,7.86,8.86,8.86,9.29,9.14,8.29
Mississippi,Mississippi 😷,Bruised Red,Decreasing,-22% ^Decreasing^,-22,91935,740,780,770,788,823,856,857,794,749,710,680,683,649,625,608,632,664,636,602,597,542,491,458,462,449,427,413,449,490,516,Minimal ^Level 1^,0.9% ^0.5% - 1.2%^,Green,2885,17,69% ^Normal^,63% ^Normal^,0.9 ^0.8 - 1.0^,121.0,20.71,20.29,20.43,16.0,13.14,13.86,17.14,16.0,16.57,16.14,17.29,21.29,19.0,17.71
Missouri,Missouri,Bruised Red,Increasing,16% ^Increasing^,16,108334,1164,1134,1099,1123,1086,1046,1031,1055,1120,1147,1133,1226,1250,1303,1307,1291,1318,1430,1397,1378,1337,1323,1283,1278,1276,1330,1391,1469,1445,1535,Minimal ^Level 2^,1.0% ^0.7% - 1.2%^,Green,13522,27,62% ^Normal^,57% ^Normal^,1.0 ^0.9 - 1.1^,46.0,14.0,20.43,21.43,18.43,17.57,18.71,20.86,19.86,9.29,6.71,7.86,10.14,9.43,9.43
Montana,Montana,Red,Flat,3% ^Flat^,3,9647,98,95,96,102,97,100,111,118,122,121,125,130,133,126,129,135,137,130,132,128,125,111,113,109,109,108,113,123,138,141,Minimal ^Level 1^,0.6% ^0.3% - 1.0%^,Green,3135,68,54% ^Normal^,70% ^Elevated^,1.0 ^0.9 - 1.2^,45.0,2.0,1.71,1.86,2.0,2.0,1.86,1.71,2.43,2.43,2.57,2.86,3.0,2.71,2.86
Nebraska,Nebraska,Bruised Red,Increasing,6% ^Increasing^,6,39419,256,257,241,234,220,217,212,218,241,250,259,282,308,320,318,324,338,318,293,263,241,272,275,272,311,329,350,381,356,357,Minimal ^Level 1^,0.6% ^0.3% - 1.0%^,Green,3219,27,56% ^Normal^,57% ^Normal^,1.1 ^1.0 - 1.2^,74.0,1.86,1.71,1.71,1.71,1.0,1.0,3.14,3.71,4.29,4.29,4.29,4.43,4.29,2.57
Nevada,Nevada 😷,Red,Decreasing,-28% ^Decreasing^,-28,74595,711,705,669,637,614,578,539,520,519,488,485,472,460,460,458,429,409,377,386,391,353,341,332,299,303,275,264,277,284,293,Minimal ^Level 1^,0.6% ^0.2% - 0.9%^,Green,3609,37,69% ^Normal^,67% ^Normal^,0.8 ^0.7 - 1.0^,174.0,12.57,12.29,12.43,12.57,11.43,10.86,9.43,9.14,8.71,9.0,9.0,12.71,11.71,11.0
New Hampshire,New Hampshire,Yellow,Increasing,59% ^Increasing^,59,7814,21,18,18,16,17,19,19,18,21,24,22,21,20,21,20,22,22,25,28,29,28,28,32,36,33,36,34,36,41,34,Minimal ^Level 1^,0.2% ^0.0% - 0.4%^,Green,1407,69,46% ^Normal^,61% ^Normal^,1.1 ^0.8 - 1.4^,155.0,0.0,0.0,0.14,0.14,0.14,0.14,0.29,0.29,0.43,0.43,0.43,0.71,0.71,0.57
New Jersey,New Jersey 😷,Yellow,Increasing,20% ^Increasing^,20,198361,356,276,236,256,291,279,275,268,298,308,298,302,320,324,327,337,350,347,350,347,340,342,349,352,370,368,368,391,400,421,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,21738,156,52% ^Normal^,71% ^Elevated^,1.1 ^1.0 - 1.2^,324.0,6.43,7.0,7.0,6.14,6.14,6.43,6.14,6.43,6.0,6.0,6.14,6.71,6.43,6.14
New Mexico,New Mexico 😷,Yellow,Decreasing,-13% ^Decreasing^,-13,27041,134,133,138,134,143,141,138,137,140,138,135,125,127,126,132,126,127,123,124,118,113,103,94,88,94,88,93,100,106,110,Minimal ^Level 1^,0.3% ^0.0% - 0.5%^,Green,4900,134,55% ^Normal^,61% ^Normal^,0.9 ^0.7 - 1.2^,167.0,3.86,3.86,4.43,4.71,4.0,2.86,3.29,3.57,3.43,3.0,2.86,2.29,3.29,2.71
New York,New York 😷,Green,Flat,3% ^Flat^,3,447262,643,623,621,609,604,604,600,591,618,608,605,623,659,677,697,711,743,767,772,752,724,705,686,689,695,695,704,734,745,764,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,81277,277,52% ^Normal^,69% ^Normal^,1.0 ^0.9 - 1.1^,403.0,5.14,4.43,4.57,4.71,5.14,4.86,4.86,4.86,4.86,4.43,4.71,5.43,5.71,5.14
North Carolina,North Carolina,Red,Decreasing,-25% ^Decreasing^,-25,189576,1267,1297,1392,1419,1452,1554,1566,1579,1596,1511,1634,1573,1560,1669,1653,1590,1680,1534,1539,1515,1316,1283,1221,1147,1132,1148,1123,1179,1213,1260,Minimal ^Level 1^,0.6% ^0.5% - 0.8%^,Green,27477,66,72% ^Elevated^,73% ^Elevated^,0.9 ^0.8 - 1.0^,102.0,26.71,29.43,28.29,27.86,24.0,25.57,26.71,26.29,22.57,23.14,23.29,28.86,27.29,27.14
North Dakota,North Dakota,Bruised Red,Increasing,22% ^Increasing^,22,16723,143,153,165,184,183,193,207,213,222,233,250,262,260,254,259,263,267,265,276,284,267,263,259,245,261,279,291,313,318,326,Minimal ^Level 1^,0.8% ^0.2% - 1.4%^,Green,5672,53,39% ^Normal^,63% ^Normal^,1.1 ^1.0 - 1.2^,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.14,1.14,1.14,1.29,0.86,1.71,1.57
Ohio,Ohio 😷,Red,Decreasing,-10% ^Decreasing^,-10,141585,948,940,927,927,931,941,939,958,975,1011,1025,1066,1072,1159,1169,1183,1189,1206,1185,1168,1055,1028,996,983,969,978,1021,1070,1079,1071,Minimal ^Level 1^,0.6% ^0.5% - 0.7%^,Green,32569,92,62% ^Normal^,66% ^Normal^,1.0 ^0.9 - 1.1^,89.0,20.43,18.57,18.71,19.71,19.0,21.14,18.29,22.14,22.14,22.29,20.43,29.71,33.0,32.29
Oklahoma,Oklahoma,Bruised Red,Increasing,14% ^Increasing^,14,73318,646,652,693,686,689,687,692,702,697,645,679,694,744,747,754,782,826,833,798,784,808,830,810,800,782,821,858,894,908,945,Minimal ^Level 1^,0.9% ^0.6% - 1.1%^,Green,11161,36,64% ^Normal^,59% ^Normal^,1.1 ^1.0 - 1.2^,51.0,8.57,7.57,7.71,7.57,6.43,6.0,5.86,6.0,7.0,7.43,7.43,8.29,8.71,7.71
Oregon,Oregon 😷,Yellow,Decreasing,-23% ^Decreasing^,-23,29850,264,266,258,242,239,243,245,243,228,233,226,231,223,222,215,225,221,223,213,211,201,199,188,181,186,185,185,187,197,171,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,4062,64,61% ^Normal^,58% ^Normal^,0.9 ^0.8 - 1.1^,119.0,4.0,3.71,3.29,3.29,3.0,3.71,3.86,3.43,3.57,4.0,4.14,4.71,3.86,3.43
Pennsylvania,Pennsylvania 😷,Red,Increasing,7% ^Increasing^,7,147923,717,688,669,661,655,661,637,627,602,623,629,637,650,680,725,802,810,827,830,834,795,811,729,746,740,652,743,836,814,864,Minimal ^Level 3^,0.4% ^0.3% - 0.5%^,Green,12567,44,74% ^Elevated^,72% ^Elevated^,1.0 ^0.9 - 1.1^,116.0,12.43,12.71,12.43,15.29,14.29,13.29,12.57,13.57,11.0,11.0,12.71,12.0,14.0,13.29
Rhode Island,Rhode Island 😷,Red,Increasing,26% ^Increasing^,26,23488,95,90,98,105,107,104,97,94,103,94,97,91,92,90,89,79,80,90,88,89,84,85,91,95,74,83,80,94,97,101,Minimal ^Level 1^,0.4% ^0.0% - 0.8%^,Green,8431,253,85% ^Constrained^,106% ^Constrained^,1.1 ^1.0 - 1.3^,159.0,1.29,1.57,1.57,1.57,1.29,1.57,1.71,2.29,2.0,2.43,2.29,2.71,2.71,2.57
South Carolina,South Carolina,Bruised Red,Increasing,20% ^Increasing^,20,135446,777,773,791,773,784,800,831,812,754,796,851,905,920,908,916,1014,1053,1006,947,945,866,816,699,817,813,987,1010,1080,1130,1265,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,9838,24,73% ^Elevated^,77% ^Elevated^,1.1 ^1.0 - 1.2^,72.0,27.29,25.57,25.43,26.71,22.14,21.14,24.0,26.0,23.29,25.29,24.29,26.57,27.14,26.14
South Dakota,South Dakota,Bruised Red,Decreasing,-11% ^Decreasing^,-11,17686,107,113,123,145,143,152,159,184,215,233,258,292,298,313,307,306,297,278,255,256,236,224,214,217,221,218,214,227,246,265,Minimal ^Level 1^,1.0% ^0.4% - 1.6%^,Green,1753,20,56% ^Normal^,62% ^Normal^,0.9 ^0.8 - 1.1^,44.0,0.71,0.86,0.86,0.86,0.86,0.57,1.14,1.0,1.43,1.57,1.57,1.57,2.71,2.29
Tennessee,Tennessee,Bruised Red,Flat,1% ^Flat^,1,178140,1630,1523,1484,1477,1461,1409,1377,1365,1429,1424,1457,1311,1476,1559,1497,1481,1397,1440,1573,1454,1346,1251,1242,1323,1218,1100,1309,1354,1500,1415,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,24548,53,70% ^Normal^,69% ^Normal^,1.0 ^0.9 - 1.1^,85.0,19.43,19.57,16.86,16.43,16.43,19.14,24.71,26.86,28.86,30.43,32.57,33.0,31.43,25.14
Texas,Texas 😷,Bruised Red,Flat,0% ^Flat^,0,678819,7205,6998,6712,6329,5994,5348,5214,4983,5025,4884,4770,4688,4655,4372,4219,3944,4152,4112,3994,3914,3494,3446,3495,3218,3182,3018,3296,3851,4140,4144,Minimal ^Level 1^,0.6% ^0.5% - 0.7%^,Green,39544,29,73% ^Elevated^,67% ^Normal^,1.0 ^0.9 - 1.1^,111.0,137.86,141.14,137.43,136.57,124.57,117.43,108.86,109.43,105.0,102.57,102.71,112.86,112.29,105.29
Utah,Utah,Bruised Red,Increasing,60% ^Increasing^,60,60658,347,365,353,356,352,353,373,379,368,358,370,391,392,377,378,396,413,409,401,418,422,407,385,405,425,459,486,520,582,663,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,4487,21,57% ^Normal^,53% ^Normal^,1.2 ^1.1 - 1.3^,61.0,1.71,1.86,2.14,2.29,2.14,2.43,2.29,1.71,1.86,1.57,1.86,1.71,1.43,1.0
Vermont,Vermont 😷,Green,Decreasing,-17% ^Decreasing^,-17,1705,8,8,6,6,6,6,6,6,7,7,7,8,8,9,9,7,8,6,5,4,3,3,3,4,4,5,6,7,7,6,Minimal ^Level 1^,0.2% ^-0.1% - 0.5%^,Green,841,89,56% ^Normal^,51% ^Normal^,0.8 ^0.0 - 1.7^,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Flat,-4% ^Flat^,-4,137460,928,894,860,903,897,887,908,920,797,962,962,969,995,997,1012,1173,1027,988,1026,997,970,964,980,980,1030,984,1000,1015,1010,991,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,16007,49,64% ^Normal^,61% ^Normal^,1.0 ^0.9 - 1.1^,94.0,16.0,15.57,15.57,14.86,10.57,8.0,8.0,7.0,6.43,6.57,8.43,21.86,26.71,30.29
Washington,Washington 😷,Yellow,Decreasing,-13% ^Decreasing^,-13,81198,504,480,454,431,419,330,245,168,170,184,243,380,377,422,462,459,450,433,359,416,371,439,441,451,449,427,415,461,400,390,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,13294,103,65% ^Normal^,59% ^Normal^,1.0 ^0.9 - 1.1^,142.0,7.86,6.86,6.86,6.86,5.43,6.71,7.14,6.57,5.43,5.43,7.57,8.86,6.0,6.57
West Virginia,West Virginia,Red,Increasing,16% ^Increasing^,16,13430,113,119,113,104,101,97,95,106,93,108,112,120,134,159,157,173,173,189,186,189,165,167,167,162,176,184,178,188,198,202,Minimal ^Level 1^,0.6% ^0.3% - 0.9%^,Green,4356,65,73% ^Elevated^,63% ^Normal^,1.0 ^0.9 - 1.2^,44.0,5.86,4.43,4.71,4.71,4.0,3.43,2.86,2.86,3.14,2.86,4.0,4.29,5.14,5.29
Wisconsin,Wisconsin,Bruised Red,Increasing,86% ^Increasing^,86,100574,783,754,724,740,708,701,697,708,729,731,715,728,707,757,727,703,799,819,865,909,868,915,1037,1023,1085,1189,1224,1323,1407,1485,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,9953,20,51% ^Normal^,60% ^Normal^,1.2 ^1.1 - 1.3^,44.0,5.71,7.0,6.57,6.57,5.29,5.86,6.71,6.29,5.86,6.0,6.0,7.57,6.57,5.43
Wyoming,Wyoming,Red,Increasing,100% ^Increasing^,100,4652,49,50,49,45,42,39,39,36,36,34,34,34,34,33,32,31,32,32,30,27,34,34,37,39,42,45,51,48,59,65,Minimal ^Level 1^,1.0% ^0.3% - 1.7%^,Green,879,41,34% ^Normal^,35% ^Normal^,1.3 ^1.1 - 1.5^,47.0,0.71,0.71,0.71,0.71,0.14,0.14,0.14,0.0,0.0,0.0,0.57,0.57,0.57,1.0
Puerto Rico,Puerto Rico,Bruised Red,Increasing,15% ^Increasing^,15,38867,551,528,531,555,556,551,430,401,463,449,425,422,369,386,466,402,322,277,241,311,298,215,297,334,371,407,339,381,397,370,Low ^Level 5^,,Green,370,3,57% ^Normal^,49% ^Normal^,1.0 ^0.9 - 1.1^,70.0,4.43,5.14,6.14,6.14,6.71,8.14,9.14,9.71,10.14,8.86,9.29,9.86,10.0,10.86
United States,United States,Red,Decreasing,-6% ^Decreasing^,-6,6637996,47045,45892,44584,43168,42461,41991,41356,41210,41244,41249,40991,41273,40819,41688,40892,41006,41728,41791,40878,40495,37610,36557,35534,34589,34191,34382,35118,37007,38297,39159,N/A ^Not Available^,,Green,787903,61,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,853.86,839.86,835.86,815.43,720.14,728.0,742.29,745.14,729.43,721.0,746.71,843.0,859.0,815.0
