STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,COVID-LIKE SYMPTOMS (95% CI),GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Georgia,Georgia,Bruised Red,Decreasing,-18% ^Decreasing^,-18,283199,3345,3346,3370,3520,3491,3396,3270,3106,2919,2834,2727,2547,2582,2534,2436,2417,2485,2382,2373,2333,2249,2219,2146,2031,2049,2003,2031,1997,1970,2032,Minimal ^Level 1^,0.8% ^0.7% - 1.0%^,Green,21725,32,72% ^Elevated^,81% ^Constrained^,0.9 ^0.8 - 1.0^,94.0,61.29,66.86,66.0,69.86,67.57,69.14,67.43,68.0,67.29,69.14,67.86,65.71,57.29,61.86
Hawaii,Hawaii,Bruised Red,Flat,0% ^Flat^,0,9693,143,164,179,170,195,221,200,204,211,221,225,236,219,219,218,219,223,253,196,202,246,251,255,248,213,238,247,234,235,222,Minimal ^Level 1^,0.6% ^0.2% - 0.9%^,Green,5123,70,63% ^Normal^,90% ^Constrained^,1.0 ^0.9 - 1.1^,28.0,1.0,1.29,1.0,0.86,1.43,1.86,2.14,2.29,3.0,3.57,3.43,3.43,3.14,3.14
Idaho,Idaho,Bruised Red,Decreasing,-18% ^Decreasing^,-18,33477,457,483,475,489,480,489,462,464,426,427,406,390,366,356,314,312,313,304,307,298,286,288,288,288,288,270,269,258,259,257,Minimal ^Level 1^,0.9% ^0.6% - 1.3%^,Green,1835,22,54% ^Normal^,50% ^Normal^,1.0 ^0.9 - 1.1^,88.0,5.43,5.86,6.29,6.57,6.43,7.0,7.43,7.43,6.71,6.0,5.0,4.14,4.14,3.71
Illinois,Illinois 😷,Bruised Red,Increasing,17% ^Increasing^,17,251508,1749,1737,1740,1751,1734,1717,1745,1693,1719,1784,1811,1904,1904,1903,1979,2026,2003,1994,1975,1957,1977,1909,1923,1931,1904,1900,1851,2302,2434,2350,Minimal ^Level 1^,0.6% ^0.5% - 0.7%^,Green,57402,74,55% ^Normal^,66% ^Normal^,0.9 ^0.8 - 1.0^,72.0,18.57,19.0,20.86,20.29,20.0,19.14,19.86,19.71,21.0,19.57,19.71,22.29,24.0,23.14
Indiana,Indiana 😷,Red,Flat,-1% ^Flat^,-1,99804,881,924,937,944,935,936,911,913,870,859,855,831,816,812,806,788,941,939,1003,1032,999,1017,1054,943,924,913,907,939,932,927,Minimal ^Level 1^,0.6% ^0.5% - 0.8%^,Green,10502,34,62% ^Normal^,62% ^Normal^,1.0 ^0.9 - 1.1^,72.0,12.86,10.86,11.29,10.71,9.86,9.57,10.14,10.14,10.14,9.43,9.43,10.43,11.0,10.43
Iowa,Iowa,Bruised Red,Increasing,42% ^Increasing^,42,68291,472,471,461,470,450,425,438,501,520,522,517,497,526,582,563,550,559,620,707,824,852,859,921,956,946,916,820,806,842,796,Minimal ^Level 1^,0.9% ^0.6% - 1.1%^,Green,5120,19,59% ^Normal^,62% ^Normal^,1.1 ^1.0 - 1.2^,57.0,9.0,9.0,8.71,9.86,10.57,11.0,11.0,10.29,10.14,8.43,7.43,6.57,7.57,7.43
Kansas,Kansas 😷,Bruised Red,Increasing,29% ^Increasing^,29,45220,404,404,408,408,404,404,464,464,464,491,491,478,478,424,424,424,462,462,578,578,599,599,599,602,602,572,572,596,596,596,Minimal ^Level 1^,0.9% ^0.6% - 1.2%^,Green,3437,17,63% ^Normal^,57% ^Normal^,1.1 ^1.0 - 1.2^,50.0,3.0,3.0,3.71,3.71,3.43,3.43,3.43,2.86,2.86,3.0,3.0,5.43,5.43,5.43
Kentucky,Kentucky 😷,Bruised Red,Increasing,13% ^Increasing^,13,52774,551,542,535,514,601,633,643,622,619,634,644,569,563,567,476,602,601,610,615,622,642,759,643,642,660,680,701,703,698,677,Minimal ^Level 1^,0.7% ^0.5% - 1.0%^,Green,8002,36,79% ^Elevated^,68% ^Normal^,1.2 ^1.1 - 1.3^,52.0,9.57,9.29,8.57,7.71,7.71,8.14,7.0,6.86,7.57,9.14,9.43,9.86,10.29,9.43
Louisiana,Louisiana 😷,Bruised Red,Flat,2% ^Flat^,2,153764,1781,1665,1588,1238,1194,1170,1142,1142,931,932,857,800,769,712,712,718,726,713,823,788,746,746,804,761,781,725,744,775,775,742,Minimal ^Level 1^,0.8% ^0.5% - 1.0%^,Green,12828,52,66% ^Normal^,66% ^Normal^,1.1 ^1.0 - 1.2^,141.0,34.0,34.71,34.57,33.86,31.0,31.0,26.43,26.57,26.71,21.86,21.0,18.71,18.71,23.14
Maine,Maine 😷,Green,Increasing,7% ^Increasing^,7,4682,13,12,11,11,11,13,14,17,18,21,23,23,23,24,25,24,23,22,22,23,22,25,25,24,26,25,29,28,25,24,Minimal ^Level 1^,0.5% ^0.2% - 0.7%^,Green,5313,262,71% ^Elevated^,70% ^Elevated^,1.1 ^0.7 - 1.4^,131.0,0.57,0.57,0.71,0.57,0.43,0.29,0.14,0.14,0.14,0.14,0.14,0.29,0.29,0.29
Maryland,Maryland 😷,Red,Increasing,9% ^Increasing^,9,112119,745,747,731,713,708,736,724,730,673,637,627,609,581,575,547,556,565,544,548,548,538,539,527,511,545,548,564,595,616,618,Minimal ^Level 1^,0.3% ^0.2% - 0.5%^,Green,10584,52,72% ^Elevated^,80% ^Constrained^,1.1 ^1.0 - 1.2^,123.0,7.57,8.14,8.0,7.57,8.86,8.71,8.71,8.71,7.71,7.0,8.0,7.57,7.14,6.71
Massachusetts,Massachusetts 😷,Yellow,Decreasing,-20% ^Decreasing^,-20,122562,382,369,380,358,337,349,320,312,309,300,269,345,344,384,352,309,373,405,334,342,338,381,410,359,353,305,311,276,275,299,Minimal ^Level 1^,0.3% ^0.1% - 0.4%^,Green,19375,185,53% ^Normal^,71% ^Elevated^,0.9 ^0.8 - 1.0^,-107.0,16.43,17.29,15.86,17.0,17.43,16.43,18.29,16.0,14.86,10.43,10.0,11.0,11.43,10.86
Michigan,Michigan 😷,Yellow,Decreasing,-6% ^Decreasing^,-6,117191,694,709,705,720,685,743,751,799,790,778,741,772,680,556,609,650,705,748,770,818,931,727,817,763,740,713,700,737,865,666,Minimal ^Level 1^,0.5% ^0.3% - 0.6%^,Green,24887,113,75% ^Elevated^,74% ^Elevated^,1.0 ^0.9 - 1.1^,119.0,10.14,10.86,10.29,10.29,11.14,8.14,12.71,12.86,11.86,13.0,12.14,12.29,13.43,8.29
Minnesota,Minnesota,Red,Increasing,18% ^Increasing^,18,80587,702,707,708,668,646,622,648,616,608,600,603,616,616,630,636,633,655,664,660,726,730,770,801,795,807,836,819,818,803,771,Minimal ^Level 1^,0.6% ^0.4% - 0.7%^,Green,9460,37,74% ^Elevated^,70% ^Normal^,1.1 ^1.0 - 1.2^,70.0,8.43,8.29,8.29,9.14,8.57,8.0,7.43,7.0,6.71,5.71,4.86,5.71,5.71,6.29
Mississippi,Mississippi 😷,Bruised Red,Decreasing,-30% ^Decreasing^,-30,86888,966,946,932,871,847,798,785,730,709,680,702,740,780,770,788,823,856,857,794,749,710,680,683,649,625,608,632,664,636,602,Minimal ^Level 1^,1.2% ^0.9% - 1.6%^,Green,4092,21,72% ^Elevated^,66% ^Normal^,0.9 ^0.8 - 1.0^,98.0,21.86,26.71,30.0,29.86,28.43,27.14,28.71,32.14,25.43,21.86,19.57,20.71,20.29,20.43
Missouri,Missouri,Bruised Red,Increasing,34% ^Increasing^,34,93434,874,791,1010,979,1030,1059,1127,1288,1442,1238,1212,1164,1134,1099,1123,1086,1046,1031,1055,1120,1147,1133,1226,1250,1303,1307,1291,1318,1430,1397,Minimal ^Level 1^,0.7% ^0.5% - 0.8%^,Green,10229,22,66% ^Normal^,61% ^Normal^,1.1 ^1.0 - 1.2^,44.0,4.29,5.43,5.0,4.71,6.43,10.14,11.71,14.86,14.0,13.29,13.57,14.0,20.43,21.43
Montana,Montana,Red,Increasing,33% ^Increasing^,33,8264,115,108,112,113,120,115,112,110,114,111,106,98,95,96,102,97,100,111,118,122,121,125,130,133,126,129,135,137,130,132,Minimal ^Level 1^,0.8% ^0.4% - 1.2%^,Green,2195,50,63% ^Normal^,61% ^Normal^,1.1 ^1.0 - 1.3^,41.0,1.29,1.86,2.0,1.29,1.57,2.0,2.0,1.86,1.14,1.57,1.86,2.0,1.71,1.86
Nebraska,Nebraska,Bruised Red,Increasing,35% ^Increasing^,35,35805,270,265,247,249,265,251,263,269,285,277,267,256,257,241,234,220,217,212,218,241,250,259,282,308,320,318,324,338,318,293,Minimal ^Level 1^,0.9% ^0.5% - 1.2%^,Green,2698,28,58% ^Normal^,64% ^Normal^,1.1 ^1.0 - 1.2^,82.0,2.43,3.0,2.14,2.14,2.57,2.29,2.29,2.0,2.0,2.29,1.86,1.86,1.71,1.71
Nevada,Nevada 😷,Bruised Red,Decreasing,-33% ^Decreasing^,-33,71610,906,861,825,763,746,728,745,741,725,714,731,711,705,669,637,614,578,539,520,519,488,485,472,460,460,458,429,409,377,386,Minimal ^Level 1^,0.7% ^0.4% - 1.0%^,Green,3400,27,72% ^Elevated^,73% ^Elevated^,0.8 ^0.7 - 0.9^,126.0,17.57,18.29,16.57,14.14,14.57,15.0,15.0,15.0,11.86,12.29,13.14,12.57,12.29,12.43
New Hampshire,New Hampshire,Green,Increasing,48% ^Increasing^,48,7447,29,31,29,29,28,29,26,23,22,23,22,21,18,18,16,17,19,19,18,21,24,22,21,20,21,20,22,22,25,28,Minimal ^Level 1^,0.2% ^0.0% - 0.4%^,Green,1624,79,51% ^Normal^,64% ^Normal^,1.1 ^0.6 - 1.5^,185.0,0.86,0.71,0.43,0.43,0.57,0.43,0.43,0.43,0.43,0.29,0.14,0.0,0.0,0.14
New Jersey,New Jersey 😷,Green,Increasing,25% ^Increasing^,25,194058,343,346,345,358,373,413,443,430,383,391,375,356,276,236,256,291,279,275,268,298,308,298,302,320,324,327,337,350,347,350,Minimal ^Level 1^,0.2% ^0.1% - 0.3%^,Green,23710,177,54% ^Normal^,74% ^Elevated^,1.1 ^1.0 - 1.2^,382.0,6.29,5.43,5.29,5.43,5.43,5.57,5.71,6.43,6.57,6.71,6.71,6.43,7.0,7.0
New Mexico,New Mexico 😷,Yellow,Decreasing,-12% ^Decreasing^,-12,26048,195,188,186,188,186,179,173,171,170,156,151,134,133,138,134,143,141,138,137,140,138,135,125,127,126,132,126,127,123,124,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,5041,123,58% ^Normal^,59% ^Normal^,1.0 ^0.8 - 1.1^,143.0,4.43,4.14,3.86,3.71,4.29,4.0,3.71,3.57,4.57,5.29,5.0,3.86,3.86,4.43
New York,New York 😷,Green,Increasing,28% ^Increasing^,28,439501,654,652,642,631,640,645,646,651,664,654,653,643,623,621,609,604,604,600,591,618,608,605,623,659,677,697,711,743,767,772,Minimal ^Level 1^,0.3% ^0.3% - 0.4%^,Green,85636,292,59% ^Normal^,83% ^Constrained^,1.1 ^1.0 - 1.2^,392.0,5.57,4.71,5.0,4.86,4.86,5.29,5.57,4.71,4.86,4.43,4.86,5.14,4.43,4.57
North Carolina,North Carolina,Red,Flat,-1% ^Flat^,-1,176901,1555,1571,1473,1391,1396,1365,1337,1277,1248,1239,1269,1267,1297,1392,1419,1452,1554,1566,1579,1596,1511,1634,1573,1560,1669,1653,1590,1680,1534,1539,Minimal ^Level 1^,0.6% ^0.5% - 0.8%^,Green,28525,56,72% ^Elevated^,74% ^Elevated^,1.0 ^0.9 - 1.1^,77.0,26.71,24.86,25.0,23.57,22.57,23.14,23.0,23.86,24.43,24.71,24.71,26.71,29.43,28.29
North Dakota,North Dakota,Bruised Red,Increasing,43% ^Increasing^,43,13631,129,142,133,136,130,142,142,134,142,133,128,143,153,165,185,184,193,207,214,223,234,250,261,259,253,257,261,266,264,276,Minimal ^Level 1^,0.8% ^0.3% - 1.2%^,Green,1576,17,44% ^Normal^,68% ^Normal^,1.1 ^1.0 - 1.2^,32.0,1.0,0.86,1.0,0.86,0.86,0.86,0.86,0.86,1.0,0.71,0.86,1.0,1.0,1.0
Ohio,Ohio 😷,Red,Increasing,26% ^Increasing^,26,130558,1126,1117,1110,1103,1135,1136,1126,1101,1063,1047,1014,948,940,927,927,931,941,939,958,975,1011,1025,1066,1072,1159,1169,1183,1189,1206,1185,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,29625,76,67% ^Normal^,71% ^Elevated^,1.1 ^1.0 - 1.2^,74.0,22.0,17.86,19.57,21.0,21.43,21.57,21.43,21.71,24.14,18.86,21.43,20.43,18.57,18.71
Oklahoma,Oklahoma,Bruised Red,Increasing,16% ^Increasing^,16,63607,764,763,766,752,691,672,663,674,682,678,657,646,652,693,686,689,687,692,702,697,645,679,694,744,747,754,782,826,833,798,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,8447,32,65% ^Normal^,63% ^Normal^,1.1 ^1.0 - 1.2^,53.0,9.29,8.86,9.14,9.86,10.14,10.29,10.43,10.0,9.29,8.29,8.14,8.57,7.57,7.71
Oregon,Oregon 😷,Yellow,Decreasing,-13% ^Decreasing^,-13,28044,313,311,303,296,292,296,282,287,284,280,272,264,266,258,242,239,243,245,243,228,233,226,231,223,222,215,225,221,223,213,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,4583,65,79% ^Elevated^,96% ^Constrained^,1.0 ^0.8 - 1.1^,89.0,4.57,4.43,3.57,3.71,4.71,5.29,5.86,5.57,5.29,5.0,4.57,4.0,3.71,3.29
Pennsylvania,Pennsylvania 😷,Red,Increasing,26% ^Increasing^,26,139316,737,752,757,753,774,800,810,815,801,770,757,717,688,669,661,655,661,637,627,602,623,629,637,650,680,725,802,810,827,830,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,12745,47,77% ^Elevated^,83% ^Constrained^,1.1 ^1.0 - 1.2^,114.0,15.86,15.14,14.43,13.86,13.86,13.57,13.57,13.43,12.29,12.57,13.86,12.43,12.71,12.43
Rhode Island,Rhode Island 😷,Yellow,Decreasing,-53% ^Decreasing^,-53,22243,116,126,98,95,93,90,85,87,87,91,91,95,90,98,105,107,104,97,94,103,94,97,91,92,90,89,79,80,55,49,Minimal ^Level 1^,0.4% ^0.1% - 0.7%^,Green,5292,330,88% ^Severely constrained^,100% ^Constrained^,0.9 ^0.7 - 1.1^,315.0,1.71,2.14,2.0,2.29,2.29,1.71,1.71,1.86,1.57,1.43,1.57,1.29,1.14,1.14
South Carolina,South Carolina,Bruised Red,Increasing,18% ^Increasing^,18,124952,1266,1235,1173,1134,1072,1016,946,917,866,828,792,777,773,791,773,784,800,831,812,754,796,851,905,920,908,916,1014,1053,1006,947,Minimal ^Level 2^,0.7% ^0.5% - 0.9%^,Green,8336,27,76% ^Elevated^,83% ^Constrained^,1.1 ^1.0 - 1.2^,89.0,31.86,26.57,30.43,32.43,28.0,29.29,29.29,29.86,32.57,31.57,25.57,27.29,25.57,25.43
South Dakota,South Dakota,Bruised Red,Increasing,68% ^Increasing^,68,15109,87,93,92,91,92,89,93,92,96,100,104,107,113,123,145,143,152,159,184,215,233,258,292,298,313,307,306,297,278,255,Minimal ^Level 1^,0.5% ^0.2% - 0.9%^,Green,1350,16,51% ^Normal^,61% ^Normal^,1.2 ^1.1 - 1.3^,39.0,1.14,1.0,1.0,0.71,0.86,1.0,0.86,0.86,0.86,1.0,1.0,0.71,0.86,0.86
Tennessee,Tennessee,Bruised Red,Increasing,12% ^Increasing^,12,164126,1772,1869,1897,1782,1756,1737,1668,1595,1571,1547,1552,1630,1523,1484,1477,1461,1409,1377,1365,1429,1424,1457,1311,1476,1559,1497,1481,1397,1440,1573,Minimal ^Level 1^,0.9% ^0.7% - 1.1%^,Green,20313,39,70% ^Elevated^,67% ^Normal^,1.0 ^0.9 - 1.1^,70.0,28.71,28.86,28.0,26.43,21.71,23.14,25.71,23.71,21.86,21.29,20.29,19.43,19.57,16.86
Texas,Texas 😷,Red,Decreasing,-25% ^Decreasing^,-25,638310,7285,7982,6972,7063,6705,6584,6581,6765,7031,7448,7087,7205,6998,6712,6329,5994,5348,5214,4983,5025,4884,4770,4688,4655,4372,4219,3944,4152,4112,3994,Minimal ^Level 1^,0.7% ^0.6% - 0.8%^,Green,51124,39,76% ^Elevated^,69% ^Normal^,0.9 ^0.8 - 1.0^,108.0,194.43,189.43,178.0,182.43,173.57,164.86,162.86,163.0,157.86,152.14,145.86,137.86,141.14,137.43
Utah,Utah,Red,Increasing,14% ^Increasing^,14,54660,436,422,409,406,395,358,372,367,361,358,344,347,365,353,356,352,353,373,379,368,358,370,391,392,377,378,396,413,409,401,Minimal ^Level 1^,0.7% ^0.4% - 0.9%^,Green,4747,36,56% ^Normal^,58% ^Normal^,1.1 ^1.0 - 1.2^,92.0,3.71,4.0,3.43,3.14,3.43,3.14,3.14,2.43,1.71,1.29,1.57,1.71,1.86,2.14
Vermont,Vermont 😷,Green,Decreasing,-18% ^Decreasing^,-18,1648,5,5,5,6,6,6,8,8,8,9,8,8,8,6,6,6,6,6,6,7,7,7,8,8,9,9,7,8,6,5,Minimal ^Level 1^,0.3% ^-0.1% - 0.6%^,Green,1541,164,65% ^Normal^,63% ^Normal^,0.7 ^0.0 - 1.5^,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Increasing,16% ^Increasing^,16,126926,1198,1186,1092,1071,1067,1108,994,937,943,953,934,928,894,860,903,897,887,908,920,797,962,962,969,995,997,1012,1173,1027,988,1026,Minimal ^Level 1^,0.5% ^0.3% - 0.6%^,Green,13808,41,69% ^Normal^,64% ^Normal^,1.0 ^0.9 - 1.1^,83.0,12.29,14.0,15.0,12.57,16.29,17.86,14.57,15.57,16.86,18.0,19.57,16.0,15.57,15.57
Washington,Washington 😷,Yellow,Increasing,9% ^Increasing^,9,76836,623,619,613,591,573,559,554,551,544,521,509,504,480,454,431,419,330,245,168,170,184,243,380,377,422,462,459,450,433,359,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,12732,107,96% ^Severely constrained^,91% ^Constrained^,1.0 ^0.9 - 1.1^,146.0,11.71,11.71,9.57,8.29,7.57,7.86,6.86,6.0,6.86,7.86,7.86,7.86,6.86,6.86
West Virginia,West Virginia,Red,Increasing,91% ^Increasing^,91,11412,118,120,112,118,121,125,120,128,124,125,122,113,119,113,104,101,97,95,106,93,108,112,120,134,159,157,173,173,189,186,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,3894,63,72% ^Elevated^,70% ^Normal^,1.3 ^1.1 - 1.4^,40.0,2.71,3.29,3.43,4.71,4.57,5.14,5.0,5.0,5.0,5.71,5.43,5.86,4.43,4.71
Wisconsin,Wisconsin,Bruised Red,Increasing,23% ^Increasing^,23,86353,879,835,851,850,792,805,808,762,773,766,757,783,754,724,740,708,701,697,708,729,731,715,728,707,757,727,703,799,819,865,Minimal ^Level 1^,0.5% ^0.4% - 0.7%^,Green,8378,29,53% ^Normal^,62% ^Normal^,1.1 ^1.0 - 1.2^,67.0,6.14,6.14,5.86,6.43,6.57,5.43,5.86,5.86,5.29,6.0,5.0,5.71,7.0,6.57
Wyoming,Wyoming,Red,Decreasing,-22% ^Decreasing^,-22,4032,35,35,28,27,23,23,26,31,34,41,41,49,50,49,45,42,39,39,36,36,34,34,34,34,33,32,31,32,32,30,Minimal ^Level 1^,0.6% ^0.1% - 1.0%^,Green,436,44,49% ^Normal^,44% ^Normal^,1.0 ^0.6 - 1.3^,90.0,0.57,0.43,0.43,0.43,0.0,0.0,0.0,0.0,0.57,0.57,0.57,0.71,0.71,0.71
Puerto Rico,Puerto Rico,Bruised Red,Decreasing,-56% ^Decreasing^,-56,34533,507,530,576,583,632,645,635,610,555,563,616,551,528,531,555,556,551,430,401,463,449,425,422,369,386,466,402,322,277,241,Low ^Level 5^,,Green,241,3,61% ^Normal^,59% ^Normal^,0.8 ^0.6 - 0.9^,97.0,7.86,7.0,6.86,6.43,7.14,6.71,6.29,6.29,5.71,5.57,5.14,4.43,5.14,6.14
United States,United States,Red,Flat,-3% ^Flat^,-3,6244487,52829,53379,52284,52830,53367,53015,52197,52542,51379,50770,48639,47045,45891,44584,43169,42462,41992,41355,41211,41245,41250,40990,41272,40818,41687,40890,40944,41655,41679,40860,N/A ^Not Available^,,Green,750364,56,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,973.29,966.14,948.14,947.57,933.43,931.43,917.57,921.0,903.43,866.0,857.71,854.0,839.0,835.0
