lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day
2020-08-19,Alexandria,306,22,326,23,0.0719,0.07055,0.06023
2020-08-19,Lenowisco,85,3,92,3,0.03529,0.03261,0.08257
2020-08-19,Lord Fairfax,607,16,623,16,0.02636,0.02568,0.04164
2020-08-19,Virginia Beach,810,66,841,69,0.08148,0.08205,0.07031
2020-08-19,Loudoun,736,34,817,42,0.0462,0.05141,0.05534
2020-08-19,Three Rivers,217,9,228,10,0.04147,0.04386,0.03924
2020-08-19,Thomas Jefferson,544,24,561,25,0.04412,0.04456,0.05615
2020-08-19,Southside,163,18,167,19,0.11043,0.11377,0.07195
2020-08-19,Roanoke,409,24,420,25,0.05868,0.05952,0.04528
2020-08-19,Richmond,429,22,445,25,0.05128,0.05618,0.04949
2020-08-19,Rappahannock Rapidan,215,14,242,21,0.06512,0.08678,0.08389
2020-08-19,Rappahannock,612,49,644,50,0.08007,0.07764,0.07591
2020-08-19,Prince William,1124,75,1198,86,0.06673,0.07179,0.08507
2020-08-19,Portsmouth,287,30,290,30,0.10453,0.10345,0.121
2020-08-19,Pittsylvania-Danville,214,22,219,22,0.1028,0.10046,0.13045
2020-08-19,Piedmont,127,5,130,6,0.03937,0.04615,0.0539
2020-08-19,Peninsula,524,54,539,56,0.10305,0.1039,0.08619
2020-08-19,Norfolk,628,48,635,49,0.07643,0.07717,0.08431
2020-08-19,New River,1065,14,1076,18,0.01315,0.01673,0.0275
2020-08-19,Mount Rogers,159,17,173,27,0.10692,0.15607,0.07565
2020-08-19,West Piedmont,140,40,142,40,0.28571,0.28169,0.19461
2020-08-20,West Piedmont,178,32,185,34,0.17978,0.18378,0.19478
2020-08-20,Western Tidewater,444,63,451,63,0.14189,0.13969,0.12254
2020-08-20,Alleghany,231,11,244,13,0.04762,0.05328,0.06462
2020-08-20,Central Shenandoah,525,16,531,16,0.03048,0.03013,0.04619
2020-08-20,Central Virginia,663,64,679,64,0.09653,0.09426,0.10065
2020-08-20,Chesapeake,427,45,441,45,0.10539,0.10204,0.11384
2020-08-20,Chesterfield,571,35,608,40,0.0613,0.06579,0.06645
2020-08-20,Chickahominy,204,8,214,9,0.03922,0.04206,0.04968
2020-08-20,Crater,286,33,295,33,0.11538,0.11186,0.11021
2020-08-20,Cumberland Plateau,77,3,87,5,0.03896,0.05747,0.06915
2020-08-20,Eastern Shore,82,5,82,5,0.06098,0.06098,0.03491
2020-08-20,Fairfax,1719,113,1951,136,0.06574,0.06971,0.05758
2020-08-20,Hampton,205,20,210,21,0.09756,0.1,0.0822
2020-08-20,Henrico,615,69,641,73,0.1122,0.11388,0.06685
2020-08-20,Lenowisco,134,9,146,10,0.06716,0.06849,0.08423
2020-08-20,Lord Fairfax,494,13,504,13,0.02632,0.02579,0.03652
2020-08-20,Loudoun,670,32,734,33,0.04776,0.04496,0.05414
2020-08-20,Arlington,507,33,551,37,0.06509,0.06715,0.05287
2020-08-20,Mount Rogers,273,33,291,42,0.12088,0.14433,0.08467
2020-08-20,Norfolk,547,44,556,44,0.08044,0.07914,0.08058
2020-08-20,Peninsula,625,46,635,47,0.0736,0.07402,0.08459
2020-08-20,Piedmont,146,14,150,14,0.09589,0.09333,0.05624
2020-08-20,Pittsylvania-Danville,217,29,217,29,0.13364,0.13364,0.12921
2020-08-20,Portsmouth,309,31,311,31,0.10032,0.09968,0.11728
2020-08-20,Prince William,782,59,842,70,0.07545,0.08314,0.08514
2020-08-20,Rappahannock,550,23,576,27,0.04182,0.04688,0.0726
2020-08-20,Rappahannock Rapidan,212,10,229,16,0.04717,0.06987,0.08376
2020-08-20,Richmond,736,36,757,38,0.04891,0.0502,0.04332
2020-08-20,Roanoke,521,43,532,44,0.08253,0.08271,0.05227
2020-08-20,Southside,91,9,100,10,0.0989,0.1,0.07636
2020-08-20,Thomas Jefferson,558,40,567,41,0.07168,0.07231,0.05919
2020-08-20,Three Rivers,243,11,252,11,0.04527,0.04365,0.0388
2020-08-20,Virginia Beach,911,55,937,58,0.06037,0.0619,0.06765
2020-08-20,New River,1162,31,1171,31,0.02668,0.02647,0.02551
2020-08-20,Alexandria,298,21,323,25,0.07047,0.0774,0.06022
2020-08-21,Three Rivers,168,10,183,10,0.05952,0.05464,0.042
2020-08-21,Alexandria,300,20,321,25,0.06667,0.07788,0.06099
2020-08-21,Thomas Jefferson,481,26,496,27,0.05405,0.05444,0.05566
2020-08-21,Southside,107,6,108,6,0.05607,0.05556,0.07558
2020-08-21,Roanoke,512,33,519,33,0.06445,0.06358,0.05441
2020-08-21,Richmond,1129,34,1142,34,0.03012,0.02977,0.04172
2020-08-21,Rappahannock Rapidan,345,7,369,16,0.02029,0.04336,0.07887
2020-08-21,Rappahannock,537,34,563,35,0.06331,0.06217,0.06948
2020-08-21,Prince William,798,61,873,84,0.07644,0.09622,0.08066
2020-08-21,Portsmouth,192,27,193,27,0.14062,0.1399,0.12062
2020-08-21,Pittsylvania-Danville,198,24,199,24,0.12121,0.1206,0.13008
2020-08-21,Piedmont,127,6,128,6,0.04724,0.04688,0.05505
2020-08-21,Peninsula,823,75,847,76,0.09113,0.08973,0.08891
2020-08-21,Norfolk,376,39,385,40,0.10372,0.1039,0.08274
2020-08-21,New River,1194,28,1206,29,0.02345,0.02405,0.01444
2020-08-21,Western Tidewater,260,39,268,41,0.15,0.15299,0.12438
2020-08-21,Virginia Beach,785,39,813,40,0.04968,0.0492,0.06483
2020-08-21,West Piedmont,133,20,141,23,0.15038,0.16312,0.17321
2020-08-21,Lenowisco,237,12,244,13,0.05063,0.05328,0.06378
2020-08-21,Henrico,826,48,862,52,0.05811,0.06032,0.06613
2020-08-21,Hampton,251,20,253,20,0.07968,0.07905,0.08402
2020-08-21,Fairfax,1671,101,1890,114,0.06044,0.06032,0.05567
2020-08-21,Eastern Shore,76,1,76,1,0.01316,0.01316,0.03401
2020-08-21,Cumberland Plateau,49,1,51,1,0.02041,0.01961,0.06413
2020-08-21,Crater,216,36,232,41,0.16667,0.17672,0.12315
2020-08-21,Chickahominy,216,6,236,7,0.02778,0.02966,0.04616
2020-08-21,Chesterfield,617,61,680,70,0.09887,0.10294,0.07054
2020-08-21,Chesapeake,311,42,324,42,0.13505,0.12963,0.1179
2020-08-21,Central Virginia,339,48,342,48,0.14159,0.14035,0.10782
2020-08-21,Central Shenandoah,216,10,229,12,0.0463,0.0524,0.04788
2020-08-21,Arlington,472,20,534,22,0.04237,0.0412,0.04952
2020-08-21,Alleghany,163,15,177,16,0.09202,0.0904,0.07328
2020-08-21,Lord Fairfax,354,14,362,15,0.03955,0.04144,0.03825
2020-08-21,Mount Rogers,241,19,248,20,0.07884,0.08065,0.08965
2020-08-21,Loudoun,560,31,621,41,0.05536,0.06602,0.05439
2020-08-22,Western Tidewater,285,35,288,36,0.12281,0.125,0.12824
2020-08-22,Henrico,683,40,699,42,0.05857,0.06009,0.0638
2020-08-22,Hampton,185,21,190,23,0.11351,0.12105,0.09025
2020-08-22,Fairfax,1986,82,2126,88,0.04129,0.04139,0.05537
2020-08-22,Eastern Shore,54,0,55,0,0.0,0.0,0.03141
2020-08-22,Cumberland Plateau,37,3,40,3,0.08108,0.075,0.06489
2020-08-22,West Piedmont,207,18,209,18,0.08696,0.08612,0.17166
2020-08-22,Lenowisco,164,10,170,11,0.06098,0.06471,0.0594
2020-08-22,Chickahominy,265,10,275,12,0.03774,0.04364,0.04153
2020-08-22,Chesapeake,412,53,427,55,0.12864,0.12881,0.11515
2020-08-22,Central Virginia,449,48,456,48,0.1069,0.10526,0.11397
2020-08-22,Central Shenandoah,268,16,277,17,0.0597,0.06137,0.04506
2020-08-22,Arlington,442,21,464,22,0.04751,0.04741,0.05219
2020-08-22,Alleghany,176,19,183,19,0.10795,0.10383,0.0816
2020-08-22,Alexandria,309,11,337,13,0.0356,0.03858,0.05655
2020-08-22,Chesterfield,511,45,544,52,0.08806,0.09559,0.07461
2020-08-22,Lord Fairfax,518,11,526,11,0.02124,0.02091,0.03751
2020-08-22,Crater,288,30,297,34,0.10417,0.11448,0.12773
2020-08-22,Mount Rogers,241,17,248,19,0.07054,0.07661,0.09173
2020-08-22,Loudoun,591,34,640,39,0.05753,0.06094,0.05608
2020-08-22,Virginia Beach,1007,54,1028,56,0.05362,0.05447,0.06186
2020-08-22,Three Rivers,162,9,166,9,0.05556,0.05422,0.04106
2020-08-22,Thomas Jefferson,395,16,401,16,0.04051,0.0399,0.05557
2020-08-22,Southside,152,12,157,12,0.07895,0.07643,0.07983
2020-08-22,Richmond,833,29,845,35,0.03481,0.04142,0.04136
2020-08-22,Rappahannock Rapidan,174,8,189,14,0.04598,0.07407,0.08145
2020-08-22,Roanoke,772,18,784,18,0.02332,0.02296,0.05313
2020-08-22,Prince William,678,52,722,63,0.0767,0.08726,0.07803
2020-08-22,Portsmouth,195,31,196,32,0.15897,0.16327,0.12687
2020-08-22,Pittsylvania-Danville,162,21,163,21,0.12963,0.12883,0.13035
2020-08-22,Piedmont,164,14,168,14,0.08537,0.08333,0.05986
2020-08-22,Peninsula,478,52,487,52,0.10879,0.10678,0.09669
2020-08-22,Norfolk,558,46,569,48,0.08244,0.08436,0.08242
2020-08-22,New River,1367,50,1375,50,0.03658,0.03636,0.01738
2020-08-22,Rappahannock,411,35,440,41,0.08516,0.09318,0.07062
2020-08-23,Cumberland Plateau,70,4,73,4,0.05714,0.05479,0.06377
2020-08-23,Lenowisco,145,8,148,9,0.05517,0.06081,0.05991
2020-08-23,Henrico,493,85,517,91,0.17241,0.17602,0.08193
2020-08-23,Hampton,112,9,115,9,0.08036,0.07826,0.09374
2020-08-23,Fairfax,1491,92,1593,103,0.0617,0.06466,0.05616
2020-08-23,Eastern Shore,47,1,48,1,0.02128,0.02083,0.03048
2020-08-23,Crater,255,27,259,28,0.10588,0.10811,0.12763
2020-08-23,Alexandria,236,16,252,19,0.0678,0.0754,0.05883
2020-08-23,Chesterfield,364,21,395,24,0.05769,0.06076,0.07216
2020-08-23,Chesapeake,374,46,389,49,0.12299,0.12596,0.12308
2020-08-23,Central Virginia,441,44,445,44,0.09977,0.09888,0.11594
2020-08-23,Central Shenandoah,233,20,237,21,0.08584,0.08861,0.0502
2020-08-23,Arlington,431,13,458,17,0.03016,0.03712,0.0466
2020-08-23,Alleghany,121,14,125,14,0.1157,0.112,0.08884
2020-08-23,Chickahominy,151,8,158,8,0.05298,0.05063,0.04306
2020-08-23,Mount Rogers,309,31,314,31,0.10032,0.09873,0.09202
2020-08-23,Lord Fairfax,398,12,403,12,0.03015,0.02978,0.03573
2020-08-23,Norfolk,485,32,493,33,0.06598,0.06694,0.08059
2020-08-23,New River,921,25,924,25,0.02714,0.02706,0.02045
2020-08-23,West Piedmont,128,12,130,13,0.09375,0.1,0.17343
2020-08-23,Western Tidewater,265,27,271,27,0.10189,0.09963,0.12272
2020-08-23,Virginia Beach,726,37,747,39,0.05096,0.05221,0.06314
2020-08-23,Three Rivers,126,12,132,12,0.09524,0.09091,0.05031
2020-08-23,Thomas Jefferson,304,16,309,16,0.05263,0.05178,0.05413
2020-08-23,Southside,82,8,82,8,0.09756,0.09756,0.08497
2020-08-23,Roanoke,550,72,551,72,0.13091,0.13067,0.06027
2020-08-23,Loudoun,535,30,571,33,0.05607,0.05779,0.05325
2020-08-23,Rappahannock Rapidan,138,9,156,14,0.06522,0.08974,0.08236
2020-08-23,Rappahannock,304,37,321,37,0.12171,0.11526,0.07528
2020-08-23,Prince William,668,62,693,63,0.09281,0.09091,0.07795
2020-08-23,Portsmouth,159,16,160,16,0.10063,0.1,0.12444
2020-08-23,Pittsylvania-Danville,125,20,126,20,0.16,0.15873,0.13781
2020-08-23,Piedmont,122,7,123,7,0.05738,0.05691,0.0592
2020-08-23,Richmond,542,10,552,11,0.01845,0.01993,0.03899
2020-08-23,Peninsula,415,30,434,31,0.07229,0.07143,0.09762
2020-08-24,Henrico,590,69,597,71,0.11695,0.11893,0.09002
2020-08-24,Hampton,98,9,100,9,0.09184,0.09,0.09346
2020-08-24,Fairfax,1504,101,1580,111,0.06715,0.07025,0.05699
2020-08-24,Eastern Shore,34,0,34,0,0.0,0.0,0.03048
2020-08-24,Cumberland Plateau,29,0,29,0,0.0,0.0,0.05187
2020-08-24,Crater,186,20,188,21,0.10753,0.1117,0.13082
2020-08-24,Chesapeake,235,37,236,37,0.15745,0.15678,0.12723
2020-08-24,Chesterfield,425,24,450,28,0.05647,0.06222,0.07162
2020-08-24,Lenowisco,57,5,63,10,0.08772,0.15873,0.05564
2020-08-24,Central Virginia,172,20,179,20,0.11628,0.11173,0.11201
2020-08-24,Central Shenandoah,170,22,173,22,0.12941,0.12717,0.06029
2020-08-24,Arlington,281,11,291,12,0.03915,0.04124,0.0435
2020-08-24,Alleghany,71,9,72,9,0.12676,0.125,0.09674
2020-08-24,Alexandria,191,10,199,11,0.05236,0.05528,0.05988
2020-08-24,Chickahominy,149,17,150,17,0.11409,0.11333,0.05655
2020-08-24,Lord Fairfax,205,12,209,12,0.05854,0.05742,0.03546
2020-08-24,Norfolk,321,48,322,48,0.14953,0.14907,0.0887
2020-08-24,Mount Rogers,106,16,113,23,0.15094,0.20354,0.09998
2020-08-24,West Piedmont,51,13,57,13,0.2549,0.22807,0.17601
2020-08-24,Western Tidewater,225,38,225,38,0.16889,0.16889,0.13012
2020-08-24,Virginia Beach,564,39,569,39,0.06915,0.06854,0.05977
2020-08-24,Three Rivers,103,4,105,4,0.03883,0.0381,0.053
2020-08-24,Thomas Jefferson,317,14,332,14,0.04416,0.04217,0.05419
2020-08-24,Southside,73,10,74,10,0.13699,0.13514,0.09198
2020-08-24,Roanoke,630,49,637,49,0.07778,0.07692,0.06833
2020-08-24,Richmond,339,25,343,26,0.07375,0.0758,0.0441
2020-08-24,Rappahannock Rapidan,169,12,178,20,0.07101,0.11236,0.08184
2020-08-24,Rappahannock,268,25,273,26,0.09328,0.09524,0.07657
2020-08-24,Portsmouth,113,11,113,11,0.09735,0.09735,0.11955
2020-08-24,Pittsylvania-Danville,61,10,63,10,0.16393,0.15873,0.13485
2020-08-24,Piedmont,58,4,62,5,0.06897,0.08065,0.06559
2020-08-24,Peninsula,255,29,256,29,0.11373,0.11328,0.09969
2020-08-24,New River,533,8,536,10,0.01501,0.01866,0.02203
2020-08-24,Loudoun,392,33,411,36,0.08418,0.08759,0.05475
2020-08-24,Prince William,639,57,660,60,0.0892,0.09091,0.07815
2020-08-25,West Piedmont,87,20,96,23,0.22989,0.23958,0.18305
2020-08-25,Alexandria,189,10,207,14,0.05291,0.06763,0.05967
2020-08-25,Western Tidewater,207,23,208,23,0.11111,0.11058,0.12833
2020-08-25,Virginia Beach,558,31,573,33,0.05556,0.05759,0.06012
2020-08-25,Three Rivers,141,9,141,9,0.06383,0.06383,0.0571
2020-08-25,Thomas Jefferson,426,31,431,31,0.07277,0.07193,0.05427
2020-08-25,Southside,110,7,110,7,0.06364,0.06364,0.09179
2020-08-25,Roanoke,545,29,548,30,0.05321,0.05474,0.07013
2020-08-25,Richmond,418,27,421,27,0.06459,0.06413,0.04599
2020-08-25,Rappahannock Rapidan,120,12,129,14,0.1,0.10853,0.05926
2020-08-25,Rappahannock,304,28,312,28,0.09211,0.08974,0.08249
2020-08-25,Prince William,645,52,673,57,0.08062,0.0847,0.07971
2020-08-25,Portsmouth,129,11,130,12,0.08527,0.09231,0.11253
2020-08-25,Pittsylvania-Danville,171,34,178,34,0.19883,0.19101,0.14429
2020-08-25,Piedmont,94,9,94,9,0.09574,0.09574,0.06999
2020-08-25,Peninsula,267,20,271,20,0.07491,0.0738,0.09107
2020-08-25,Alleghany,139,8,141,9,0.05755,0.06383,0.0969
2020-08-25,Norfolk,382,24,385,24,0.06283,0.06234,0.08877
2020-08-25,Mount Rogers,127,7,140,19,0.05512,0.13571,0.09765
2020-08-25,Loudoun,502,23,539,26,0.04582,0.04824,0.05613
2020-08-25,Lord Fairfax,283,6,292,7,0.0212,0.02397,0.03191
2020-08-25,Lenowisco,56,7,65,12,0.125,0.18462,0.06885
2020-08-25,Henrico,613,57,625,58,0.09299,0.0928,0.09608
2020-08-25,Hampton,117,11,122,11,0.09402,0.09016,0.09476
2020-08-25,Fairfax,1470,77,1575,89,0.05238,0.05651,0.05812
2020-08-25,Eastern Shore,35,1,36,2,0.02857,0.05556,0.02232
2020-08-25,Cumberland Plateau,52,2,54,3,0.03846,0.05556,0.05546
2020-08-25,Crater,240,40,240,40,0.16667,0.16667,0.14086
2020-08-25,Chickahominy,165,11,171,13,0.06667,0.07602,0.05741
2020-08-25,Chesterfield,471,24,482,27,0.05096,0.05602,0.069
2020-08-25,Chesapeake,261,25,266,27,0.09579,0.1015,0.1214
2020-08-25,Central Virginia,280,26,281,26,0.09286,0.09253,0.10495
2020-08-25,New River,509,25,509,25,0.04912,0.04912,0.0273
2020-08-25,Central Shenandoah,188,9,190,10,0.04787,0.05263,0.06345
2020-08-25,Arlington,341,19,366,21,0.05572,0.05738,0.04533
2020-08-26,West Piedmont,137,14,140,14,0.10219,0.1,0.15684
2020-08-26,Alleghany,216,18,223,19,0.08333,0.0852,0.09013
2020-08-26,Arlington,453,30,489,37,0.06623,0.07566,0.04946
2020-08-26,Central Shenandoah,329,36,343,37,0.10942,0.10787,0.07272
2020-08-26,Central Virginia,544,70,549,71,0.12868,0.12933,0.1118
2020-08-26,Chesapeake,439,50,449,53,0.1139,0.11804,0.12274
2020-08-26,Chesterfield,690,38,715,41,0.05507,0.05734,0.06692
2020-08-26,Chickahominy,239,10,255,13,0.04184,0.05098,0.05433
2020-08-26,Crater,383,44,384,44,0.11488,0.11458,0.12588
2020-08-26,Cumberland Plateau,63,2,64,2,0.03175,0.03125,0.03826
2020-08-26,Eastern Shore,52,1,52,1,0.01923,0.01923,0.02046
2020-08-26,Fairfax,2299,134,2483,150,0.05829,0.06041,0.05814
2020-08-26,Hampton,169,14,175,15,0.08284,0.08571,0.0914
2020-08-26,Henrico,803,42,823,44,0.0523,0.05346,0.09479
2020-08-26,Lenowisco,162,7,166,10,0.04321,0.06024,0.06998
2020-08-26,Lord Fairfax,388,12,395,14,0.03093,0.03544,0.03256
2020-08-26,Loudoun,655,44,701,52,0.06718,0.07418,0.05913
2020-08-26,Mount Rogers,217,21,235,31,0.09677,0.13191,0.0962
2020-08-26,Three Rivers,223,10,233,12,0.04484,0.0515,0.05758
2020-08-26,Thomas Jefferson,694,40,711,41,0.05764,0.05767,0.05621
2020-08-26,Southside,167,16,171,16,0.09581,0.09357,0.0897
2020-08-26,Roanoke,663,47,671,47,0.07089,0.07004,0.07187
2020-08-26,Richmond,672,29,684,31,0.04315,0.04532,0.04483
2020-08-26,Rappahannock Rapidan,256,23,276,29,0.08984,0.10507,0.06279
2020-08-26,Virginia Beach,786,37,825,42,0.04707,0.05091,0.0552
2020-08-26,Rappahannock,540,41,567,41,0.07593,0.07231,0.0819
2020-08-26,Portsmouth,379,37,379,37,0.09763,0.09763,0.11154
2020-08-26,Pittsylvania-Danville,258,26,258,26,0.10078,0.10078,0.144
2020-08-26,Piedmont,134,10,139,10,0.07463,0.07194,0.07503
2020-08-26,Peninsula,510,43,527,43,0.08431,0.08159,0.08839
2020-08-26,Norfolk,502,53,512,54,0.10558,0.10547,0.09293
2020-08-26,New River,573,73,583,75,0.1274,0.12864,0.04363
2020-08-26,Prince William,938,92,989,98,0.09808,0.09909,0.08419
2020-08-26,Western Tidewater,389,37,399,38,0.09512,0.09524,0.12739
2020-08-26,Alexandria,381,13,398,13,0.03412,0.03266,0.05428
2020-08-27,Arlington,417,27,452,30,0.06475,0.06637,0.04941
2020-08-27,Western Tidewater,457,55,462,55,0.12035,0.11905,0.12431
2020-08-27,Virginia Beach,660,44,684,45,0.06667,0.06579,0.0561
2020-08-27,Three Rivers,182,7,190,10,0.03846,0.05263,0.05661
2020-08-27,Thomas Jefferson,454,39,468,41,0.0859,0.08761,0.05824
2020-08-27,Southside,112,14,114,14,0.125,0.12281,0.09343
2020-08-27,Roanoke,158,7,168,7,0.0443,0.04167,0.06641
2020-08-27,Richmond,482,25,499,26,0.05187,0.0521,0.04525
2020-08-27,Rappahannock Rapidan,179,12,199,18,0.06704,0.09045,0.06563
2020-08-27,Rappahannock,460,38,482,39,0.08261,0.08091,0.08773
2020-08-27,Prince William,708,66,763,73,0.09322,0.09567,0.08672
2020-08-27,Portsmouth,214,24,215,25,0.11215,0.11628,0.11323
2020-08-27,Pittsylvania-Danville,233,36,237,37,0.15451,0.15612,0.14698
2020-08-27,Piedmont,143,13,146,13,0.09091,0.08904,0.07432
2020-08-27,Peninsula,551,50,565,51,0.09074,0.09027,0.09084
2020-08-27,Norfolk,509,28,521,31,0.05501,0.0595,0.0893
2020-08-27,New River,328,63,333,63,0.19207,0.18919,0.06725
2020-08-27,Mount Rogers,242,30,259,41,0.12397,0.1583,0.09664
2020-08-27,Central Shenandoah,286,51,294,51,0.17832,0.17347,0.09384
2020-08-27,Central Virginia,867,69,881,69,0.07958,0.07832,0.10938
2020-08-27,Chesapeake,337,50,357,52,0.14837,0.14566,0.12888
2020-08-27,Chesterfield,613,45,663,54,0.07341,0.08145,0.06865
2020-08-27,Chickahominy,198,13,210,13,0.06566,0.0619,0.05811
2020-08-27,Crater,265,28,280,28,0.10566,0.1,0.12449
2020-08-27,West Piedmont,141,16,146,17,0.11348,0.11644,0.14736
2020-08-27,Cumberland Plateau,64,2,69,2,0.03125,0.02899,0.03716
2020-08-27,Fairfax,1688,87,1872,99,0.05154,0.05288,0.05611
2020-08-27,Hampton,145,9,150,10,0.06207,0.06667,0.08633
2020-08-27,Henrico,729,52,759,54,0.07133,0.07115,0.08895
2020-08-27,Lenowisco,181,8,191,11,0.0442,0.05759,0.0667
2020-08-27,Lord Fairfax,277,9,280,10,0.03249,0.03571,0.03344
2020-08-27,Loudoun,663,44,715,47,0.06637,0.06573,0.06179
2020-08-27,Eastern Shore,67,3,69,3,0.04478,0.04348,0.01815
2020-08-27,Alexandria,315,13,342,17,0.04127,0.04971,0.0501
2020-08-27,Alleghany,147,6,153,7,0.04082,0.04575,0.08916
2020-08-28,Alleghany,145,12,150,13,0.08276,0.08667,0.08784
2020-08-28,Peninsula,443,60,449,61,0.13544,0.13586,0.09717
2020-08-28,Piedmont,133,11,135,12,0.08271,0.08889,0.07939
2020-08-28,Pittsylvania-Danville,146,19,152,21,0.13014,0.13816,0.14826
2020-08-28,Portsmouth,161,14,162,15,0.08696,0.09259,0.10557
2020-08-28,Prince William,755,65,803,70,0.08609,0.08717,0.0881
2020-08-28,Rappahannock,400,29,415,29,0.0725,0.06988,0.08904
2020-08-28,Norfolk,668,47,675,47,0.07036,0.06963,0.08453
2020-08-28,Rappahannock Rapidan,211,10,231,19,0.04739,0.08225,0.0695
2020-08-28,Roanoke,381,26,391,27,0.06824,0.06905,0.06695
2020-08-28,Southside,118,11,122,11,0.09322,0.09016,0.09874
2020-08-28,Thomas Jefferson,475,53,491,57,0.11158,0.11609,0.06646
2020-08-28,Three Rivers,232,11,238,12,0.04741,0.05042,0.05488
2020-08-28,Virginia Beach,705,40,732,43,0.05674,0.05874,0.05711
2020-08-28,Western Tidewater,284,31,290,31,0.10915,0.1069,0.11847
2020-08-28,Richmond,430,26,440,28,0.06047,0.06364,0.04958
2020-08-28,West Piedmont,139,24,144,25,0.17266,0.17361,0.15055
2020-08-28,New River,145,17,150,19,0.11724,0.12667,0.08065
2020-08-28,Loudoun,515,46,561,47,0.08932,0.08378,0.06664
2020-08-28,Arlington,422,21,471,22,0.04976,0.04671,0.05047
2020-08-28,Central Shenandoah,301,43,308,44,0.14286,0.14286,0.10763
2020-08-28,Central Virginia,650,16,657,16,0.02462,0.02435,0.09267
2020-08-28,Chesapeake,364,31,371,32,0.08516,0.08625,0.12176
2020-08-28,Chesterfield,546,58,570,59,0.10623,0.10351,0.0697
2020-08-28,Chickahominy,183,22,190,22,0.12022,0.11579,0.07131
2020-08-28,Mount Rogers,203,38,224,52,0.18719,0.23214,0.11212
2020-08-28,Crater,275,33,282,33,0.12,0.11702,0.11783
2020-08-28,Eastern Shore,55,0,55,0,0.0,0.0,0.01627
2020-08-28,Fairfax,1607,111,1775,123,0.06907,0.0693,0.05735
2020-08-28,Hampton,134,11,142,11,0.08209,0.07746,0.08668
2020-08-28,Henrico,704,47,721,52,0.06676,0.07212,0.09019
2020-08-28,Lenowisco,247,18,255,23,0.07287,0.0902,0.06988
2020-08-28,Lord Fairfax,288,17,300,17,0.05903,0.05667,0.03623
2020-08-28,Cumberland Plateau,67,6,75,7,0.08955,0.09333,0.04703
2020-08-28,Alexandria,316,10,335,12,0.03165,0.03582,0.0451
2020-08-29,West Piedmont,114,22,119,22,0.19298,0.18487,0.16569
2020-08-29,Virginia Beach,734,41,756,44,0.05586,0.0582,0.05743
2020-08-29,Henrico,489,43,504,46,0.08793,0.09127,0.09438
2020-08-29,Hampton,141,11,145,12,0.07801,0.08276,0.0816
2020-08-29,Fairfax,1579,81,1746,93,0.0513,0.05326,0.05878
2020-08-29,Eastern Shore,53,0,54,0,0.0,0.0,0.01627
2020-08-29,Cumberland Plateau,93,6,98,7,0.06452,0.07143,0.04467
2020-08-29,Chickahominy,160,13,177,13,0.08125,0.07345,0.07753
2020-08-29,Lenowisco,75,8,82,11,0.10667,0.13415,0.07641
2020-08-29,Chesterfield,388,27,413,30,0.06959,0.07264,0.06706
2020-08-29,Central Virginia,669,42,675,43,0.06278,0.0637,0.08637
2020-08-29,Central Shenandoah,345,32,352,33,0.09275,0.09375,0.11235
2020-08-29,Arlington,378,23,419,25,0.06085,0.05967,0.05237
2020-08-29,Alleghany,139,12,144,12,0.08633,0.08333,0.08475
2020-08-29,Alexandria,147,4,168,5,0.02721,0.02976,0.0439
2020-08-29,Western Tidewater,256,25,265,26,0.09766,0.09811,0.11488
2020-08-29,Chesapeake,355,21,371,25,0.05915,0.06739,0.11183
2020-08-29,Lord Fairfax,316,10,321,10,0.03165,0.03115,0.03771
2020-08-29,Crater,223,21,230,21,0.09417,0.0913,0.1164
2020-08-29,Mount Rogers,153,18,158,19,0.11765,0.12025,0.11885
2020-08-29,Three Rivers,147,11,153,11,0.07483,0.0719,0.05763
2020-08-29,Loudoun,509,36,553,39,0.07073,0.07052,0.06852
2020-08-29,Thomas Jefferson,404,28,410,30,0.06931,0.07317,0.07057
2020-08-29,Southside,147,19,149,19,0.12925,0.12752,0.10592
2020-08-29,Roanoke,888,38,894,38,0.04279,0.04251,0.06973
2020-08-29,Rappahannock Rapidan,162,9,178,11,0.05556,0.0618,0.07087
2020-08-29,Rappahannock,275,14,300,17,0.05091,0.05667,0.08415
2020-08-29,Richmond,256,14,265,14,0.05469,0.05283,0.05242
2020-08-29,Portsmouth,183,15,186,15,0.08197,0.08065,0.09457
2020-08-29,Pittsylvania-Danville,149,19,150,19,0.12752,0.12667,0.14796
2020-08-29,Piedmont,133,9,134,9,0.06767,0.06716,0.07686
2020-08-29,Peninsula,422,29,439,30,0.06872,0.06834,0.09145
2020-08-29,Norfolk,476,35,485,38,0.07353,0.07835,0.08326
2020-08-29,New River,174,10,178,12,0.05747,0.06742,0.08364
2020-08-29,Prince William,665,45,706,49,0.06767,0.06941,0.08681
2020-08-30,Henrico,311,25,328,32,0.08039,0.09756,0.08124
2020-08-30,Crater,201,21,210,22,0.10448,0.10476,0.1162
2020-08-30,Hampton,79,6,82,8,0.07595,0.09756,0.08097
2020-08-30,Fairfax,863,54,955,63,0.06257,0.06597,0.0589
2020-08-30,Eastern Shore,28,3,31,3,0.10714,0.09677,0.02853
2020-08-30,Cumberland Plateau,39,3,43,3,0.07692,0.06977,0.04749
