lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day
2020-08-11,Chesterfield,511,29,534,37,0.05675,0.06929,0.07256
2020-08-11,Chickahominy,207,10,214,13,0.04831,0.06075,0.04895
2020-08-11,Crater,271,17,277,17,0.06273,0.06137,0.10885
2020-08-11,West Piedmont,98,27,98,27,0.27551,0.27551,0.17789
2020-08-11,Central Shenandoah,392,22,400,22,0.05612,0.055,0.03792
2020-08-11,Eastern Shore,36,3,39,3,0.08333,0.07692,0.07066
2020-08-11,Fairfax,1731,89,1901,105,0.05142,0.05523,0.0505
2020-08-11,Hampton,193,10,205,10,0.05181,0.04878,0.08803
2020-08-11,Henrico,559,25,580,26,0.04472,0.04483,0.07107
2020-08-11,Lenowisco,118,35,120,35,0.29661,0.29167,0.18835
2020-08-11,Cumberland Plateau,89,2,89,2,0.02247,0.02247,0.08511
2020-08-11,Lord Fairfax,365,16,377,16,0.04384,0.04244,0.03806
2020-08-12,Alexandria,285,16,325,20,0.05614,0.06154,0.05448
2020-08-12,Lenowisco,192,25,198,27,0.13021,0.13636,0.17969
2020-08-12,Henrico,805,51,848,54,0.06335,0.06368,0.07292
2020-08-12,Hampton,269,22,274,22,0.08178,0.08029,0.08613
2020-08-12,Fairfax,1756,118,1999,138,0.0672,0.06903,0.05371
2020-08-12,Eastern Shore,101,8,102,8,0.07921,0.07843,0.07548
2020-08-12,Cumberland Plateau,57,2,60,3,0.03509,0.05,0.08196
2020-08-12,Chesapeake,508,60,529,61,0.11811,0.11531,0.12642
2020-08-12,Chickahominy,178,13,197,16,0.07303,0.08122,0.05325
2020-08-12,Chesterfield,614,29,670,35,0.04723,0.05224,0.07166
2020-08-12,Central Virginia,875,78,887,79,0.08914,0.08906,0.07708
2020-08-12,Central Shenandoah,455,13,466,15,0.02857,0.03219,0.03824
2020-08-12,Arlington,456,33,493,39,0.07237,0.07911,0.04942
2020-08-12,Alleghany,248,11,264,13,0.04435,0.04924,0.02884
2020-08-12,Lord Fairfax,646,32,656,35,0.04954,0.05335,0.03977
2020-08-12,Crater,316,25,326,26,0.07911,0.07975,0.10294
2020-08-12,Loudoun,513,22,590,30,0.04288,0.05085,0.05345
2020-08-12,Rappahannock Rapidan,221,8,245,11,0.0362,0.0449,0.049
2020-08-12,New River,336,3,346,3,0.00893,0.00867,0.04811
2020-08-12,Mount Rogers,249,27,263,39,0.10843,0.14829,0.08313
2020-08-12,West Piedmont,214,38,218,40,0.17757,0.18349,0.17066
2020-08-12,Western Tidewater,502,46,505,47,0.09163,0.09307,0.12282
2020-08-12,Virginia Beach,775,46,816,52,0.05935,0.06373,0.07938
2020-08-12,Three Rivers,393,18,404,18,0.0458,0.04455,0.07954
2020-08-12,Southside,146,11,150,11,0.07534,0.07333,0.0676
2020-08-12,Roanoke,496,40,501,40,0.08065,0.07984,0.0462
2020-08-12,Thomas Jefferson,573,35,589,35,0.06108,0.05942,0.06215
2020-08-12,Rappahannock,632,45,656,50,0.0712,0.07622,0.07903
2020-08-12,Prince William,938,88,1008,95,0.09382,0.09425,0.08183
2020-08-12,Portsmouth,427,54,431,55,0.12646,0.12761,0.13073
2020-08-12,Pittsylvania-Danville,256,35,264,35,0.13672,0.13258,0.12191
2020-08-12,Piedmont,120,5,131,5,0.04167,0.03817,0.05024
2020-08-12,Peninsula,659,50,673,51,0.07587,0.07578,0.0669
2020-08-12,Norfolk,653,55,666,58,0.08423,0.08709,0.08636
2020-08-12,Richmond,342,19,362,23,0.05556,0.06354,0.07925
2020-08-13,Cumberland Plateau,98,2,101,2,0.02041,0.0198,0.07498
2020-08-13,Lenowisco,181,11,186,12,0.06077,0.06452,0.15724
2020-08-13,Henrico,822,60,864,66,0.07299,0.07639,0.07215
2020-08-13,Hampton,222,21,225,21,0.09459,0.09333,0.08186
2020-08-13,Fairfax,2073,111,2285,127,0.05355,0.05558,0.05477
2020-08-13,Eastern Shore,107,4,108,4,0.03738,0.03704,0.07454
2020-08-13,Crater,329,17,342,20,0.05167,0.05848,0.09733
2020-08-13,Alexandria,411,29,439,33,0.07056,0.07517,0.05532
2020-08-13,Chesterfield,758,58,803,62,0.07652,0.07721,0.06972
2020-08-13,Chesapeake,472,41,486,42,0.08686,0.08642,0.11502
2020-08-13,Central Virginia,732,34,733,34,0.04645,0.04638,0.07659
2020-08-13,Central Shenandoah,517,18,525,20,0.03482,0.0381,0.03655
2020-08-13,Arlington,665,24,708,27,0.03609,0.03814,0.04786
2020-08-13,Alleghany,212,12,216,13,0.0566,0.06019,0.0308
2020-08-13,Lord Fairfax,370,23,394,23,0.06216,0.05838,0.04324
2020-08-13,Chickahominy,314,27,327,28,0.08599,0.08563,0.05354
2020-08-13,Loudoun,695,39,773,43,0.05612,0.05563,0.05262
2020-08-13,Mount Rogers,433,25,447,34,0.05774,0.07606,0.07497
2020-08-13,New River,393,15,395,15,0.03817,0.03797,0.04354
2020-08-13,Western Tidewater,346,38,352,38,0.10983,0.10795,0.12264
2020-08-13,Virginia Beach,823,65,859,69,0.07898,0.08033,0.07402
2020-08-13,Three Rivers,207,10,216,10,0.04831,0.0463,0.0754
2020-08-13,Thomas Jefferson,556,28,571,29,0.05036,0.05079,0.06044
2020-08-13,Southside,147,10,152,12,0.06803,0.07895,0.07245
2020-08-13,Roanoke,387,13,396,13,0.03359,0.03283,0.04708
2020-08-13,Richmond,456,42,466,46,0.09211,0.09871,0.08053
2020-08-13,West Piedmont,168,30,171,33,0.17857,0.19298,0.18167
2020-08-13,Rappahannock,446,29,470,30,0.06502,0.06383,0.0743
2020-08-13,Prince William,788,60,854,65,0.07614,0.07611,0.0797
2020-08-13,Portsmouth,372,47,374,47,0.12634,0.12567,0.11974
2020-08-13,Pittsylvania-Danville,267,38,270,38,0.14232,0.14074,0.13584
2020-08-13,Piedmont,151,12,154,12,0.07947,0.07792,0.04927
2020-08-13,Peninsula,625,53,650,53,0.0848,0.08154,0.06884
2020-08-13,Norfolk,488,52,497,53,0.10656,0.10664,0.08506
2020-08-13,Rappahannock Rapidan,208,10,230,13,0.04808,0.05652,0.04533
2020-08-14,Loudoun,596,32,646,34,0.05369,0.05263,0.05325
2020-08-14,Lord Fairfax,328,9,339,10,0.02744,0.0295,0.03633
2020-08-14,Lenowisco,160,31,170,32,0.19375,0.18824,0.1595
2020-08-14,Henrico,850,55,895,59,0.06471,0.06592,0.06516
2020-08-14,Hampton,228,15,234,15,0.06579,0.0641,0.08045
2020-08-14,Fairfax,2125,156,2346,182,0.07341,0.07758,0.05706
2020-08-14,Eastern Shore,196,4,196,4,0.02041,0.02041,0.06369
2020-08-14,Chesterfield,752,53,791,54,0.07048,0.06827,0.06058
2020-08-14,Crater,368,28,373,28,0.07609,0.07507,0.0925
2020-08-14,Chickahominy,227,12,246,14,0.05286,0.05691,0.05504
2020-08-14,Chesapeake,571,61,589,62,0.10683,0.10526,0.11659
2020-08-14,Central Virginia,580,53,583,53,0.09138,0.09091,0.07444
2020-08-14,Central Shenandoah,637,22,644,22,0.03454,0.03416,0.03519
2020-08-14,Mount Rogers,273,12,282,13,0.04396,0.0461,0.0704
2020-08-14,Arlington,596,41,639,46,0.06879,0.07199,0.05116
2020-08-14,Cumberland Plateau,126,7,127,7,0.05556,0.05512,0.07607
2020-08-14,New River,218,22,223,26,0.10092,0.11659,0.0534
2020-08-14,Alexandria,309,19,338,20,0.06149,0.05917,0.05558
2020-08-14,Peninsula,767,47,783,49,0.06128,0.06258,0.06851
2020-08-14,Alleghany,223,7,230,8,0.03139,0.03478,0.03162
2020-08-14,West Piedmont,73,22,76,23,0.30137,0.30263,0.20051
2020-08-14,Western Tidewater,423,58,437,60,0.13712,0.1373,0.12248
2020-08-14,Virginia Beach,820,57,852,58,0.06951,0.06808,0.06914
2020-08-14,Three Rivers,351,13,360,13,0.03704,0.03611,0.06015
2020-08-14,Thomas Jefferson,495,39,509,41,0.07879,0.08055,0.06361
2020-08-14,Southside,130,8,130,8,0.06154,0.06154,0.07046
2020-08-14,Norfolk,745,66,755,67,0.08859,0.08874,0.08377
2020-08-14,Richmond,649,27,668,33,0.0416,0.0494,0.0676
2020-08-14,Rappahannock Rapidan,275,15,303,27,0.05455,0.08911,0.04466
2020-08-14,Rappahannock,458,39,478,43,0.08515,0.08996,0.0769
2020-08-14,Prince William,798,86,841,96,0.10777,0.11415,0.08302
2020-08-14,Portsmouth,275,32,276,32,0.11636,0.11594,0.11924
2020-08-14,Pittsylvania-Danville,164,18,166,18,0.10976,0.10843,0.13417
2020-08-14,Piedmont,144,8,151,9,0.05556,0.0596,0.05032
2020-08-14,Roanoke,445,22,449,22,0.04944,0.049,0.04566
2020-08-15,Henrico,587,44,614,49,0.07496,0.0798,0.06737
2020-08-15,Hampton,188,13,192,13,0.06915,0.06771,0.07793
2020-08-15,Fairfax,1290,56,1483,68,0.04341,0.04585,0.05667
2020-08-15,Eastern Shore,109,2,109,2,0.01835,0.01835,0.06088
2020-08-15,Cumberland Plateau,65,4,67,4,0.06154,0.0597,0.05556
2020-08-15,Crater,193,14,203,14,0.07254,0.06897,0.08834
2020-08-15,Chickahominy,169,11,183,14,0.06509,0.0765,0.05867
2020-08-15,Central Shenandoah,277,22,283,24,0.07942,0.08481,0.04279
2020-08-15,Chesapeake,372,55,393,58,0.14785,0.14758,0.11954
2020-08-15,Central Virginia,548,35,551,36,0.06387,0.06534,0.07242
2020-08-15,Arlington,347,10,386,11,0.02882,0.0285,0.05084
2020-08-15,Alleghany,181,9,187,9,0.04972,0.04813,0.03566
2020-08-15,Alexandria,195,13,218,15,0.06667,0.06881,0.05737
2020-08-15,Lenowisco,121,12,130,15,0.09917,0.11538,0.15091
2020-08-15,Chesterfield,452,27,487,28,0.05973,0.05749,0.06177
2020-08-15,Lord Fairfax,567,15,585,16,0.02646,0.02735,0.03785
2020-08-15,Loudoun,503,23,561,29,0.04573,0.05169,0.05228
2020-08-15,Southside,60,3,66,4,0.05,0.06061,0.06815
2020-08-15,Mount Rogers,268,15,275,16,0.05597,0.05818,0.06979
2020-08-15,West Piedmont,184,18,186,19,0.09783,0.10215,0.19588
2020-08-15,Virginia Beach,752,55,770,58,0.07314,0.07532,0.06692
2020-08-15,Three Rivers,161,10,170,11,0.06211,0.06471,0.05836
2020-08-15,Thomas Jefferson,365,15,376,15,0.0411,0.03989,0.06418
2020-08-15,Roanoke,867,28,877,29,0.0323,0.03307,0.04543
2020-08-15,Richmond,428,16,441,18,0.03738,0.04082,0.06133
2020-08-15,Rappahannock Rapidan,251,7,270,10,0.02789,0.03704,0.03985
2020-08-15,Western Tidewater,428,41,439,43,0.09579,0.09795,0.12444
2020-08-15,Prince William,672,64,732,72,0.09524,0.09836,0.08652
2020-08-15,Portsmouth,217,25,220,25,0.11521,0.11364,0.11863
2020-08-15,Pittsylvania-Danville,227,29,230,29,0.12775,0.12609,0.13943
2020-08-15,Piedmont,116,6,124,6,0.05172,0.04839,0.05494
2020-08-15,Peninsula,514,28,532,30,0.05447,0.05639,0.07246
2020-08-15,Norfolk,497,42,505,42,0.08451,0.08317,0.08515
2020-08-15,New River,812,13,817,13,0.01601,0.01591,0.04942
2020-08-15,Rappahannock,323,24,352,24,0.0743,0.06818,0.07661
2020-08-16,Cumberland Plateau,77,5,77,5,0.06494,0.06494,0.04939
2020-08-16,Lenowisco,292,16,294,16,0.05479,0.05442,0.1393
2020-08-16,Henrico,492,22,517,24,0.04472,0.04642,0.06036
2020-08-16,Hampton,143,8,145,8,0.05594,0.05517,0.07236
2020-08-16,Fairfax,1531,86,1629,94,0.05617,0.0577,0.05519
2020-08-16,Eastern Shore,72,2,72,2,0.02778,0.02778,0.05592
2020-08-16,Lord Fairfax,235,10,243,10,0.04255,0.04115,0.03741
2020-08-16,Alexandria,328,17,341,18,0.05183,0.05279,0.05658
2020-08-16,Chickahominy,141,6,153,7,0.04255,0.04575,0.05612
2020-08-16,Chesterfield,400,30,443,43,0.075,0.09707,0.06177
2020-08-16,Chesapeake,311,21,322,21,0.06752,0.06522,0.1085
2020-08-16,Central Virginia,477,41,485,42,0.08595,0.0866,0.07085
2020-08-16,Central Shenandoah,321,16,323,16,0.04984,0.04954,0.04415
2020-08-16,Arlington,375,26,397,27,0.06933,0.06801,0.05355
2020-08-16,Alleghany,123,8,134,9,0.06504,0.06716,0.0417
2020-08-16,Crater,319,34,324,34,0.10658,0.10494,0.07399
2020-08-16,Loudoun,435,33,467,35,0.07586,0.07495,0.05239
2020-08-16,Rappahannock,348,31,368,34,0.08908,0.09239,0.07682
2020-08-16,New River,885,5,895,5,0.00565,0.00559,0.04552
2020-08-16,West Piedmont,86,7,89,7,0.0814,0.07865,0.18995
2020-08-16,Western Tidewater,313,44,317,45,0.14058,0.14196,0.12506
2020-08-16,Virginia Beach,809,34,834,38,0.04203,0.04556,0.06471
2020-08-16,Three Rivers,131,4,136,4,0.03053,0.02941,0.05329
2020-08-16,Mount Rogers,234,23,236,23,0.09829,0.09746,0.07503
2020-08-16,Southside,146,9,148,9,0.06164,0.06081,0.06356
2020-08-16,Roanoke,173,14,183,14,0.08092,0.0765,0.04888
2020-08-16,Thomas Jefferson,287,18,296,18,0.06272,0.06081,0.06158
2020-08-16,Rappahannock Rapidan,238,14,246,16,0.05882,0.06504,0.0432
2020-08-16,Prince William,632,59,662,62,0.09335,0.09366,0.08869
2020-08-16,Portsmouth,187,22,189,23,0.11765,0.12169,0.11727
2020-08-16,Pittsylvania-Danville,167,18,169,18,0.10778,0.10651,0.14292
2020-08-16,Piedmont,129,8,135,8,0.06202,0.05926,0.05563
2020-08-16,Peninsula,441,29,450,30,0.06576,0.06667,0.07062
2020-08-16,Norfolk,330,26,337,27,0.07879,0.08012,0.08562
2020-08-16,Richmond,428,15,441,17,0.03505,0.03855,0.05053
2020-08-17,Lord Fairfax,215,13,217,14,0.06047,0.06452,0.04464
2020-08-17,Lenowisco,51,6,52,7,0.11765,0.13462,0.13614
2020-08-17,Henrico,591,35,600,40,0.05922,0.06667,0.06067
2020-08-17,Hampton,191,17,191,17,0.08901,0.08901,0.07258
2020-08-17,Fairfax,1532,94,1567,98,0.06136,0.06254,0.05807
2020-08-17,Eastern Shore,33,0,33,0,0.0,0.0,0.03807
2020-08-17,Arlington,329,20,334,21,0.06079,0.06287,0.05357
2020-08-17,Crater,223,19,224,19,0.0852,0.08482,0.07627
2020-08-17,Chickahominy,203,4,207,6,0.0197,0.02899,0.05536
2020-08-17,Chesterfield,478,29,483,33,0.06067,0.06832,0.06377
2020-08-17,Chesapeake,405,52,406,52,0.1284,0.12808,0.1113
2020-08-17,Central Virginia,153,22,156,22,0.14379,0.14103,0.08145
2020-08-17,Central Shenandoah,238,14,238,14,0.05882,0.05882,0.04888
2020-08-17,Loudoun,448,33,459,37,0.07366,0.08061,0.05712
2020-08-17,Cumberland Plateau,36,3,36,3,0.08333,0.08333,0.04905
2020-08-17,Mount Rogers,84,8,90,12,0.09524,0.13333,0.07621
2020-08-17,Rappahannock,356,30,366,32,0.08427,0.08743,0.07766
2020-08-17,Norfolk,388,36,390,36,0.09278,0.09231,0.08529
2020-08-17,West Piedmont,76,18,78,20,0.23684,0.25641,0.19273
2020-08-17,Western Tidewater,316,37,316,37,0.11709,0.11709,0.12105
2020-08-17,Virginia Beach,658,61,664,61,0.09271,0.09187,0.06681
2020-08-17,Three Rivers,150,3,154,5,0.02,0.03247,0.04357
2020-08-17,Thomas Jefferson,366,16,374,17,0.04372,0.04545,0.06099
2020-08-17,Southside,91,8,91,8,0.08791,0.08791,0.0653
2020-08-17,New River,1018,4,1021,6,0.00393,0.00588,0.03336
2020-08-17,Roanoke,655,14,666,16,0.02137,0.02402,0.04853
2020-08-17,Rappahannock Rapidan,174,13,181,19,0.07471,0.10497,0.04888
2020-08-17,Prince William,625,54,645,66,0.0864,0.10233,0.08944
2020-08-17,Portsmouth,190,25,192,25,0.13158,0.13021,0.11756
2020-08-17,Pittsylvania-Danville,65,12,65,12,0.18462,0.18462,0.14014
2020-08-17,Piedmont,124,3,124,3,0.02419,0.02419,0.05388
2020-08-17,Peninsula,381,37,384,37,0.09711,0.09635,0.07536
2020-08-17,Richmond,553,21,555,23,0.03797,0.04144,0.05021
2020-08-17,Alexandria,311,14,316,16,0.04502,0.05063,0.05321
2020-08-17,Alleghany,42,3,44,4,0.07143,0.09091,0.04715
2020-08-18,Western Tidewater,161,22,164,23,0.13665,0.14024,0.11838
2020-08-18,Lenowisco,123,4,133,7,0.03252,0.05263,0.09841
2020-08-18,Henrico,370,17,380,21,0.04595,0.05526,0.06084
2020-08-18,Hampton,99,9,103,11,0.09091,0.1068,0.07817
2020-08-18,Fairfax,1462,64,1579,80,0.04378,0.05066,0.05698
2020-08-18,Eastern Shore,46,4,46,4,0.08696,0.08696,0.03858
2020-08-18,Cumberland Plateau,75,1,75,1,0.01333,0.01333,0.04774
2020-08-18,Lord Fairfax,304,14,313,14,0.04605,0.04473,0.04495
2020-08-18,Chickahominy,131,8,133,8,0.06107,0.06015,0.05718
2020-08-18,Chesapeake,249,34,265,34,0.13655,0.1283,0.11316
2020-08-18,Central Virginia,260,37,260,37,0.14231,0.14231,0.0947
2020-08-18,Central Shenandoah,272,7,276,8,0.02574,0.02899,0.04454
2020-08-18,Arlington,256,11,287,17,0.04297,0.05923,0.05417
2020-08-18,Alleghany,124,7,125,7,0.05645,0.056,0.05357
2020-08-18,Alexandria,184,10,197,10,0.05435,0.05076,0.05801
2020-08-18,Chesterfield,400,27,408,32,0.0675,0.07843,0.0653
2020-08-18,Loudoun,387,14,427,19,0.03618,0.0445,0.05487
2020-08-18,Crater,218,21,219,21,0.09633,0.09589,0.08107
2020-08-18,New River,1147,14,1147,14,0.01221,0.01221,0.02655
2020-08-18,Mount Rogers,126,9,144,26,0.07143,0.18056,0.07587
2020-08-18,Virginia Beach,412,22,421,23,0.0534,0.05463,0.06702
2020-08-18,Three Rivers,170,6,170,6,0.03529,0.03529,0.03987
2020-08-18,Thomas Jefferson,457,33,462,33,0.07221,0.07143,0.05857
2020-08-18,Southside,77,5,77,5,0.06494,0.06494,0.06706
2020-08-18,Roanoke,615,25,620,25,0.04065,0.04032,0.04842
2020-08-18,Richmond,246,13,252,14,0.05285,0.05556,0.05036
2020-08-18,Rappahannock Rapidan,186,48,201,56,0.25806,0.27861,0.07976
2020-08-18,West Piedmont,144,26,146,28,0.18056,0.19178,0.17916
2020-08-18,Prince William,574,40,602,43,0.06969,0.07143,0.08892
2020-08-18,Portsmouth,117,16,120,17,0.13675,0.14167,0.12434
2020-08-18,Pittsylvania-Danville,113,15,113,15,0.13274,0.13274,0.13453
2020-08-18,Piedmont,77,5,78,5,0.06494,0.0641,0.05422
2020-08-18,Peninsula,224,32,229,33,0.14286,0.1441,0.08316
2020-08-18,Norfolk,415,26,420,29,0.06265,0.06905,0.08544
2020-08-18,Rappahannock,315,16,327,16,0.05079,0.04893,0.07426
2020-08-19,Lord Fairfax,606,16,621,16,0.0264,0.02576,0.04165
2020-08-19,Lenowisco,85,3,92,3,0.03529,0.03261,0.08485
2020-08-19,Henrico,600,36,627,39,0.06,0.0622,0.06036
2020-08-19,Hampton,185,20,191,20,0.10811,0.10471,0.08193
2020-08-19,Fairfax,1974,116,2209,138,0.05876,0.06247,0.05578
2020-08-19,Eastern Shore,62,1,62,1,0.01613,0.01613,0.02957
2020-08-19,Cumberland Plateau,47,8,52,9,0.17021,0.17308,0.06705
2020-08-19,Chesapeake,481,51,497,53,0.10603,0.10664,0.11143
2020-08-19,Chickahominy,203,13,223,14,0.06404,0.06278,0.0559
2020-08-19,Chesterfield,508,36,549,42,0.07087,0.0765,0.06868
2020-08-19,Central Virginia,631,51,641,51,0.08082,0.07956,0.09351
2020-08-19,Central Shenandoah,245,11,259,11,0.0449,0.04247,0.04687
2020-08-19,Arlington,581,23,643,28,0.03959,0.04355,0.04948
2020-08-19,Alleghany,176,23,189,24,0.13068,0.12698,0.0659
2020-08-19,Crater,262,25,273,25,0.09542,0.09158,0.0834
2020-08-19,Alexandria,303,22,323,23,0.07261,0.07121,0.06036
2020-08-19,Loudoun,713,34,794,42,0.04769,0.0529,0.05556
2020-08-19,New River,1064,14,1075,18,0.01316,0.01674,0.02715
2020-08-19,Mount Rogers,158,16,172,26,0.10127,0.15116,0.07484
2020-08-19,Western Tidewater,344,35,352,35,0.10174,0.09943,0.11983
2020-08-19,Virginia Beach,794,64,825,67,0.0806,0.08121,0.07005
2020-08-19,Three Rivers,214,9,225,10,0.04206,0.04444,0.03933
2020-08-19,Thomas Jefferson,545,24,562,25,0.04404,0.04448,0.05613
2020-08-19,Southside,163,18,167,19,0.11043,0.11377,0.07207
2020-08-19,Roanoke,409,24,420,25,0.05868,0.05952,0.04528
2020-08-19,Richmond,426,22,441,24,0.05164,0.05442,0.0498
2020-08-19,West Piedmont,140,40,142,40,0.28571,0.28169,0.19461
2020-08-19,Rappahannock,609,49,641,50,0.08046,0.078,0.07558
2020-08-19,Prince William,1102,73,1175,84,0.06624,0.07149,0.08498
2020-08-19,Portsmouth,283,28,286,28,0.09894,0.0979,0.1204
2020-08-19,Pittsylvania-Danville,210,22,215,22,0.10476,0.10233,0.12996
2020-08-19,Piedmont,126,5,129,6,0.03968,0.04651,0.05394
2020-08-19,Peninsula,516,54,531,56,0.10465,0.10546,0.08728
2020-08-19,Rappahannock Rapidan,214,14,241,21,0.06542,0.08714,0.08393
2020-08-19,Norfolk,624,48,631,49,0.07692,0.07765,0.0844
2020-08-20,Lenowisco,135,10,147,11,0.07407,0.07483,0.08675
2020-08-20,Henrico,519,63,544,66,0.12139,0.12132,0.06728
2020-08-20,Hampton,200,18,205,19,0.09,0.09268,0.08127
2020-08-20,Fairfax,1590,107,1819,130,0.0673,0.07147,0.05774
2020-08-20,Eastern Shore,82,5,82,5,0.06098,0.06098,0.03294
2020-08-20,Cumberland Plateau,76,2,86,4,0.02632,0.04651,0.06789
2020-08-20,Chesapeake,419,41,433,41,0.09785,0.09469,0.113
2020-08-20,Chickahominy,158,7,168,8,0.0443,0.04762,0.04994
2020-08-20,Chesterfield,502,32,538,36,0.06375,0.06691,0.06686
2020-08-20,Central Virginia,661,64,676,64,0.09682,0.09467,0.10071
2020-08-20,Central Shenandoah,524,16,530,16,0.03053,0.03019,0.04626
2020-08-20,Arlington,469,32,511,34,0.06823,0.06654,0.05407
2020-08-20,Alexandria,288,21,311,23,0.07292,0.07395,0.0607
2020-08-20,Lord Fairfax,493,13,503,13,0.02637,0.02584,0.03653
2020-08-20,Crater,265,31,274,31,0.11698,0.11314,0.09273
2020-08-20,Loudoun,653,32,715,33,0.049,0.04615,0.05454
2020-08-20,Rappahannock,522,22,548,26,0.04215,0.04745,0.07231
2020-08-20,New River,1161,31,1170,31,0.0267,0.0265,0.02551
2020-08-20,West Piedmont,178,32,185,34,0.17978,0.18378,0.19478
2020-08-20,Western Tidewater,436,60,443,60,0.13761,0.13544,0.1238
2020-08-20,Virginia Beach,905,52,931,55,0.05746,0.05908,0.06698
2020-08-20,Three Rivers,231,9,240,9,0.03896,0.0375,0.038
2020-08-20,Thomas Jefferson,551,39,560,40,0.07078,0.07143,0.05905
2020-08-20,Southside,64,6,73,7,0.09375,0.09589,0.07574
2020-08-20,Roanoke,521,43,532,44,0.08253,0.08271,0.05227
2020-08-20,Richmond,567,28,587,29,0.04938,0.0494,0.0437
2020-08-20,Rappahannock Rapidan,207,10,224,16,0.04831,0.07143,0.08397
2020-08-20,Prince William,705,59,765,70,0.08369,0.0915,0.08605
2020-08-20,Portsmouth,304,28,306,28,0.09211,0.0915,0.11551
2020-08-20,Pittsylvania-Danville,217,29,217,29,0.13364,0.13364,0.12872
2020-08-20,Piedmont,130,13,134,13,0.1,0.09701,0.05687
2020-08-20,Peninsula,613,42,623,43,0.06852,0.06902,0.08495
2020-08-20,Norfolk,546,44,555,44,0.08059,0.07928,0.08069
2020-08-20,Mount Rogers,272,34,290,43,0.125,0.14828,0.08445
2020-08-20,Alleghany,231,11,244,13,0.04762,0.05328,0.06462
2020-08-21,Alexandria,299,20,320,25,0.06689,0.07812,0.06147
2020-08-21,West Piedmont,132,20,140,23,0.15152,0.16429,0.17338
2020-08-21,Lord Fairfax,352,14,360,15,0.03977,0.04167,0.0383
2020-08-21,Lenowisco,235,12,242,13,0.05106,0.05372,0.06636
2020-08-21,Henrico,724,37,758,40,0.0511,0.05277,0.06533
2020-08-21,Hampton,241,14,243,14,0.05809,0.05761,0.08017
2020-08-21,Fairfax,1636,94,1848,106,0.05746,0.05736,0.05546
2020-08-21,Eastern Shore,77,1,77,1,0.01299,0.01299,0.03188
2020-08-21,Loudoun,504,25,564,35,0.0496,0.06206,0.05396
2020-08-21,Cumberland Plateau,49,1,51,1,0.02041,0.01961,0.06287
2020-08-21,Chickahominy,187,5,207,6,0.02674,0.02899,0.04621
2020-08-21,Chesterfield,560,53,620,61,0.09464,0.09839,0.07031
2020-08-21,Chesapeake,307,39,320,39,0.12704,0.12187,0.11589
2020-08-21,Central Virginia,329,47,332,47,0.14286,0.14157,0.10806
2020-08-21,Central Shenandoah,213,10,226,12,0.04695,0.0531,0.04803
2020-08-21,Arlington,469,19,531,21,0.04051,0.03955,0.05003
2020-08-21,Crater,183,23,198,27,0.12568,0.13636,0.09982
2020-08-21,Mount Rogers,240,18,246,19,0.075,0.07724,0.08889
2020-08-21,Alleghany,162,15,176,16,0.09259,0.09091,0.07336
2020-08-21,Norfolk,370,35,379,36,0.09459,0.09499,0.08155
2020-08-21,Western Tidewater,241,28,249,30,0.11618,0.12048,0.12081
2020-08-21,Virginia Beach,772,35,800,36,0.04534,0.045,0.06353
2020-08-21,Three Rivers,149,9,160,9,0.0604,0.05625,0.04134
2020-08-21,Thomas Jefferson,475,25,489,26,0.05263,0.05317,0.05531
2020-08-21,New River,1193,28,1205,29,0.02347,0.02407,0.01445
2020-08-21,Roanoke,510,32,517,32,0.06275,0.0619,0.05417
2020-08-21,Richmond,1034,17,1047,17,0.01644,0.01624,0.0401
2020-08-21,Southside,82,6,83,6,0.07317,0.07229,0.07741
2020-08-21,Rappahannock,504,30,528,31,0.05952,0.05871,0.06865
2020-08-21,Prince William,781,56,854,78,0.0717,0.09133,0.0809
2020-08-21,Portsmouth,192,27,193,27,0.14062,0.1399,0.11898
2020-08-21,Pittsylvania-Danville,194,23,195,23,0.11856,0.11795,0.12998
2020-08-21,Piedmont,116,6,117,6,0.05172,0.05128,0.05632
2020-08-21,Peninsula,786,54,810,55,0.0687,0.0679,0.08601
2020-08-21,Rappahannock Rapidan,344,6,368,15,0.01744,0.04076,0.07866
2020-08-22,Norfolk,553,42,564,44,0.07595,0.07801,0.08032
2020-08-22,Peninsula,449,37,458,37,0.08241,0.08079,0.09
2020-08-22,Piedmont,138,13,142,13,0.0942,0.09155,0.06239
2020-08-22,Pittsylvania-Danville,162,21,163,21,0.12963,0.12883,0.13025
2020-08-22,Portsmouth,195,31,196,32,0.15897,0.16327,0.12523
2020-08-22,Prince William,676,50,720,61,0.07396,0.08472,0.07786
2020-08-22,Virginia Beach,997,46,1018,48,0.04614,0.04715,0.05967
2020-08-22,Rappahannock Rapidan,169,8,184,14,0.04734,0.07609,0.08144
2020-08-22,Richmond,741,17,753,23,0.02294,0.03054,0.03804
2020-08-22,Roanoke,772,18,784,18,0.02332,0.02296,0.05289
2020-08-22,Southside,98,8,103,8,0.08163,0.07767,0.08192
2020-08-22,Thomas Jefferson,391,16,397,16,0.04092,0.0403,0.05529
2020-08-22,Three Rivers,145,8,149,8,0.05517,0.05369,0.04034
2020-08-22,New River,1366,49,1374,49,0.03587,0.03566,0.01728
